일자,제목,언론사,대분류,impact_score,c_score,media_diversity,frequency_score,similar_news_count,similar_indices
20250115,포토 서울시 마스크 자율착용 실천 대시민 캠페인,아시아투데이,학생복지/교육격차해소,0.5953748106295795,0.7778397727012635,0.25,0.6974630051635803,24,"[181, 182, 256, 257, 546, 547, 548, 549, 550, 551, 696, 697, 747, 748, 749, 750, 751, 752, 808, 809, 810, 811, 812, 813]"
20250108,강주호 교총 회장 교육정상화는 선생님으로부터 선생님이 곧 대한민국 교육력,아시아투데이,인적자원운용,0.5526787777167184,0.793768357038498,0.3333333333333333,0.45057144967106383,7,"[354, 355, 356, 520, 543, 569, 570]"
20250105,교육부 제주항공 참사 피해자 가족에 1년간 대학등록금 지원,한국일보,학생복지/교육격차해소,0.5298679785948616,0.6117413592338562,0.5,0.45057144967106383,7,"[417, 466, 554, 555, 635, 691, 731]"
20250114,정부 지방교육재정 충분 서울 세종 교육감은 떠넘기지 말라,동아일보,학교재무활동,0.5119205268209569,0.7760728228092194,0.25,0.4216379923242304,6,"[641, 642, 655, 656, 681, 682]"
20250115,클릭 자치뉴스 성동구 독감 비상 요양기관 등 마스크 의무화,한국일보,학생복지/교육격차해소,0.49120027038131814,0.7789520490169526,0.25,0.34873150258179014,4,"[39, 278, 803, 804]"
20250122,내포 예산 통학 이동 시간 단축 예산군 학생 전용 통학 순환버스 운행,경향신문,학생복지/교육격차해소,0.4890525468175999,0.7814028728008271,0.16666666666666666,0.4216379923242304,6,"[221, 222, 223, 711, 712, 713]"
20250117,강서구 심뇌혈관 건강 함께 챙겨요,서울신문,학생복지/교육격차해소,0.48096993525677845,0.7611963438987732,0.16666666666666666,0.4216379923242304,6,"[461, 462, 463, 839, 840, 841]"
20250115,코로나19 못지않은 역대급 독감공포 서울시 마스크 꼭,아시아투데이,학생복지/교육격차해소,0.4626273067777745,0.7778397727012635,0.08333333333333333,0.4216379923242304,6,"[407, 408, 409, 410, 411, 412]"
20250115,부산교육청 신학기 대비 늘봄학교 현장 지원,아시아투데이,선택적교육활동,0.4626273067777745,0.7778397727012635,0.08333333333333333,0.4216379923242304,6,"[1, 2, 3, 4, 5, 6]"
20250115,광주 독감바이러스 검출 급증 호흡기 감염병 예방 비상,아시아투데이,학생복지/교육격차해소,0.4626273067777745,0.7778397727012635,0.08333333333333333,0.4216379923242304,6,"[290, 291, 292, 293, 294, 295]"
