일자,제목,언론사,대분류,impact_score,c_score,media_diversity,frequency_score,similar_news_count,similar_indices
20240627,30년 만에 유보통합 첫발 0세부터 누구나 12시간 돌봄,아시아투데이,선택적교육활동,0.665719563084856,0.7649911689758302,0.4166666666666667,0.7824103183150796,36,"[131, 132, 133, 134, 135, 136, 137, 337, 338, 339, 497, 642, 792, 793, 794, 795, 1317, 1318, 1319, 1320, 1321, 1322, 1323, 1376, 1377, 1378, 1642, 1643, 1644, 1825, 1826, 1827, 1828, 1829, 1830, 1831]"
20240627,유보통합 계획 교사자격 통합 재원마련 곳곳 난제,아시아투데이,학교일반운영,0.64278486137976,0.7649911689758302,0.4166666666666667,0.7059613126314263,25,"[26, 337, 338, 339, 497, 599, 600, 601, 602, 603, 604, 605, 642, 792, 793, 794, 795, 1547, 1548, 1549, 1550, 1551, 1552, 1553, 1602]"
20240620,지방대학시대의 교육혁신 라이프2 0 대학 인터뷰 32 순천제일대학교 광양만권경제자유구역 산업체 재직자를 위한 역량 강화 전공 개설,아시아투데이,선택적교육활동,0.608837628364563,0.7095940709114075,0.08333333333333333,1.0,754,"[151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 292, 293, 294, 295, 296, 297, 298, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 353, 354, 355, 356, 357, 358, 359, 360, 361, 362, 363, 364, 365, 366, 367, 368, 369, 370, 371, 372, 373, 374, 375, 376, 377, 378, 379, 380, 381, 408, 409, 410, 411, 412, 413, 414, 415, 416, 417, 418, 419, 420, 421, 422, 423, 424, 425, 426, 427, 428, 429, 430, 431, 432, 433, 434, 435, 436, 444, 445, 446, 447, 448, 449, 450, 451, 452, 453, 454, 455, 456, 457, 458, 459, 460, 461, 462, 463, 464, 465, 466, 467, 468, 469, 470, 471, 472, 532, 533, 534, 535, 536, 537, 538, 539, 540, 541, 542, 543, 544, 545, 546, 547, 548, 549, 550, 551, 552, 553, 554, 555, 556, 557, 558, 559, 560, 677, 678, 679, 680, 681, 682, 683, 684, 685, 686, 687, 688, 689, 690, 691, 692, 693, 694, 695, 696, 697, 698, 699, 700, 701, 702, 703, 704, 705, 724, 725, 726, 727, 728, 729, 730, 731, 732, 733, 734, 735, 736, 737, 738, 739, 740, 741, 742, 743, 744, 745, 746, 747, 748, 749, 750, 751, 752, 797, 798, 799, 800, 801, 802, 803, 804, 805, 806, 807, 808, 809, 810, 811, 812, 813, 814, 815, 816, 817, 818, 819, 820, 821, 822, 823, 824, 825, 956, 957, 958, 959, 960, 961, 962, 963, 964, 965, 966, 967, 968, 969, 970, 971, 972, 973, 974, 975, 976, 977, 978, 979, 980, 981, 982, 983, 984, 1009, 1010, 1011, 1012, 1013, 1014, 1015, 1016, 1017, 1018, 1019, 1020, 1021, 1022, 1023, 1024, 1025, 1026, 1027, 1028, 1029, 1030, 1031, 1032, 1033, 1034, 1035, 1036, 1037, 1073, 1074, 1075, 1076, 1077, 1078, 1079, 1080, 1081, 1082, 1083, 1084, 1085, 1086, 1087, 1088, 1089, 1090, 1091, 1092, 1093, 1094, 1095, 1096, 1097, 1098, 1099, 1100, 1101, 1154, 1155, 1156, 1157, 1158, 1159, 1160, 1161, 1162, 1163, 1164, 1165, 1166, 1167, 1168, 1169, 1170, 1171, 1172, 1173, 1174, 1175, 1176, 1177, 1178, 1179, 1180, 1181, 1182, 1216, 1217, 1218, 1219, 1220, 1221, 1222, 1223, 1224, 1225, 1226, 1227, 1228, 1229, 1230, 1231, 1232, 1233, 1234, 1235, 1236, 1237, 1238, 1239, 1240, 1241, 1242, 1243, 1244, 1257, 1258, 1259, 1260, 1261, 1262, 1263, 1264, 1265, 1266, 1267, 1268, 1269, 1270, 1271, 1272, 1273, 1274, 1275, 1276, 1277, 1278, 1279, 1280, 1281, 1282, 1283, 1284, 1285, 1382, 1383, 1384, 1385, 1386, 1387, 1388, 1389, 1390, 1391, 1392, 1393, 1394, 1395, 1396, 1397, 1398, 1399, 1400, 1401, 1402, 1403, 1404, 1405, 1406, 1407, 1408, 1409, 1410, 1500, 1501, 1502, 1503, 1504, 1505, 1506, 1507, 1508, 1509, 1510, 1511, 1512, 1513, 1514, 1515, 1516, 1517, 1518, 1519, 1520, 1521, 1522, 1523, 1524, 1525, 1526, 1527, 1528, 1554, 1555, 1556, 1557, 1558, 1559, 1560, 1561, 1562, 1563, 1564, 1565, 1566, 1567, 1568, 1569, 1570, 1571, 1572, 1573, 1574, 1575, 1576, 1577, 1578, 1579, 1580, 1581, 1582, 1653, 1654, 1655, 1656, 1657, 1658, 1659, 1660, 1661, 1662, 1663, 1664, 1665, 1666, 1667, 1668, 1669, 1670, 1671, 1672, 1673, 1674, 1675, 1676, 1677, 1678, 1679, 1680, 1681, 1683, 1684, 1685, 1686, 1687, 1688, 1689, 1690, 1691, 1692, 1693, 1694, 1695, 1696, 1697, 1698, 1699, 1700, 1701, 1702, 1703, 1704, 1705, 1706, 1707, 1708, 1709, 1710, 1711, 1716, 1717, 1718, 1719, 1720, 1721, 1722, 1723, 1724, 1725, 1726, 1727, 1728, 1729, 1730, 1731, 1732, 1733, 1734, 1735, 1736, 1737, 1738, 1739, 1740, 1741, 1742, 1743, 1744, 1790, 1791, 1792, 1793, 1794, 1795, 1796, 1797, 1798, 1799, 1800, 1801, 1802, 1803, 1804, 1805, 1806, 1807, 1808, 1809, 1810, 1811, 1812, 1813, 1814, 1815, 1816, 1817, 1818, 1866, 1867, 1868, 1869, 1870, 1871, 1872, 1873, 1874, 1875, 1876, 1877, 1878, 1879, 1880, 1881, 1882, 1883, 1884, 1885, 1886, 1887, 1888, 1889, 1890, 1891, 1892, 1893, 1894, 1911, 1912, 1913, 1914, 1915, 1916, 1917, 1918, 1919, 1920, 1921, 1922, 1923, 1924, 1925, 1926, 1927, 1928, 1929, 1930, 1931, 1932, 1933, 1934, 1935, 1936, 1937, 1938, 1939]"
20240617,충남교육청 도내 4개 대학과 늘봄학교 지원 업무협약 체결,아시아투데이,교육활동지원,0.5426875543814522,0.8937902987003326,0.16666666666666666,0.45057144967106383,7,"[877, 878, 879, 880, 881, 1373, 1374]"
20240610,경기도교육청 교육지원청 학생 맞춤 통합지원 강화,아시아투데이,교육활동지원,0.5302851925434013,0.8890214920043945,0.08333333333333333,0.49892198580547814,9,"[105, 106, 107, 108, 109, 110, 111, 112, 113]"
20240610,장흥군 의료급여 담당자 역량강화 교육 실시,아시아투데이,학생복지/교육격차해소,0.5302851925434013,0.8890214920043945,0.08333333333333333,0.49892198580547814,9,"[573, 574, 575, 576, 577, 578, 579, 580, 581]"
20240610,전북교육청 IB 관심학교 18개교 추가 선정,아시아투데이,교육활동지원,0.5302851925434013,0.8890214920043945,0.08333333333333333,0.49892198580547814,9,"[617, 618, 619, 620, 621, 622, 623, 624, 625]"
20240610,전북교육청 초 중학교 중기 학생배치계획 수립 착수,아시아투데이,교육활동지원,0.5302851925434013,0.8890214920043945,0.08333333333333333,0.49892198580547814,9,"[342, 343, 344, 345, 346, 347, 348, 349, 350]"
20240610,경희대 국제캠퍼스 장애학생지원센터 운영지원 사업 선정 학습권 접근성 강화,아시아투데이,학생복지/교육격차해소,0.5302851925434013,0.8890214920043945,0.08333333333333333,0.49892198580547814,9,"[1288, 1289, 1290, 1291, 1292, 1293, 1294, 1295, 1296]"
20240610,김포시 연세대 교육협력 위해 맞손 협약 체결,아시아투데이,선택적교육활동,0.5302851925434013,0.8890214920043945,0.08333333333333333,0.49892198580547814,9,"[1039, 1040, 1041, 1042, 1043, 1044, 1045, 1046, 1047]"
