일자,제목,언론사,대분류,impact_score,c_score,media_diversity,frequency_score,similar_news_count,similar_indices
20230511,확진자 7일 격리 의무는 5일 권고로 정부 사실상 코로나19 엔데믹 선언,아시아투데이,학생복지/교육격차해소,0.6781408569377726,0.9043534278869628,0.4166666666666667,0.6379982859432913,18,"[743, 744, 745, 746, 747, 748, 897, 898, 1235, 1236, 1237, 1543, 1544, 1545, 1546, 1966, 1967, 1968]"
20230509,서울형 전임교사 어린이집 104곳 늘린다,세계일보,선택적교육활동,0.6310158695196324,0.7782053220272065,0.4166666666666667,0.649112469029166,19,"[274, 275, 281, 282, 283, 284, 285, 286, 287, 288, 289, 545, 546, 630, 631, 1382, 1383, 1384, 1385]"
20230515,유보통합 본격 추진 9개 선도교육청 선정,경향신문,교육활동지원,0.6171323903477973,0.7699074614048005,0.4166666666666667,0.613898019286257,16,"[523, 524, 525, 1519, 1520, 1587, 1588, 1810, 1811, 1812, 1813, 1814, 2001, 2002, 2003, 2004]"
20230508,코로나19 격리 축소 이달 중 시행,세계일보,학생복지/교육격차해소,0.5956721116586299,0.7869999992847443,0.4166666666666667,0.5195737064824407,10,"[103, 220, 470, 511, 512, 953, 954, 1484, 1485, 1776]"
20230529,무분별한 아동학대 신고로 고통 교사 아동학대 면책 필요할까,세계일보,인적자원운용,0.5825741829830056,0.7041123151779175,0.3333333333333333,0.6697641897061287,21,"[238, 239, 240, 241, 342, 343, 344, 370, 371, 372, 373, 1154, 1155, 1156, 1198, 1199, 1200, 1201, 1202, 1470, 1471]"
20230506,질병청 국내도 코로나19 위기단계 하향 신속히 확정,동아일보,학생복지/교육격차해소,0.5820187843626133,0.8888184666633605,0.3333333333333333,0.4216379923242304,6,"[491, 1460, 1461, 1462, 1483, 1530]"
20230511,대통령 코로나 엔데믹 선언 내달 1일 격리의무 동네의원 마스크 해제,서울신문,학생복지/교육격차해소,0.578655850128538,0.7806409108638764,0.25,0.6379982859432913,18,"[234, 235, 236, 237, 451, 452, 453, 454, 563, 897, 898, 1508, 1509, 1947, 1948, 1966, 1967, 1968]"
20230511,6월부터 코로나 단계 심각 에서 경계 로,내일신문,학생복지/교육격차해소,0.5781229315341849,0.8836158394813537,0.25,0.49892198580547814,9,"[290, 375, 376, 377, 378, 379, 1235, 1236, 1237]"
20230511,교사 87 1년간 이직 사직 고민,내일신문,인적자원운용,0.5701775846148629,0.8836158394813537,0.16666666666666666,0.5557708294077383,12,"[269, 270, 271, 272, 273, 1531, 1532, 1533, 1534, 1535, 1536, 1537]"
20230516,행안부 6년 만에 공습 대비 민방위훈련 재개,아시아투데이,교육활동지원,0.567322159455147,0.7394340419769287,0.3333333333333333,0.5718284755479183,13,"[104, 294, 442, 443, 444, 445, 446, 447, 448, 449, 450, 1268, 1269]"
