일자,제목,언론사,대분류,impact_score,c_score,media_diversity,frequency_score,similar_news_count,similar_indices
20241219,대입 내비게이션 의과대학은 결격 판단용 적성 인성 면접,중앙일보,기본적교육활동,0.552295388123911,0.7689041185379029,0.16666666666666666,0.649112469029166,19,"[219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 955, 956, 957, 958, 959, 960, 961, 962, 963]"
20241219,대입 내비게이션 전공 자율선택제 도입 미래 융합형 인재 양성,중앙일보,기본적교육활동,0.5335949833521187,0.7689041185379029,0.16666666666666666,0.5867777864565255,14,"[119, 120, 121, 122, 267, 268, 269, 270, 271, 272, 273, 274, 275, 276]"
20241219,대입 내비게이션 전공자율선택 통합모집단위 신설해 모집,중앙일보,교육활동지원,0.5190898225117946,0.7689041185379029,0.16666666666666666,0.5384272503221113,11,"[83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 850]"
20241204,속보 교육부 비상계엄에 모든 업무 학사일정 정상운영,경향신문,교육활동지원,0.5096892078703038,0.7704945254325868,0.25,0.4216379923242304,6,"[244, 245, 324, 325, 560, 654]"
20241224,단독 교육부 대학 교내 장학금 10 감축해도 국가장학금 지원 허용,세계일보,학생복지/교육격차해소,0.5074273691397531,0.7431398355960847,0.25,0.45057144967106383,7,"[296, 329, 336, 337, 338, 879, 880]"
20241216,제주특별자치도교육청 탐라교육원 AI 디지털교과서 적용 교원 맞춤형 연수 성료,서울신문,인적자원운용,0.49086989005261583,0.7859462308883668,0.16666666666666666,0.4216379923242304,6,"[563, 564, 565, 566, 669, 670]"
20241226,국민의 기업 과학 수학 정보 융합 교육 저변 확대하고 학생 교원 맞춤형 성장 지원도,중앙일보,선택적교육활동,0.49032740433865707,0.7845900166034699,0.16666666666666666,0.4216379923242304,6,"[213, 214, 353, 354, 355, 356]"
20241219,대입 내비게이션 공학계열 120명 인문사회계열 30명 선발 계열 내 희망학부 인원 제한 없이 선택 가능,중앙일보,교육활동지원,0.4884337593598934,0.7689041185379029,0.08333333333333333,0.5195737064824407,10,"[724, 725, 726, 727, 728, 729, 730, 731, 732, 733]"
20241219,대입 내비게이션 가 나 다군 모두 선발 군별 복수지원 가능 수능일반전형 수능 80 학생부 20 반영,중앙일보,교육활동지원,0.4884337593598934,0.7689041185379029,0.08333333333333333,0.5195737064824407,10,"[484, 485, 486, 487, 488, 489, 490, 491, 492, 493]"
20241219,대입 내비게이션 학생 기회 확대 가 나 다군 모두 선발 창의ICT 전공개방 모집,중앙일보,교육활동지원,0.4884337593598934,0.7689041185379029,0.08333333333333333,0.5195737064824407,10,"[625, 626, 627, 628, 629, 630, 631, 632, 633, 634]"
