일자,제목,언론사,대분류,impact_score,c_score,media_diversity,frequency_score,similar_news_count,similar_indices
20230410,유치원 시작시간 9시 8시 시범사업 3 5세 유아 학비 지원 늘린다,한국일보,학교일반운영,0.6993995582605647,0.8052839028835297,0.5,0.757619990357176,32,"[101, 102, 103, 113, 114, 176, 247, 292, 293, 432, 433, 434, 435, 436, 873, 874, 875, 876, 877, 878, 879, 880, 881, 882, 883, 1431, 1432, 1433, 1434, 1435, 1436, 1437]"
20230426,서울대 고대 등 주요 21개 현 고2부터 정시 학폭 반영,아시아투데이,교육활동지원,0.6260290988362617,0.7921492326259614,0.4166666666666667,0.613898019286257,16,"[1003, 1004, 1005, 1101, 1102, 1103, 1104, 1105, 1106, 1107, 1108, 1109, 1521, 1823, 1824, 2311]"
20230412,포토 한덕수 학교폭력 가해학생에 책임 반드시 지운다,아시아투데이,교육활동지원,0.6174865820297686,0.8817392408847808,0.08333333333333333,0.799302952252854,39,"[1899, 1900, 1901, 1902, 1903, 1904, 1905, 1906, 1907, 1908, 1909, 1910, 1911, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2266, 2267, 2268, 2269, 2270, 2271, 2272, 2273, 2274, 2275, 2276, 2277, 2278]"
20230412,학폭 기록 4년 연장 정시 반영 등 학폭 근절 종합대책 발표,아시아투데이,교육활동지원,0.6174865820297686,0.8817392408847808,0.08333333333333333,0.799302952252854,39,"[464, 465, 466, 467, 468, 469, 470, 471, 472, 473, 474, 475, 476, 1165, 1166, 1167, 1168, 1169, 1170, 1171, 1172, 1173, 1174, 1175, 1176, 1177, 1668, 1669, 1670, 1671, 1672, 1673, 1674, 1675, 1676, 1677, 1678, 1679, 1680]"
20230410,학교체육활성화 통해 인성 강화 학폭 사교육비 경감 기대,아시아투데이,기본적교육활동,0.6138257969296759,0.886640977859497,0.25,0.613898019286257,16,"[177, 178, 179, 308, 309, 504, 505, 506, 507, 508, 509, 510, 511, 512, 513, 514]"
20230427,다문화가족 112만명 시대 정부 맞춤형 지원 나선다,아시아투데이,학생복지/교육격차해소,0.602859145013172,0.7967243480682373,0.3333333333333333,0.613898019286257,16,"[303, 304, 640, 641, 642, 643, 644, 645, 646, 647, 648, 649, 967, 968, 969, 1380]"
20230406,경기도교육청 인성 인재 미래 담아 학교체육 활성화,국민일보,기본적교육활동,0.5711346683169504,0.8860085487365722,0.16666666666666666,0.5557708294077383,12,"[3, 4, 5, 6, 63, 64, 65, 66, 67, 68, 69, 70]"
20230417,세종교육청 특수교육 발전 미래 모델 제시 5개년 계획 마련,아시아투데이,교육활동지원,0.5608331519647212,0.8874026000499725,0.16666666666666666,0.5195737064824407,10,"[263, 264, 265, 266, 267, 268, 269, 270, 910, 911]"
20230412,한총리 학폭 엄정 대응 가해학생 학생부 대학입학 반영 강화,아시아투데이,교육활동지원,0.5492442390182879,0.8817392408847808,0.08333333333333333,0.5718284755479183,13,"[345, 346, 347, 348, 349, 350, 351, 352, 353, 354, 355, 356, 357]"
20230412,전북 황사 위기경보 주의 발령 미세먼지는 경보,아시아투데이,학생복지/교육격차해소,0.5492442390182879,0.8817392408847808,0.08333333333333333,0.5718284755479183,13,"[2146, 2147, 2148, 2149, 2150, 2151, 2152, 2153, 2154, 2155, 2156, 2157, 2158]"
