일자,제목,언론사,대분류,impact_score,c_score,media_diversity,frequency_score,similar_news_count,similar_indices
20221012,3 뺀 모든 학생 새학년 2개월내 학력 측정 받는다,국민일보,교육활동지원,0.7707685912205882,0.7609314846992493,0.75,0.8046533244696281,40,"[58, 59, 60, 61, 122, 148, 295, 296, 301, 302, 303, 321, 329, 330, 331, 332, 352, 353, 354, 355, 368, 381, 382, 383, 384, 385, 386, 438, 439, 675, 676, 913, 914, 915, 1196, 1197, 1198, 1199, 1200, 1201]"
20221013,학점은행제 학습자에 학자금 대출,내일신문,학생복지/교육격차해소,0.6539744683960345,0.8935648143291473,0.4166666666666667,0.5718284755479183,13,"[273, 316, 317, 318, 319, 514, 515, 608, 609, 610, 611, 612, 834]"
20221005,2022 국감 질병청 실내마스크 의무 겨울 유행 후 단계적 완화 논의,아시아투데이,학생복지/교육격차해소,0.5619129903444589,0.7771991360187531,0.25,0.5867777864565255,14,"[172, 173, 395, 396, 397, 398, 399, 400, 401, 402, 403, 404, 850, 851]"
20221031,포토 코로나 19 정례 브리핑하는 정기석 단장,아시아투데이,학생복지/교육격차해소,0.5531202459467591,0.7787863957881929,0.08333333333333333,0.7220189587716063,27,"[88, 89, 90, 91, 92, 93, 94, 95, 96, 203, 204, 205, 206, 207, 208, 209, 210, 211, 357, 358, 359, 360, 361, 362, 363, 364, 365]"
20221005,내년 공립 중 고교 교과교사 4898명 신규 선발,아시아투데이,인적자원운용,0.5276109032298227,0.7771991360187531,0.16666666666666666,0.5557708294077383,12,"[807, 808, 809, 810, 811, 812, 813, 814, 815, 816, 1066, 1067]"
20221013,등록금 전액 지급해도 지방대 모집난 가중,내일신문,학생복지/교육격차해소,0.5238969558611859,0.8935648143291473,0.16666666666666666,0.38823676709842325,5,"[678, 822, 823, 824, 825]"
20221007,운동회 수학여행도 밀집 땐 마스크 중대본 학교 방역지도 강화,국민일보,학생복지/교육격차해소,0.4950763953512304,0.733962494134903,0.25,0.4216379923242304,6,"[1, 25, 591, 592, 593, 594]"
20221005,경남교육청 학교로 찾아가는 메타버스 활용 교육,아시아투데이,교육활동지원,0.4917517663522335,0.7771991360187531,0.08333333333333333,0.5195737064824407,10,"[852, 853, 854, 855, 856, 857, 858, 859, 860, 861]"
20221005,경기도교육청 새로운 경기 미래 교육 이끈다,아시아투데이,교육활동지원,0.4917517663522335,0.7771991360187531,0.08333333333333333,0.5195737064824407,10,"[276, 277, 278, 279, 280, 281, 282, 283, 284, 285]"
20221005,KT 광폭의 사회공헌 활동을 펼쳐,아시아투데이,학생복지/교육격차해소,0.4917517663522335,0.7771991360187531,0.08333333333333333,0.5195737064824407,10,"[1033, 1034, 1035, 1036, 1037, 1038, 1039, 1040, 1041, 1042]"
