일자,제목,언론사,대분류,impact_score,c_score,media_diversity,frequency_score,similar_news_count,similar_indices
20240404,누구나 참여할 수 있는 늘봄학교 양질의 교육 돌봄을 안전하게,동아일보,선택적교육활동,0.6602184145015544,0.7970473217964174,0.5,0.6379982859432913,18,"[11, 12, 13, 14, 24, 97, 98, 139, 140, 141, 142, 156, 157, 158, 306, 307, 460, 461]"
20240404,늘봄학교 이달 중 3000개로 확대 전체 초등학교의 48,국민일보,선택적교육활동,0.5452428903247019,0.6337791037559509,0.4166666666666667,0.5557708294077383,12,"[178, 179, 207, 208, 293, 294, 295, 296, 306, 307, 511, 512]"
20240422,서울시립대 내년 2월까지 444명 대학생 멘토 파견,아시아투데이,선택적교육활동,0.5236704091693063,0.7673479008674622,0.16666666666666666,0.5557708294077383,12,"[107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 152, 153]"
20240422,IB교육 산실 대구시 지역대학 손잡고 IB전문가 키운다,서울신문,선택적교육활동,0.5226151746645917,0.8903603613376617,0.16666666666666666,0.38823676709842325,5,"[659, 660, 661, 985, 986]"
20240401,유치원 학부모 월 17만원 추가로 낸다 자녀 돌봄은 어머니 몫,서울신문,학교일반운영,0.519713313194409,0.6922138571739197,0.3333333333333333,0.4760925677494707,8,"[397, 398, 497, 630, 705, 706, 707, 948]"
20240402,병원 어려움 심각 서울대병원 결국 비상경영 선포,서울신문,학생복지/교육격차해소,0.5147785617974863,0.900397777557373,0.16666666666666666,0.34873150258179014,4,"[447, 448, 449, 1210]"
20240423,전북교육청 주의력결핍 과잉행동장애 ADHD 치료비 지원,아시아투데이,학생복지/교육격차해소,0.5130118719064147,0.8004602539539338,0.16666666666666666,0.4760925677494707,8,"[542, 543, 791, 792, 793, 794, 795, 796]"
20240407,탄소나노협회 전문인력 양성 나선다 전액 국비 지원,세계일보,선택적교육활동,0.5081583674734227,0.7666674244403839,0.25,0.4216379923242304,6,"[185, 186, 230, 231, 897, 898]"
20240415,오영주 늘봄학교 일일교사로 변신 기업가정신 수업 진행,아시아투데이,선택적교육활동,0.49576430104267827,0.7105903148651123,0.16666666666666666,0.5384272503221113,11,"[1009, 1010, 1011, 1012, 1013, 1014, 1015, 1016, 1017, 1073, 1074]"
20240422,광양 출신 대학생 등록금 내년부터 최대 100 지원 추진,아시아투데이,학생복지/교육격차해소,0.4878112722917171,0.7673479008674622,0.08333333333333333,0.5195737064824407,10,"[1032, 1033, 1034, 1035, 1036, 1037, 1038, 1039, 1040, 1041]"
