일자,제목,언론사,대분류,impact_score,c_score,media_diversity,frequency_score,similar_news_count,similar_indices
20241030,여교사 성추행하고 스토킹까지 중학교 교장 법정구속,국민일보,인적자원운용,0.5416210355425973,0.6247244668006897,0.4166666666666667,0.5557708294077383,12,"[52, 53, 537, 538, 539, 593, 594, 655, 656, 657, 692, 693]"
20241024,국민대학교 글로벌 창업벤처대학원 창업가 트랙 신설 운영 시작,세계일보,선택적교육활동,0.5314205821340672,0.7623229610919953,0.3333333333333333,0.4216379923242304,6,"[323, 324, 325, 423, 468, 572]"
20241030,과학 인재 양성 위한 상상이상 사이언스 운영,국민일보,기본적교육활동,0.5057618986650081,0.6247244668006897,0.3333333333333333,0.5195737064824407,10,"[10, 11, 12, 23, 24, 327, 328, 329, 330, 575]"
20241021,서경대학교 대학일자리플러스본부 자기탐색 진로설정 프로그램 성황리에 종료,중앙일보,선택적교육활동,0.48028948607879596,0.6860434353351593,0.16666666666666666,0.5195737064824407,10,"[158, 159, 210, 211, 212, 564, 565, 566, 567, 568]"
20241003,교권 침해 논란 교원평가 개편 학부모 만족도 조사 서술형 문항 폐지,경향신문,교육활동지원,0.4762684951286987,0.8871365249156952,0.16666666666666666,0.23804628387473534,2,"[214, 450]"
20241014,전남도 다문화가정 산모 신생아 지원 강화,서울신문,학생복지/교육격차해소,0.4673236510423288,0.7817605006694794,0.16666666666666666,0.34873150258179014,4,"[148, 443, 444, 445]"
20241030,10년간 학교에 쌓인 학생인건비 6000억원 내년부터 학생에게 돌려준다,한국일보,학교재무활동,0.46229860040222265,0.7691978740692139,0.16666666666666666,0.34873150258179014,4,"[138, 388, 389, 390]"
20241018,서울시립대 대학일자리플러스센터 교원 대상 진로 취업 지도역량 강화 교육 운영,중앙일보,선택적교육활동,0.45624147527890885,0.7903179633617402,0.16666666666666666,0.3003809664473759,3,"[0, 1, 3]"
20241004,서울대발 휴학 도미노 막아라 교육부 전국 의대 총장 회의,세계일보,학교일반운영,0.4548523143664349,0.7209532105922699,0.16666666666666666,0.38823676709842325,5,"[618, 619, 683, 684, 685]"
20241027,서울시립대 교육대학원 디지털교육 IR 전공 신설,내일신문,기본적교육활동,0.4539320219343297,0.6936015605926513,0.16666666666666666,0.4216379923242304,6,"[296, 491, 492, 493, 494, 495]"
