파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
경상북도교육청_공립_고등_결산_세입_2022.csv,232242837509,4258552551,22269601514,0,1837320574,26524359306,고등
경상북도교육청_공립_고등_결산_세입_2023.csv,263972349760,4527187075,22752550439,0,2591261408,18042529406,고등
경상북도교육청_공립_고등_결산_세입_2024.csv,246544801442,5442882905,29130392250,0,3215772151,23085036797,고등
경상북도교육청_공립_중등_결산_세입_2022.csv,227276133678,3524548552,9163381621,0,799780460,10626807754,중등
경상북도교육청_공립_중등_결산_세입_2023.csv,238301450740,2829816800,9553695901,0,1294364955,5745119754,중등
경상북도교육청_공립_중등_결산_세입_2024.csv,228811245790,3318914581,12395766221,0,2119419877,7930643228,중등
경상북도교육청_공립_초등_결산_세입_2023.csv,703682700738,6468410500,32872728686,0,3719266861,16637239746,초등
경상북도교육청_공립_초등_결산_세입_2022.csv,661007773551,6080737191,30872405858,0,2008331136,24590703709,초등
경상북도교육청_공립_초등_결산_세입_2024.csv,692930526080,9033429332,35061594470,0,6269286048,18709446341,초등
고등_합계,742759988711,14228622531,74152544203,0,7644354133,67651925509,고등
중등_합계,694388830208,9673279933,31112843743,0,4213565292,24302570736,중등
초등_합계,2057621000369,21582577023,98806729014,0,11996884045,59937389796,초등
2022_합계,1120526744738,13863838294,62305388993,0,4645432170,61741870769,전체
2023_합계,1205956501238,13825414375,65178975026,0,7604893224,40424888906,전체
2024_합계,1168286573312,17795226818,76587752941,0,11604478076,49725126366,전체
