파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
강원특별자치도교육청_고등_예산_세입_2022.csv,160076260700,5558822150,37167157444,0,945681329,2061337669,고등
강원특별자치도교육청_고등_예산_세입_2023.csv,175848332000,6809030000,40525701000,0,5340182000,1158827000,고등
강원특별자치도교육청_고등_예산_세입_2024.csv,185920236000,5789857000,39333108000,0,1833948000,859367000,고등
강원특별자치도교육청_초등_예산_세입_2022.csv,131463971000,1010201000,27227430000,0,1680987000,2126990000,초등
강원특별자치도교육청_초등_예산_세입_2023.csv,161214773000,1138695000,29184538000,0,1834804000,1780953000,초등
강원특별자치도교육청_중등_예산_세입_2024.csv,114282133000,260793000,6937666000,0,608312000,659695000,중등
강원특별자치도교육청_초등_예산_세입_2024.csv,175249328000,2168113000,28747135000,0,2287814000,1666597000,초등
강원특별자치도교육청_중등_예산_세입_2022.csv,92437130000,216200000,5900806000,0,286846000,891491000,중등
강원특별자치도교육청_중등_예산_세입_2023.csv,107707063000,226968000,6337024000,0,432262000,553291000,중등
고등_합계,521844828700,18157709150,117025966444,0,8119811329,4079531669,고등
초등_합계,467928072000,4317009000,85159103000,0,5803605000,5574540000,초등
중등_합계,314426326000,703961000,19175496000,0,1327420000,2104477000,중등
2022_합계,383977361700,6785223150,70295393444,0,2913514329,5079818669,전체
2023_합계,444770168000,8174693000,76047263000,0,7607248000,3493071000,전체
2024_합계,475451697000,8218763000,75017909000,0,4730074000,3185659000,전체
