정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,46230860
,교직원보수,0
,기타 교직원 보수,40500700
,교직원 복지 및 역량강화,5730160
학생복지/교육격차 해소,학생복지/교육격차 해소,302672570
,급식 관리,215771120
,기숙사 관리,0
,보건관리,26824510
,교육격차 해소,1600000
,학생복지,58476940
기본적 교육활동,기본적 교육활동,123972940
,교과 활동,96949400
,창의적 체험활동,27023540
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,179835870
,방과후학교 운영,166051870
,직업교육,0
,국제교육,0
,독서활동,9317800
,교기육성,0
,기타 선택적 교육활동,4466200
교육활동 지원,교육활동 지원,122062610
,교무업무 운영,50429620
,생활지도 운영,11246000
,연구학교 운영,35955340
,학습지원실 운영,13506530
,교육여건 개선,10925120
학교 일반운영,학교 일반운영,148548820
,학교기관운영,28153120
,시설 장비 유지,119195900
,학교운영 협력,1199800
학교시설 확충,학교시설 확충,50635250
,시설확충 및 개선,50635250
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,973958920
