정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,46053990
,교직원보수,0
,기타 교직원 보수,25276740
,교직원 복지 및 역량강화,20777250
학생복지/교육격차 해소,학생복지/교육격차 해소,663366030
,급식 관리,524412140
,기숙사 관리,0
,보건관리,86861070
,교육격차 해소,8540300
,학생복지,43552520
기본적 교육활동,기본적 교육활동,308842600
,교과 활동,276818940
,창의적 체험활동,32023660
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,519348080
,방과후학교 운영,365783300
,직업교육,0
,국제교육,0
,독서활동,16726770
,교기육성,124816950
,기타 선택적 교육활동,12021060
교육활동 지원,교육활동 지원,142065720
,교무업무 운영,51704910
,생활지도 운영,14190240
,연구학교 운영,15996660
,학습지원실 운영,0
,교육여건 개선,60173910
학교 일반운영,학교 일반운영,267246830
,학교기관운영,112122040
,시설 장비 유지,153746320
,학교운영 협력,1378470
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,1152000
,반환금,1152000
,예비비,0
세출합계,세출합계,1948075250
