정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,24476130
,교직원보수,0
,기타 교직원 보수,10765740
,교직원 복지 및 역량강화,13710390
학생복지/교육격차 해소,학생복지/교육격차 해소,306026020
,급식 관리,254094800
,기숙사 관리,0
,보건관리,26661080
,교육격차 해소,10343400
,학생복지,14926740
기본적 교육활동,기본적 교육활동,224214960
,교과 활동,187520650
,창의적 체험활동,36694310
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,357622380
,방과후학교 운영,290671460
,직업교육,0
,국제교육,0
,독서활동,66950920
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,161963120
,교무업무 운영,58521850
,생활지도 운영,14845860
,연구학교 운영,0
,학습지원실 운영,7251530
,교육여건 개선,81343880
학교 일반운영,학교 일반운영,198770920
,학교기관운영,46782860
,시설 장비 유지,151212780
,학교운영 협력,775280
학교시설 확충,학교시설 확충,245871360
,시설확충 및 개선,245871360
학교 재무활동,학교 재무활동,7880
,반환금,7880
,예비비,0
세출합계,세출합계,1518952770
