정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,30731000
,교직원보수,0
,기타 교직원 보수,26040000
,교직원 복지 및 역량강화,4691000
학생복지/교육격차 해소,학생복지/교육격차 해소,626264000
,급식 관리,543478000
,기숙사 관리,0
,보건관리,36955000
,교육격차 해소,0
,학생복지,45831000
기본적 교육활동,기본적 교육활동,229230000
,교과 활동,164285000
,창의적 체험활동,64945000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,361336000
,방과후학교 운영,300656000
,직업교육,0
,국제교육,0
,독서활동,13900000
,교기육성,46780000
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,64252000
,교무업무 운영,54352000
,생활지도 운영,4300000
,연구학교 운영,0
,학습지원실 운영,500000
,교육여건 개선,5100000
학교 일반운영,학교 일반운영,261452000
,학교기관운영,116223000
,시설 장비 유지,142159000
,학교운영 협력,3070000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,2000000
,반환금,0
,예비비,2000000
세출합계,세출합계,1575265000
