SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
중,공립,3,경상북도 경산시,3.0,경상북도경산교육지원청,경상북도교육청,R100000147,41252000,N,0,미지정,결산세출,391991260,88104039,487664640,45726895,375672590,S150001019,8365180,15306134.1,R100000001,16,N,경북체육중학교,
중,공립,3,경상북도 경산시,3.0,경상북도경산교육지원청,경상북도교육청,R100000147,19248000,N,56395000,복식부기,결산세출,477846160,330640220,190253450,542130000,1162680546,S150001021,50343300,3752701.2,R100000001,16,N,경산중학교,
중,공립,3,경상북도 경산시,3.0,경상북도경산교육지원청,경상북도교육청,R100000147,11755000,N,0,복식부기,결산세출,137243470,70495680,20382970,70195670,172157020,S150001024,14213160,12411074.3,R100000001,16,N,용성중학교,
중,공립,3,경상북도 경산시,3.0,경상북도경산교육지원청,경상북도교육청,R100000147,2469170,N,10762000,복식부기,결산세출,65988400,30295840,29634200,168025210,56178830,S150001026,11498095,11025051.3,R100000001,16,N,자인중학교,
중,공립,3,경상북도 경산시,3.0,경상북도경산교육지원청,경상북도교육청,R100000147,15444000,N,37363320,복식부기,결산세출,363425960,364162972,100301701,647317100,1111028430,S150001027,40097540,3534486.8,R100000001,16,N,장산중학교,
중,공립,3,경상북도 경주시,3.0,경상북도경주교육지원청,경상북도교육청,R100000168,69121630,N,0,미지정,결산세출,24860770,56797280,34434790,132772440,52380460,S150001122,7125000,8579372.0,R100000001,16,N,감포중학교,
중,공립,3,경상북도 경주시,3.0,경상북도경주교육지원청,경상북도교육청,R100000168,9228000,N,0,미지정,결산세출,423230950,367986430,163032600,403131480,789646815,S150001123,48758670,4632384.3,R100000001,16,N,경주여자중학교,
중,공립,3,경상북도 경주시,3.0,경상북도경주교육지원청,경상북도교육청,R100000168,11469580,N,0,미지정,결산세출,394195640,207332050,165561820,519350700,848934970,S150001125,37599700,4113831.4,R100000001,16,N,계림중학교,
중,공립,3,경상북도 경주시,3.0,경상북도경주교육지원청,경상북도교육청,R100000168,4733000,N,0,복식부기,결산세출,225978590,118428810,22571840,106851010,406104210,S150001130,14124660,5349953.1,R100000001,16,N,불국중학교,
,공립,3,경상북도 경주시,,경상북도경주교육지원청,경상북도교육청,R100000168,114528000,N,0,미지정,결산세출,81197390,59486120,21867490,22270940,18691500,S150001131,5040000,53846906.7,R100000001,16,N,산내중학교,
중,공립,3,경상북도 경주시,3.0,경상북도경주교육지원청,경상북도교육청,R100000168,76789000,N,506404880,복식부기,결산세출,385750000,208142464,331579480,480606936,924221111,S150001132,41412800,5993725.5,R100000001,16,N,서라벌여자중학교,
중,공립,3,경상북도 경주시,3.0,경상북도경주교육지원청,경상북도교육청,R100000168,47569190,N,0,미지정,결산세출,301958600,221595753,197884210,323970350,918475750,S150001134,41616940,4424721.5,R100000001,16,N,신라중학교,
중,공립,3,경상북도 경주시,3.0,경상북도경주교육지원청,경상북도교육청,R100000168,46969000,N,80275080,미지정,결산세출,163485920,39292860,26792180,116572050,70278660,S150001135,13107980,16375697.9,R100000001,16,N,아화중학교,
중,공립,3,경상북도 경주시,3.0,경상북도경주교육지원청,경상북도교육청,R100000168,17028210,N,82890670,미지정,결산세출,192972740,636277600,136255381,378568880,667005640,S150001137,23380000,8503502.5,R100000001,16,N,안강중학교,
중,공립,3,경상북도 경주시,3.0,경상북도경주교육지원청,경상북도교육청,R100000168,28170830,N,31938880,미지정,결산세출,121293510,160007520,42950360,105686490,471141850,S150001138,15405910,11766209.0,R100000001,16,N,양남중학교,
중,공립,3,경상북도 경주시,3.0,경상북도경주교육지원청,경상북도교육청,R100000168,21870531,N,0,미지정,결산세출,200349830,59412880,46202729,89407362,73364698,S150001139,10299590,13181779.5,R100000001,16,N,양북중학교,
중,공립,3,경상북도 경주시,3.0,경상북도경주교육지원청,경상북도교육청,R100000168,18238660,N,0,미지정,결산세출,261534262,182726240,84707680,254143050,561418350,S150001140,25250000,4536007.3,R100000001,16,N,외동중학교,
중,공립,3,경상북도 고령군,3.0,경상북도고령교육지원청,경상북도교육청,R100000194,13052540,N,0,미지정,결산세출,382356420,115737140,107114970,317120220,532551960,S150001328,42901320,5833338.1,R100000001,16,N,고령중학교,
중,공립,3,경상북도 고령군,3.0,경상북도고령교육지원청,경상북도교육청,R100000194,0,Y,0,미지정,,0,0,0,0,0,S150001329,0,,R100000001,16,Y,고령중학교개진분교장,본교에서 예·결산을 통합 운영하므로 본교에서 통합 공시하여 제외함.
중,공립,3,경상북도 고령군,3.0,경상북도고령교육지원청,경상북도교육청,R100000194,5210920,N,141277210,복식부기,결산세출,204764246,63920280,40625430,152729124,67062050,S150001331,12608780,27527921.6,R100000001,16,N,성산중학교,
중,공립,3,경상북도 고령군,3.0,경상북도고령교육지원청,경상북도교육청,R100000194,0,N,0,복식부기,결산세출,202961360,366045790,94597330,127900640,64463810,S150001332,12088000,24801626.6,R100000001,16,N,쌍림중학교,
중,공립,3,경상북도 고령군,3.0,경상북도고령교육지원청,경상북도교육청,R100000194,4065720,N,76300880,복식부기,결산세출,118075530,97225264,15437650,24938645,38797762,S150001333,11699000,96635112.8,R100000001,16,N,우곡중학교,
,공립,3,경상북도 구미시,,경상북도구미교육지원청,경상북도교육청,R100000213,74498000,N,72028900,미지정,결산세출,329750375,127476530,121723907,322422354,650596590,S150001393,26127120,4913458.1,R100000001,16,N,구미신평중학교,
중,공립,3,경상북도 구미시,3.0,경상북도구미교육지원청,경상북도교육청,R100000213,25738000,N,58775000,복식부기,결산세출,301401780,202979410,33834630,377312580,621180480,S150001394,40858080,4629749.2,R100000001,16,N,구미여자중학교,
,공립,3,경상북도 구미시,,경상북도구미교육지원청,경상북도교육청,R100000213,7135000,N,0,복식부기,결산세출,295695670,141036230,341638540,361557970,741573120,S150001395,28354000,4307843.9,R100000001,16,N,구미중학교,
중,공립,3,경상북도 구미시,3.0,경상북도구미교육지원청,경상북도교육청,R100000213,38537000,N,2310000,미지정,결산세출,299007100,200388240,109571230,313450800,853297930,S150001396,30743800,3608019.7,R100000001,16,N,금오중학교,
중,공립,3,경상북도 구미시,3.0,경상북도구미교육지원청,경상북도교육청,R100000213,80450000,N,0,미지정,결산세출,362238685,295489055,171815130,492967560,1237220050,S150001398,56291000,3524799.3,R100000001,16,N,도송중학교,
,공립,3,경상북도 구미시,,경상북도구미교육지원청,경상북도교육청,R100000213,0,N,0,미지정,결산세출,148047330,87163160,10420270,49919450,61531960,S150001399,7146330,30352375.0,R100000001,16,N,무을중학교,
중,공립,3,경상북도 구미시,3.0,경상북도구미교육지원청,경상북도교육청,R100000213,0,N,0,미지정,결산세출,150323010,99818140,31795054,94187774,81483090,S150001400,13428240,10705347.9,R100000001,16,N,산동중학교,
,공립,3,경상북도 구미시,,경상북도구미교육지원청,경상북도교육청,R100000213,333100000,N,31791000,미지정,결산세출,377932140,119433950,167369970,183508920,856747380,S150001403,26413480,6806158.6,R100000001,16,N,선산중학교,
중,공립,3,경상북도 구미시,3.0,경상북도구미교육지원청,경상북도교육청,R100000213,8785000,N,0,미지정,결산세출,319489718,437728930,170860300,331371850,846488102,S150001404,43851300,4291402.0,R100000001,16,N,송정여자중학교,
중,공립,3,경상북도 구미시,3.0,경상북도구미교육지원청,경상북도교육청,R100000213,27423000,N,0,미지정,결산세출,394520780,146745010,34471410,435985790,1118485220,S150001406,76275110,3060145.6,R100000001,16,N,옥계중학교,
,공립,3,경상북도 구미시,,경상북도구미교육지원청,경상북도교육청,R100000213,24939000,N,0,미지정,결산세출,366521936,262157460,45270890,604737880,1208171698,S150001407,59412850,3748122.0,R100000001,16,N,인동중학교,
중,공립,3,경상북도 구미시,3.0,경상북도구미교육지원청,경상북도교육청,R100000213,7368370,N,0,미지정,결산세출,438131180,152024710,18204460,412751840,1151204770,S150001408,72418590,3273406.9,R100000001,16,N,진평중학교,
중,공립,3,경상북도 구미시,3.0,경상북도구미교육지원청,경상북도교육청,R100000213,5050000,N,0,미지정,결산세출,86438700,105528710,15319640,109577410,43877280,S150001409,6960000,11295507.3,R100000001,16,N,해평중학교,
중,공립,3,경상북도 구미시,3.0,경상북도구미교육지원청,경상북도교육청,R100000213,52546000,N,140703000,미지정,결산세출,377827690,325274450,147154540,555976450,1177067880,S150001411,44719760,3423871.1,R100000001,16,N,형곡중학교,
중,공립,3,경상북도 구미시,3.0,경상북도구미교육지원청,경상북도교육청,R100000213,40529000,N,198565890,복식부기,결산세출,433182159,328433640,228035630,361841398,906279940,S150001412,34740000,5187720.6,R100000001,16,N,형남중학교,
중,공립,3,경상북도 김천시,3.0,경상북도김천교육지원청,경상북도교육청,R100000255,7787000,N,0,미지정,결산세출,211006460,35202240,53628650,67437590,43399620,S150001631,12606000,28737837.3,R100000001,16,N,감문중학교,
중,공립,3,경상북도 김천시,3.0,경상북도김천교육지원청,경상북도교육청,R100000255,6036000,N,0,복식부기,결산세출,100077800,129186320,31165310,160600270,73552860,S150001632,9401250,19616146.5,R100000001,16,N,개령중학교,
,공립,3,경상북도 김천시,,경상북도김천교육지원청,경상북도교육청,R100000255,62593330,N,570180,복식부기,결산세출,310185720,174631350,141288660,400924490,697600159,S150001634,26239990,5366964.1,R100000001,16,N,김천여자중학교,
중,공립,3,경상북도 김천시,3.0,경상북도김천교육지원청,경상북도교육청,R100000255,22757000,N,14201000,미지정,결산세출,326960320,238974230,121563020,251721800,418929280,S150001635,26588250,6462249.5,R100000001,16,N,김천중앙중학교,
중,공립,3,경상북도 김천시,3.0,경상북도김천교육지원청,경상북도교육청,R100000255,157939520,N,0,미지정,결산세출,348033885,545333800,101459440,373640878,827122180,S150001637,43815710,4439528.5,R100000001,16,N,율곡중학교,
중,공립,3,경상북도 김천시,3.0,경상북도김천교육지원청,경상북도교육청,R100000255,5892770,N,0,미지정,결산세출,83377270,148077110,32418000,112901700,486947240,S150001645,15577240,8678346.4,R100000001,16,N,아포중학교,
중,공립,3,경상북도 김천시,3.0,경상북도김천교육지원청,경상북도교육청,R100000255,6563220,N,0,미지정,결산세출,130930110,121696430,15340680,67262390,59440190,S150001646,8475000,29264858.6,R100000001,16,N,어모중학교,
중,공립,3,경상북도 문경시,3.0,경상북도문경교육지원청,경상북도교육청,R100000280,28179930,N,634097320,복식부기,결산세출,85833590,127243590,35588830,152814780,373158960,S150001780,11040500,24541652.5,R100000001,16,N,가은중학교,
중,공립,3,경상북도 문경시,3.0,경상북도문경교육지원청,경상북도교육청,R100000280,57096000,N,118458650,미지정,결산세출,144082075,30670242,36832570,153107940,43774965,S150001781,8923250,29647284.6,R100000001,16,N,동로중학교,
중,공립,3,경상북도 문경시,3.0,경상북도문경교육지원청,경상북도교육청,R100000280,17985000,N,0,미지정,결산세출,167823790,633000540,41824975,87753720,37895110,S150001782,8360100,62165202.2,R100000001,16,N,마성중학교,
중,공립,3,경상북도 문경시,3.0,경상북도문경교육지원청,경상북도교육청,R100000280,19998000,N,171017320,복식부기,결산세출,168540020,130091120,162547590,157019900,279175270,S150001783,21078850,13207953.2,R100000001,16,N,문경서중학교,
중,공립,3,경상북도 문경시,3.0,경상북도문경교육지원청,경상북도교육청,R100000280,47421880,N,199711900,복식부기,결산세출,343127684,176507360,122359040,513597865,899660030,S150001784,41375380,4348350.9,R100000001,16,N,문경여자중학교,
중,공립,3,경상북도 문경시,3.0,경상북도문경교육지원청,경상북도교육청,R100000280,17841440,N,0,미지정,결산세출,249904130,163513470,254542420,308786390,636761720,S150001785,43206490,5490347.7,R100000001,16,N,문경중학교,
중,공립,3,경상북도 문경시,3.0,경상북도문경교육지원청,경상북도교육청,R100000280,0,N,25000000,미지정,결산세출,166482460,47892240,36536890,153480640,52022290,S150001786,22825000,25211976.0,R100000001,16,N,산북중학교,
중,공립,3,경상북도 문경시,3.0,경상북도문경교육지원청,경상북도교육청,R100000280,77935000,N,0,미지정,결산세출,671514710,59690960,37697080,78335860,176189410,S150001787,9089570,38291468.6,R100000001,16,N,산양중학교,
중,공립,3,경상북도 봉화군,3.0,경상북도봉화교육지원청,경상북도교육청,R100000306,0,N,0,미지정,결산세출,144417367,83067540,24093640,48817688,33113990,S150001906,6350000,30896384.1,R100000001,16,N,물야중학교,
,공립,3,경상북도 봉화군,,경상북도봉화교육지원청,경상북도교육청,R100000306,17319770,N,0,복식부기,결산세출,88697290,145756870,158108120,560317828,373163910,S150001909,32210750,5250284.5,R100000001,16,N,봉화중학교,
중,공립,3,경상북도 봉화군,3.0,경상북도봉화교육지원청,경상북도교육청,R100000306,0,N,0,복식부기,결산세출,274222690,21310532,16889710,161593280,84057570,S150001913,10190500,14954323.2,R100000001,16,N,석포중학교,
,공립,3,경상북도 봉화군,,경상북도봉화교육지원청,경상북도교육청,R100000306,0,N,9249500,미지정,결산세출,116485350,133281900,15893250,81333500,55529280,S150001914,14116000,35490731.7,R100000001,16,N,소천중학교,
중,공립,3,경상북도 봉화군,3.0,경상북도봉화교육지원청,경상북도교육청,R100000306,214609000,N,15779500,미지정,결산세출,272518129,492817880,17741810,64024250,84162150,S150001917,9892000,33472706.3,R100000001,16,N,춘양중학교,
,공립,3,경상북도 봉화군,,경상북도봉화교육지원청,경상북도교육청,R100000306,0,Y,0,미지정,,0,0,0,0,0,S150001918,0,,R100000001,16,Y,춘양중학교서벽분교장,분교장 분리입력불가능
중,공립,3,경상북도 상주시,3.0,경상북도상주교육지원청,경상북도교육청,R100000327,0,N,0,미지정,결산세출,110000730,77673650,23023290,52872000,23784460,S150002021,4959000,58462626.0,R100000001,16,N,낙동중학교,
중,공립,3,경상북도 상주시,3.0,경상북도상주교육지원청,경상북도교육청,R100000327,21083000,N,0,미지정,결산세출,156845287,52929830,27483420,138621315,145688119,S150002022,20263410,13729619.0,R100000001,16,N,낙운중학교,
,공립,3,경상북도 상주시,,경상북도상주교육지원청,경상북도교육청,R100000327,3972000,N,0,미지정,결산세출,191597728,147745973,50616590,91173033,83101100,S150002024,15820180,10429046.5,R100000001,16,N,내서중학교,
중,공립,3,경상북도 상주시,3.0,경상북도상주교육지원청,경상북도교육청,R100000327,2475000,N,28484830,복식부기,결산세출,94001140,139402410,27085440,74622700,49058830,S150002025,19320300,21722532.5,R100000001,16,N,모서중학교,
중,공립,3,경상북도 상주시,3.0,경상북도상주교육지원청,경상북도교육청,R100000327,25399750,N,34212230,미지정,결산세출,243348158,265981380,147075215,371888162,716155140,S150002028,33678195,4785776.6,R100000001,16,N,상주여자중학교,
중,공립,3,경상북도 상주시,3.0,경상북도상주교육지원청,경상북도교육청,R100000327,43146000,N,4936700,복식부기,결산세출,333867040,146816660,150780720,357049820,664787635,S150002029,27784000,4611116.2,R100000001,16,N,상주중학교,
중,공립,3,경상북도 상주시,3.0,경상북도상주교육지원청,경상북도교육청,R100000327,1252510,N,0,복식부기,결산세출,127128330,110677160,23800770,81130700,41568900,S150002033,7285210,35713052.7,R100000001,16,N,은척중학교,
중,공립,3,경상북도 상주시,3.0,경상북도상주교육지원청,경상북도교육청,R100000327,5703000,N,10725000,복식부기,결산세출,62051010,37144830,30993060,183302350,63742260,S150002036,17841000,9797678.8,R100000001,16,N,중모중학교,
중,공립,3,경상북도 상주시,3.0,경상북도상주교육지원청,경상북도교육청,R100000327,1799000,N,6620000,복식부기,결산세출,154014132,171768430,51580970,129552974,85696812,S150002037,10851300,12487420.8,R100000001,16,N,청리중학교,
중,공립,3,경상북도 상주시,3.0,경상북도상주교육지원청,경상북도교육청,R100000327,0,N,0,복식부기,결산세출,131694810,41187960,21055160,92252680,42702760,S150002039,10258200,13566062.8,R100000001,16,N,화동중학교,
중,공립,3,경상북도 상주시,3.0,경상북도상주교육지원청,경상북도교육청,R100000327,5634000,N,19207000,미지정,결산세출,39404880,51203120,77719590,95052410,283586010,S150002040,10320500,14926346.4,R100000001,16,N,화령중학교,
