정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,48631740
,교직원보수,0
,기타 교직원 보수,43541140
,교직원 복지 및 역량강화,5090600
학생복지/교육격차 해소,학생복지/교육격차 해소,25994240
,급식 관리,11479100
,기숙사 관리,0
,보건관리,10039660
,교육격차 해소,0
,학생복지,4475480
기본적 교육활동,기본적 교육활동,86886200
,교과 활동,59413320
,창의적 체험활동,23934880
,자유학기(년) 활동,3538000
선택적 교육활동,선택적 교육활동,8554760
,방과후학교 운영,2578570
,직업교육,0
,국제교육,0
,독서활동,5976190
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,77363830
,교무업무 운영,3827230
,생활지도 운영,20660620
,연구학교 운영,4340000
,학습지원실 운영,22237050
,교육여건 개선,26298930
학교 일반운영,학교 일반운영,73157130
,학교기관운영,28248260
,시설 장비 유지,43610010
,학교운영 협력,1298860
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,320587900
