대분류,RFC_Score,Recency_Score,Frequency_Score,Criticality_Score,base_frequency,source_diversity,persistence_score,date_range_days
학생복지/교육격차해소,0.5984805180470254,1.0,0.540060067576023,0.45614122754154063,0.44012013515204607,1.0,0.1,0
교육활동지원,0.5552163759245685,1.0,0.41394944312351395,0.4740914966879072,0.1878988862470279,1.0,0.1,0
학교재무활동,0.5469062934433797,1.0,0.2966111875860343,0.570654546022415,0.0032223751720685772,0.9166666666666666,0.1,0
기본적교육활동,0.5361363615799204,1.0,0.39802527843824304,0.44231562551155795,0.15605055687648606,1.0,0.1,0
선택적교육활동,0.5347013119013314,1.0,0.37503065949192843,0.46172262026139993,0.11006131898385683,1.0,0.1,0
인적자원운용,0.529493945790462,1.0,0.3481566762607934,0.47557818821536163,0.056313352521586785,1.0,0.1,0
학교일반운영,0.5246128401774293,1.0,0.34252534100863474,0.4690067594349384,0.04505068201726943,1.0,0.1,0
학교시설확충,0.4716997183296248,1.0,0.1706413465148292,0.5086079493092328,0.0012826930296583657,0.5,0.1,0
