대분류,RFC_Score,Recency_Score,Frequency_Score,Criticality_Score,base_frequency,source_diversity,persistence_score,date_range_days
교육활동지원,0.5812383388228012,1.0,0.4665154349859682,0.48658041207103464,0.2930308699719364,1.0,0.1,0
선택적교육활동,0.5619199795097835,1.0,0.43134822263797945,0.4734517261364792,0.22269644527595883,1.0,0.1,0
학생복지/교육격차해소,0.5553118666986888,1.0,0.4017937324602432,0.4864859342864789,0.16358746492048643,1.0,0.1,0
기본적교육활동,0.5420064087183608,1.0,0.39951356407857813,0.45550245771732395,0.15902712815715622,1.0,0.1,0
인적자원운용,0.5361612679439918,1.0,0.3653695042095416,0.47503366565043775,0.09073900841908325,1.0,0.1,0
학교재무활동,0.5354548007490381,1.0,0.29681244153414404,0.541824560338451,0.0036248830682881197,0.9166666666666666,0.1,0
학교일반운영,0.5284208689188202,1.0,0.35350093545369504,0.4675512368433554,0.06700187090739008,1.0,0.1,0
학교시설확충,0.41836230124793844,1.0,0.09514616463985033,0.4507595884799957,0.0002923292797006548,0.25,0.1,0
