대분류,RFC_Score,Recency_Score,Frequency_Score,Criticality_Score,base_frequency,source_diversity,persistence_score,date_range_days
교육활동지원,0.5819415767359352,1.0,0.46515493050307233,0.4896990113367654,0.29030986100614464,1.0,0.1,0
학생복지/교육격차해소,0.5586011869867196,1.0,0.41709854434331156,0.4794044231234872,0.19419708868662308,1.0,0.1,0
인적자원운용,0.5530660793158578,1.0,0.4009811717543456,0.4816840265352989,0.16196234350869124,1.0,0.1,0
기본적교육활동,0.5448048891744435,1.0,0.3990424867742254,0.4629697361618832,0.1580849735484507,1.0,0.1,0
선택적교육활동,0.5428925236002307,1.0,0.38635888673479446,0.47087242226578213,0.13271777346958893,1.0,0.1,0
학교일반운영,0.5309813103864182,1.0,0.34952387211250946,0.47792940385353583,0.05904774422501889,1.0,0.1,0
학교재무활동,0.5305185412001879,1.0,0.2710022015575198,0.5552941514429499,0.002004403115039595,0.8333333333333334,0.1,0
학교시설확충,0.4642107907163697,1.0,0.1958379062202215,0.46468907057070263,0.0016758124404429402,0.5833333333333334,0.1,0
