"공시년도","층화학교ID","70%추출","시도교육청명","학교급명","공시차수","급식시설설비유지금액","급식인건비","운영비기타금액","학생1인당급식비평균","급식비지원학생수","급식비지원금액","집행잔액","급식식품비","시설설비금액","기타지원금액","보호자지원금액","학교자체지원금액","자치단체지원금액","교육청지원금액","급식비지원학교수"
"2021","3816500451",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,368,233852,0,0,0,0,0,0,64178,169674,1
"2021","3830754361",Y,경기도교육청,고등학교,2,0,0,0,4910.0000000000,956,668598,0,0,0,41145,0,0,175867,452231,1
"2021","3877752977",Y,경기도교육청,고등학교,2,0,0,0,4810.0000000000,961,747141,0,0,0,62466,0,0,168185,516490,1
"2021","3887858809",Y,경기도교육청,고등학교,2,0,0,0,4930.0000000000,866,704401,0,0,0,0,0,0,153053,551348,1
"2021","3901626112",Y,경기도교육청,고등학교,2,0,0,0,4550.0000000000,755,679041,0,0,0,0,0,0,149364,529677,1
"2021","3903822975",Y,경기도교육청,고등학교,2,0,0,0,4810.0000000000,978,617562,0,0,0,0,0,0,172917,444645,1
"2021","3923928917",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,707,437630,0,0,0,0,0,0,145905,350850,1
"2021","3934172318",Y,경기도교육청,고등학교,2,0,0,0,4830.0000000000,824,607231,0,0,0,7100,37873,0,129672,477559,1
"2021","4003004657",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,1066,614358,0,0,0,0,0,0,289572,324786,1
"2021","4025442192",Y,경기도교육청,고등학교,2,0,0,0,4810.0000000000,925,571440,0,0,0,20501,0,0,164742,588791,1
"2021","4027203369",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,798,476896,0,0,0,45673,0,0,146217,451129,1
"2021","4035008663",Y,경기도교육청,고등학교,2,0,0,0,5000.0000000000,0,0,0,0,0,176273,504624,0,146101,467931,1
"2021","4047500348",Y,경기도교육청,고등학교,2,0,0,0,4830.0000000000,837,648547,0,0,0,0,0,0,135057,513490,1
"2021","4087259368",Y,경기도교육청,고등학교,2,0,0,0,4810.0000000000,912,497751,0,0,0,86759,34357,0,115078,295915,1
"2021","4090188282",Y,경기도교육청,고등학교,2,0,0,0,4930.0000000000,555,425313,0,0,0,5545,27510,0,103531,288727,1
"2021","4116929898",Y,경기도교육청,고등학교,2,0,0,0,4810.0000000000,977,484254,0,0,0,0,0,0,135591,348663,1
"2021","4150801339",Y,경기도교육청,고등학교,2,0,0,0,4930.0000000000,376,312082,0,0,0,9908,39237,0,72123,230051,1
"2021","4159280602",Y,경기도교육청,고등학교,2,0,0,0,5020.0000000000,343,204258,0,0,0,187,0,0,597610,144497,1
"2021","4212453460",Y,경기도교육청,고등학교,2,0,0,0,4890.0000000000,630,390841,0,0,0,0,0,0,129688,416995,1
"2021","4242822967",Y,경기도교육청,고등학교,2,0,0,0,4970.0000000000,495,169870,0,0,0,0,0,0,81555,88315,1
"2021","4249060518",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,1107,686626,0,0,0,24815,38768,0,187900,742533,1
"2021","4279485177",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,728,527870,0,0,0,0,0,0,122877,397183,1
"2021","4281910726",Y,경기도교육청,고등학교,2,0,0,0,4810.0000000000,978,927699,0,0,0,0,0,0,158879,768820,1
"2021","4343836112",Y,경기도교육청,고등학교,2,0,0,0,4680.0000000000,906,616254,0,0,0,0,0,0,137930,478324,1
"2021","4365576318",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,1018,441658,0,0,0,0,0,0,167395,453420,1
"2021","4456542245",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,728,531597,0,0,0,38391,0,0,139490,392106,1
"2021","4465048034",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,1056,658321,0,0,0,29018,0,0,173192,485129,1
"2021","4567736303",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,776,607779,0,0,0,503,9841,0,142497,465282,1
"2021","4571388995",Y,경기도교육청,고등학교,2,0,0,0,4760.0000000000,1042,822474,0,0,0,11201,37565,0,146055,627653,1
"2021","4588864641",Y,경기도교육청,고등학교,2,0,0,0,5030.0000000000,511,458108,0,0,0,4000,0,0,89064,365044,1
"2021","4597521727",Y,경기도교육청,고등학교,2,0,0,0,4810.0000000000,564,436066,0,0,0,0,0,0,151578,284488,1
"2021","4616332129",Y,경기도교육청,고등학교,2,0,0,0,4830.0000000000,821,550623,0,0,0,31843,0,0,154174,396449,1
"2021","4618095521",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,795,420048,0,0,0,0,0,0,188008,565628,1
"2021","4632223601",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,1139,865935,0,0,0,0,0,0,219492,646443,1
"2021","4676020971",Y,경기도교육청,고등학교,2,0,0,0,4810.0000000000,910,601744,0,0,0,0,0,0,134581,467163,1
"2021","4721659796",Y,경기도교육청,고등학교,2,0,0,0,4830.0000000000,831,658942,0,0,0,0,0,0,140887,518055,1
"2021","4739649273",Y,경기도교육청,고등학교,2,0,0,0,4930.0000000000,598,339743,0,0,0,0,0,0,95128,244615,1
"2021","4775912874",Y,경기도교육청,고등학교,2,0,0,0,5020.0000000000,349,263759,0,0,0,6056,96105,0,70067,187636,1
"2021","4817800635",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,1007,569755,0,0,0,16600,0,0,171075,538848,1
"2021","4836621079",Y,경기도교육청,고등학교,2,0,0,0,4810.0000000000,954,636243,0,0,0,0,0,0,114909,518821,1
"2021","4863753006",Y,경기도교육청,고등학교,2,0,0,0,4890.0000000000,648,409596,0,0,0,0,0,0,157096,423069,1
"2021","4918134895",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,703,437358,0,0,0,29763,0,0,217900,219458,1
"2021","4921302875",Y,경기도교육청,고등학교,2,0,0,0,4890.0000000000,309,302884,0,0,0,155454,16338,0,81499,221385,1
"2021","4969249633",Y,경기도교육청,고등학교,2,0,0,0,4628.0000000000,478,394602,0,0,0,42392,0,0,133293,261309,1
"2021","4990849769",Y,경기도교육청,고등학교,2,0,0,0,4830.0000000000,853,555259,0,0,0,20354,0,0,129199,426060,1
"2021","4999163965",Y,경기도교육청,고등학교,2,0,0,0,4970.0000000000,459,269886,0,0,0,11863,26977,0,78166,308537,1
"2021","5004337328",Y,경기도교육청,고등학교,2,0,0,0,4890.0000000000,648,547532,0,0,0,42800,66071,0,114005,324656,1
"2021","5046174733",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,793,617460,0,0,0,0,5851,0,139899,471710,1
"2021","5072387770",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,1065,516918,0,0,0,0,0,0,248121,268797,1
"2021","5091799626",Y,경기도교육청,고등학교,2,0,0,0,4830.0000000000,823,698571,0,0,0,0,0,0,130388,517932,1
"2021","5097828820",Y,경기도교육청,고등학교,2,0,0,0,4830.0000000000,894,696341,0,0,0,47631,0,0,152038,522143,1
"2021","5148011766",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,747,368214,0,0,0,0,0,0,107292,1479681,1
"2021","5182995498",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,997,664350,0,0,0,25923,0,0,178760,459667,1
"2021","5188554006",Y,경기도교육청,고등학교,2,0,0,0,5080.0000000000,229,229536,0,0,0,0,0,0,60073,169463,1
"2021","5214350287",Y,경기도교육청,고등학교,2,0,0,0,4680.0000000000,901,725503,0,0,0,0,0,0,135355,590148,1
"2021","5218378537",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,698,462365,0,0,0,28895,0,0,129784,332581,1
"2021","5220969611",Y,경기도교육청,고등학교,2,0,0,0,4830.0000000000,806,529940,0,0,0,0,0,0,148385,381555,1
"2021","5295503765",Y,경기도교육청,고등학교,2,0,0,0,5080.0000000000,246,167171,0,0,0,0,0,0,52162,247451,1
"2021","5342760140",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,796,624663,0,0,0,14949,28251,0,134873,489790,1
"2021","5360434579",Y,경기도교육청,고등학교,2,0,0,0,4830.0000000000,880,582099,0,0,0,0,66,0,141830,428148,1
"2021","5373213992",Y,경기도교육청,고등학교,2,0,0,0,4810.0000000000,829,440239,0,0,0,0,21343,0,123277,316962,1
"2021","5380470666",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,707,538266,0,0,0,0,0,0,111297,426969,1
"2021","5382837153",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,570,391029,0,0,0,0,3876,0,146486,427236,1
"2021","5393970298",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,893,313562,0,0,0,0,132720,0,173342,445736,1
"2021","5411074773",Y,경기도교육청,고등학교,2,0,0,0,4890.0000000000,0,0,0,0,0,0,0,0,102771,341607,1
"2021","5457533917",Y,경기도교육청,고등학교,2,0,0,0,4830.0000000000,873,553819,0,0,0,0,0,0,144989,408830,1
"2021","5496180245",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,809,431967,0,0,0,0,0,0,126190,305777,1
"2021","5539434389",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,1024,965703,0,0,0,44285,0,0,199765,721653,1
"2021","5544649466",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,720,461938,0,0,0,80,0,0,111530,350328,1
"2021","5569909805",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,1033,542537,0,0,0,0,0,0,143268,476117,1
"2021","5577513137",Y,경기도교육청,고등학교,2,0,0,0,5020.0000000000,312,290580,0,0,0,0,0,0,81363,209218,1
"2021","5599263858",Y,경기도교육청,고등학교,2,0,0,0,4930.0000000000,592,426856,0,0,0,0,0,0,108690,318166,1
"2021","5651611900",Y,경기도교육청,고등학교,2,0,0,0,4860.0000000000,1125,823563,0,0,0,156601,0,0,186749,480213,1
"2021","5756534436",Y,경기도교육청,고등학교,2,0,0,0,4830.0000000000,864,672749,0,0,0,9568,0,0,139282,785216,1
"2021","5772180599",Y,경기도교육청,고등학교,2,0,0,0,4810.0000000000,980,502097,0,0,0,0,0,0,148335,537529,1
"2021","5831772866",Y,경기도교육청,고등학교,2,0,0,0,4700.0000000000,1024,580468,0,0,0,0,0,0,297081,283387,1
"2021","5839104785",Y,경기도교육청,고등학교,2,0,0,0,4890.0000000000,662,448804,0,0,0,0,0,0,125666,323138,1
"2021","5848851007",Y,경기도교육청,고등학교,2,0,0,0,4960.0000000000,594,374327,0,0,0,0,0,0,119451,329654,1
"2021","5882632656",Y,경기도교육청,고등학교,2,0,0,0,4800.0000000000,745,400648,0,0,0,0,0,0,110930,506852,1
"2021","5888615124",Y,경기도교육청,고등학교,2,0,0,0,4930.0000000000,363,198799,0,0,0,0,0,0,61025,241226,1
"2021","5900249971",Y,경기도교육청,고등학교,2,0,0,0,4890.0000000000,635,355274,0,0,0,27227,0,0,91917,263357,1
"2021","5936886356",Y,경기도교육청,고등학교,2,0,0,0,5230.0000000000,36,24229,0,0,0,0,5601,0,11546,12683,1
"2021","6037067097",Y,경기도교육청,고등학교,2,0,0,0,4900.0000000000,907,512777,0,0,0,0,0,0,143577,369200,1
"2021","6056464928",Y,경기도교육청,고등학교,2,0,0,0,4830.0000000000,0,0,0,0,0,0,0,0,165018,418635,1
"2021","6056567083",Y,경기도교육청,고등학교,2,0,0,0,4830.0000000000,431,231396,0,0,0,0,0,0,64791,166605,1
"2021","6061347391",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,761,616350,0,0,0,0,0,0,132621,483729,1
"2021","6076508484",Y,경기도교육청,고등학교,2,0,0,0,4500.0000000000,118,92158,0,0,0,27551,91160,0,30386,61772,1
"2021","6093811418",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,613,470250,0,0,0,0,0,0,120566,349684,1
"2021","6109125375",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,788,455183,0,0,0,0,0,0,217234,577337,1
"2021","6109849601",Y,경기도교육청,고등학교,2,0,0,0,4970.0000000000,286,282058,0,0,0,0,0,0,54995,227063,1
"2021","6128609068",Y,경기도교육청,고등학교,2,0,0,0,4890.0000000000,684,538913,0,0,0,12809,0,0,138376,387728,1
"2021","6131534583",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,614,523038,0,0,0,7616,34135,0,115982,365305,1
"2021","6175647812",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,708,358753,0,0,0,0,0,0,108443,319880,1
"2021","6181415322",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,760,617823,0,0,0,50759,0,0,124216,442848,1
"2021","6212171136",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,801,515030,0,0,0,0,0,0,149604,365426,1
"2021","6285481635",Y,경기도교육청,고등학교,2,0,0,0,4810.0000000000,896,421961,0,0,0,0,0,0,100657,321305,1
"2021","6299727661",Y,경기도교육청,고등학교,2,0,0,0,4500.0000000000,727,423555,0,0,0,27025,1035,0,105380,290115,1
"2021","6303634186",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,468,370980,0,0,0,23040,0,0,86077,261863,1
"2021","6324375995",Y,경기도교육청,고등학교,2,0,0,0,4810.0000000000,948,612850,0,0,0,0,0,0,146377,457693,1
"2021","6351576772",Y,경기도교육청,고등학교,2,0,0,0,4700.0000000000,829,360224,0,0,0,20113,30372,0,92083,268141,1
"2021","6369544255",Y,경기도교육청,고등학교,2,0,0,0,4810.0000000000,928,628654,0,0,0,60821,0,0,176023,452631,1
"2021","6408910915",Y,경기도교육청,고등학교,2,0,0,0,4830.0000000000,842,470128,0,0,0,0,0,0,149959,320169,1
"2021","6531776737",Y,경기도교육청,고등학교,2,0,0,0,5380.0000000000,53,210101,0,0,0,0,0,0,28372,149172,1
"2021","6532984736",Y,경기도교육청,고등학교,2,0,0,0,4500.0000000000,1057,710394,0,0,0,19251,0,0,182179,508964,1
"2021","6560628936",Y,경기도교육청,고등학교,2,0,0,0,4810.0000000000,957,521820,0,0,0,0,0,0,164470,522074,1
"2021","6600496368",Y,경기도교육청,고등학교,2,0,0,0,4830.0000000000,887,512715,0,0,0,0,0,0,143560,481195,1
"2021","6614669439",Y,경기도교육청,고등학교,2,0,0,0,4890.0000000000,631,406438,0,0,0,0,43293,0,106242,300196,1
"2021","6676143720",Y,경기도교육청,고등학교,2,0,0,0,4890.0000000000,603,488863,0,0,0,0,0,0,103843,385020,1
"2021","6680349411",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,1064,637008,0,0,0,65673,0,0,167935,469073,1
"2021","6710385139",Y,경기도교육청,고등학교,2,0,0,0,4950.0000000000,243,171176,0,0,0,12778,0,0,42487,115911,1
"2021","6723471976",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,706,650478,0,0,0,0,0,0,136395,514083,1
"2021","6773109791",Y,경기도교육청,고등학교,2,0,0,0,4890.0000000000,680,419116,0,0,0,0,0,0,129588,289528,1
"2021","6784949762",Y,경기도교육청,고등학교,2,0,0,0,4950.0000000000,747,654562,0,0,0,0,0,0,131096,523466,1
"2021","6799264219",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,1095,567375,0,0,0,0,0,0,138747,580163,1
"2021","6850312340",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,1057,176970,0,0,0,23006,0,0,44992,131978,1
"2021","6865250454",Y,경기도교육청,고등학교,2,0,0,0,4810.0000000000,719,387776,0,0,0,0,0,0,108577,279199,1
"2021","6872632731",Y,경기도교육청,고등학교,2,0,0,0,4850.0000000000,777,491790,0,0,0,0,0,0,115126,376664,1
"2021","6881289989",Y,경기도교육청,고등학교,2,0,0,0,4890.0000000000,674,478818,0,0,0,24852,0,0,224373,254445,1
"2021","6922611595",Y,경기도교육청,고등학교,2,0,0,0,4790.0000000000,1088,370963,0,0,0,0,0,0,103874,267089,1
