"공시년도","층화학교ID","70%추출","시도교육청명","학교급명","공시차수","급식시설설비유지금액","급식인건비","운영비기타금액","학생1인당급식비평균","급식비지원학생수","급식비지원금액","집행잔액","급식식품비","시설설비금액","기타지원금액","보호자지원금액","학교자체지원금액","자치단체지원금액","교육청지원금액","급식비지원학교수"
"2021","2334510525",Y,경기도교육청,중학교,2,0,0,0,4280.0000000000,912,415566,0,0,0,0,0,0,180810,425999,1
"2021","2388795053",Y,경기도교육청,중학교,2,0,0,0,5050.0000000000,70,38648,0,0,0,0,0,0,17120,25291,1
"2021","2404676177",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,1160,652442,0,0,0,0,0,0,219983,432459,1
"2021","2409115530",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,1071,527336,0,0,0,0,0,0,158532,368804,1
"2021","2425084354",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,752,559836,0,0,0,0,22104,0,151596,408239,1
"2021","2512851197",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,641,292695,0,0,0,0,0,0,127352,165343,1
"2021","2556050433",Y,경기도교육청,중학교,2,0,0,0,4350.0000000000,879,233531,0,0,0,0,0,0,175228,367277,1
"2021","2562830651",Y,경기도교육청,중학교,2,0,0,0,4480.0000000000,419,225064,0,0,0,21631,0,0,88514,114919,1
"2021","2581533196",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,645,321647,0,0,0,22088,0,0,130338,169221,1
"2021","2589629709",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,487,255325,0,0,0,0,0,0,82573,172752,1
"2021","2596918809",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,917,618755,0,0,0,0,0,0,172196,446559,1
"2021","2644288440",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,1029,378301,0,0,0,22411,0,0,164599,213702,1
"2021","2673211669",Y,경기도교육청,중학교,2,0,0,0,4330.0000000000,554,279767,0,0,0,0,0,0,116628,237815,1
"2021","2675592077",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,162,71385,0,0,0,0,0,0,24912,46473,1
"2021","2691502392",Y,경기도교육청,중학교,2,0,0,0,4350.0000000000,858,356967,0,0,0,0,0,0,133541,328511,1
"2021","2691995674",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,592,294522,0,0,0,0,0,0,128118,166404,1
"2021","2717304611",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,415,321584,0,0,0,0,0,0,46824,274760,1
"2021","2764806968",Y,경기도교육청,중학교,2,0,0,0,4030.0000000000,322,100947,0,0,0,14029,0,0,126445,178309,1
"2021","2814399120",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,415,319054,0,0,0,0,0,0,78641,240413,1
"2021","2821887360",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,307,153800,0,0,0,0,0,0,66920,86880,1
"2021","2823149970",Y,경기도교육청,중학교,2,0,0,0,4650.0000000000,60,22025,0,0,0,0,0,0,7612,14413,1
"2021","2842965431",Y,경기도교육청,중학교,2,0,0,0,4900.0000000000,235,110775,0,0,0,0,0,0,40866,156206,1
"2021","2847084282",Y,경기도교육청,중학교,2,0,0,0,4480.0000000000,375,253073,0,0,0,2496,0,0,72545,178032,1
"2021","2858359990",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,183,82469,0,0,0,0,0,0,35882,148980,1
"2021","2876135175",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,510,241097,0,0,0,0,0,0,88856,280641,1
"2021","2898423137",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,989,483374,0,0,0,0,29220,0,151645,302509,1
"2021","2902203271",Y,경기도교육청,중학교,2,0,0,0,4800.0000000000,238,306367,0,0,0,0,0,0,57957,248410,1
"2021","2959345260",Y,경기도교육청,중학교,2,0,0,0,4530.0000000000,110,11825,0,0,0,17659,0,0,66639,111492,1
"2021","3003367653",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,835,287090,0,0,0,0,0,0,124913,162177,1
"2021","3010654031",Y,경기도교육청,중학교,2,0,0,0,4480.0000000000,0,0,0,0,0,27946,0,0,86526,233679,1
"2021","3022177266",Y,경기도교육청,중학교,2,0,0,0,4180.0000000000,1270,653087,0,0,0,0,0,0,253536,399551,1
"2021","3042296265",Y,경기도교육청,중학교,2,0,0,0,4010.0000000000,1060,451450,0,0,0,0,0,0,213333,492790,1
"2021","3042856279",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,591,371099,0,0,0,0,0,0,119670,251429,1
"2021","3050079006",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,509,258094,0,0,0,0,0,0,116691,277997,1
"2021","3060704927",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,596,368146,0,0,0,0,0,0,120827,247319,1
"2021","3067729996",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,730,493071,0,0,0,5149,0,0,143550,344372,1
"2021","3087487553",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,731,311367,0,0,0,0,0,0,137575,279938,1
"2021","3206702826",Y,경기도교육청,중학교,2,0,0,0,4800.0000000000,282,145512,0,0,0,0,923,0,61953,228229,1
"2021","3221590492",Y,경기도교육청,중학교,2,0,0,0,4840.0000000000,521,259295,0,0,0,16262,0,0,96972,146061,1
"2021","3240607741",Y,경기도교육청,중학교,2,0,0,0,5050.0000000000,46,32861,0,0,0,0,0,0,10641,57552,1
"2021","3243321168",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,791,374862,0,0,0,23617,0,0,163102,307218,1
"2021","3246591533",Y,경기도교육청,중학교,2,0,0,0,4350.0000000000,818,462490,0,0,0,23739,0,0,160681,278070,1
"2021","3259604869",Y,경기도교육청,중학교,2,0,0,0,4880.0000000000,328,126734,0,0,0,17042,0,0,42113,84620,1
"2021","3288113305",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,992,407809,0,0,0,0,0,0,207738,200071,1
"2021","3300285107",Y,경기도교육청,중학교,2,0,0,0,4200.0000000000,96,50072,0,0,0,0,0,0,0,50072,1
"2021","3319556512",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,623,303705,0,0,0,0,17831,0,132142,171563,1
"2021","3343087402",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,917,427408,0,0,0,21446,0,0,236784,190624,1
"2021","3356641378",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,461,320439,0,0,0,0,0,0,103386,217053,1
"2021","3374655434",Y,경기도교육청,중학교,2,0,0,0,4260.0000000000,866,379301,0,0,0,0,0,0,207667,171634,1
"2021","3384152899",Y,경기도교육청,중학교,2,0,0,0,4900.0000000000,212,110936,0,0,0,0,0,0,48268,62668,1
"2021","3441830156",Y,경기도교육청,중학교,2,0,0,0,4350.0000000000,889,550063,0,0,0,0,0,0,232767,317296,1
"2021","3457525798",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,1266,732293,0,0,0,32633,35171,0,240343,424146,1
"2021","3467102586",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,615,412534,0,0,0,0,0,0,130337,282197,1
"2021","3499209831",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,1065,552730,0,0,0,0,23884,0,196884,355846,1
"2021","3510539664",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,650,443834,0,0,0,27428,0,0,126768,289638,1
"2021","3591224283",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,590,284975,0,0,0,0,0,0,167411,347015,1
"2021","3637997582",Y,경기도교육청,중학교,2,0,0,0,4800.0000000000,284,131486,0,0,0,0,0,0,57210,224371,1
"2021","3701236462",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,0,0,0,0,0,0,0,0,99632,129055,1
"2021","3718414733",Y,경기도교육청,중학교,2,0,0,0,4800.0000000000,278,148556,0,0,0,0,0,0,64659,99017,1
"2021","3722470906",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,730,356525,0,0,0,0,0,0,141967,361237,1
"2021","3743728207",Y,경기도교육청,중학교,2,0,0,0,4950.0000000000,192,93858,0,0,0,0,0,0,40838,188294,1
"2021","3752773954",Y,경기도교육청,중학교,2,0,0,0,4950.0000000000,0,0,0,0,0,4803,0,0,43180,161759,1
"2021","3761602009",Y,경기도교육청,중학교,2,0,0,0,4230.0000000000,1292,780674,0,0,0,0,0,0,223713,556961,1
"2021","3781045911",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,1204,707987,0,0,0,29857,0,0,217820,490167,1
"2021","3829590383",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,755,451549,0,0,0,4780,0,0,154256,292513,1
"2021","3831342510",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,607,370041,0,0,0,0,0,0,140147,334743,1
"2021","3832511859",Y,경기도교육청,중학교,2,0,0,0,4950.0000000000,192,98474,0,0,0,0,0,0,42846,187693,1
"2021","3842832173",Y,경기도교육청,중학교,2,0,0,0,4330.0000000000,751,377647,0,0,0,0,21708,0,164314,213333,1
"2021","3847747086",Y,경기도교육청,중학교,2,0,0,0,4800.0000000000,291,284542,0,0,0,0,0,0,59352,212115,1
"2021","3868035139",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,124,54310,0,0,0,0,0,0,23631,30679,1
"2021","3901597962",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,1076,569389,0,0,0,0,0,0,143271,438709,1
"2021","3903632812",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,1023,445514,0,0,0,0,0,0,206381,465912,1
"2021","3913363581",Y,경기도교육청,중학교,2,0,0,0,5050.0000000000,18,12973,0,0,0,0,0,0,3169,9804,1
"2021","3931309778",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,184,84396,0,0,0,0,0,0,56200,68497,1
"2021","3961405348",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,557,387878,0,0,0,25098,0,0,110695,252085,1
"2021","3997643258",Y,경기도교육청,중학교,2,0,0,0,5400.0000000000,55,39354,0,0,0,0,0,0,9374,29980,1
"2021","4010109246",Y,경기도교육청,중학교,2,0,0,0,4950.0000000000,135,149477,0,0,0,0,0,0,33573,114322,1
"2021","4065757584",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,439,199752,0,0,0,0,0,0,66378,195960,1
"2021","4072341499",Y,경기도교육청,중학교,2,0,0,0,4480.0000000000,525,249303,0,0,0,0,0,0,108472,140831,1
"2021","4105747968",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,781,510270,0,0,0,0,0,0,159318,350952,1
"2021","4123744479",Y,경기도교육청,중학교,2,0,0,0,5260.0000000000,41,42705,0,0,0,0,0,0,7256,35449,1
"2021","4131850810",Y,경기도교육청,중학교,2,0,0,0,4680.0000000000,277,212100,0,0,0,0,0,0,66805,236742,1
"2021","4138500838",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,671,437190,0,0,0,0,0,0,128220,308970,1
"2021","4144136484",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,470,219238,0,0,0,0,0,0,95390,123848,1
"2021","4165266546",Y,경기도교육청,중학교,2,0,0,0,4950.0000000000,189,213950,0,0,0,0,0,0,47499,166451,1
"2021","4170527650",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,1123,541248,0,0,0,0,0,0,266000,479116,1
"2021","4173883385",Y,경기도교육청,중학교,2,0,0,0,4680.0000000000,243,205671,0,0,0,0,0,0,85345,120326,1
"2021","4185406561",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,787,512724,0,0,0,0,0,0,126469,386255,1
"2021","4198423954",Y,경기도교육청,중학교,2,0,0,0,4740.0000000000,636,292641,0,0,0,0,0,0,127328,165313,1
"2021","4213459575",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,1018,580206,0,0,0,0,0,0,175675,404531,1
"2021","4221743560",Y,경기도교육청,중학교,2,0,0,0,4750.0000000000,213,99294,0,0,0,0,0,0,24257,75037,1
"2021","4249630174",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,938,410644,0,0,0,0,0,0,178671,231973,1
"2021","4315801534",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,910,398770,0,0,0,0,0,0,149180,327391,1
"2021","4342646756",Y,경기도교육청,중학교,2,0,0,0,4498.0000000000,1168,482430,0,0,0,323480,0,0,209905,272525,1
"2021","4364505543",Y,경기도교육청,중학교,2,0,0,0,4680.0000000000,293,136951,0,0,0,16168,0,0,56173,150944,1
"2021","4371034844",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,1154,489564,0,0,0,0,0,0,213009,276555,1
"2021","4377228848",Y,경기도교육청,중학교,2,0,0,0,4950.0000000000,190,108793,0,0,0,0,0,0,47336,183592,1
"2021","4378287623",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,502,240569,0,0,0,0,0,0,138234,102425,1
"2021","4430472192",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,549,234870,0,0,0,0,0,0,102192,132678,1
"2021","4431663651",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,615,291743,0,0,0,0,0,0,126937,164806,1
"2021","4434623523",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,559,433465,0,0,0,0,0,0,114072,319393,1
"2021","4485230925",Y,경기도교육청,중학교,2,0,0,0,4350.0000000000,870,395947,0,0,0,0,0,0,176025,352521,1
"2021","4501430440",Y,경기도교육청,중학교,2,0,0,0,5050.0000000000,120,68408,0,0,0,0,0,0,16712,51696,1
"2021","4511406484",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,1023,449745,0,0,0,0,0,0,195684,515353,1
"2021","4531905936",Y,경기도교육청,중학교,2,0,0,0,4650.0000000000,218,169762,0,0,0,0,0,0,35177,119466,1
"2021","4541460195",Y,경기도교육청,중학교,2,0,0,0,4330.0000000000,692,430443,0,0,0,16494,0,0,140066,273883,1
"2021","4541792871",Y,경기도교육청,중학교,2,0,0,0,5150.0000000000,82,54274,0,0,0,0,0,0,23616,115696,1
"2021","4592300931",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,491,192622,0,0,0,0,0,0,95399,243302,1
"2021","4593299779",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,1082,572325,0,0,0,0,0,0,202580,369745,1
"2021","4611269806",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,1169,697154,0,0,0,0,0,0,203926,493228,1
"2021","4625248384",Y,경기도교육청,중학교,2,0,0,0,4650.0000000000,383,268610,0,0,0,0,0,0,70942,197668,1
"2021","4640935907",Y,경기도교육청,중학교,2,0,0,0,4650.0000000000,407,256869,0,0,0,0,0,0,106107,236001,1
"2021","4663172885",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,439,198292,0,0,0,0,0,0,85522,225115,1
"2021","4686032889",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,746,423704,0,0,0,9011,0,0,112356,302337,1
"2021","4700008983",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,731,405935,0,0,0,11847,0,0,107596,286492,1
"2021","4724587868",Y,경기도교육청,중학교,2,0,0,0,5400.0000000000,55,37915,0,0,0,0,921,0,14578,23337,1
"2021","4732956339",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,367,206328,0,0,0,0,0,0,63813,142515,1
"2021","4737919674",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,516,272984,0,0,0,0,0,0,107811,235895,1
"2021","4765400655",Y,경기도교육청,중학교,2,0,0,0,5040.0000000000,199,111158,0,0,0,0,0,0,46026,160102,1
"2021","4806682591",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,526,436456,0,0,0,0,0,0,103775,332681,1
"2021","4810945880",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,713,410826,0,0,0,0,0,0,109189,275556,1
"2021","4813066038",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,649,286346,0,0,0,7775,16007,0,124589,347545,1
"2021","4815701965",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,715,390880,0,0,0,0,0,0,109183,281697,1
"2021","4848126966",Y,경기도교육청,중학교,2,0,0,0,4350.0000000000,889,582391,0,0,0,0,0,0,164798,417593,1
"2021","4880459689",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,706,306022,0,0,0,0,0,0,134625,347456,1
"2021","4962120233",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,982,450127,0,0,0,0,0,0,217425,355229,1
"2021","4975351483",Y,경기도교육청,중학교,2,0,0,0,5050.0000000000,140,208617,0,0,0,0,0,0,35095,173522,1
"2021","4995968833",Y,경기도교육청,중학교,2,0,0,0,4950.0000000000,34,25096,0,0,0,0,0,0,8673,16423,1
"2021","5013113523",Y,경기도교육청,중학교,2,0,0,0,4800.0000000000,275,252888,0,0,0,0,0,0,44336,208552,1
"2021","5022338801",Y,경기도교육청,중학교,2,0,0,0,5150.0000000000,61,37889,0,0,0,0,674,0,18403,125330,1
"2021","5039836644",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,734,342721,0,0,0,0,0,0,163414,305845,1
"2021","5066311313",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,780,361319,0,0,0,10519,0,0,157210,371887,1
"2021","5072922963",Y,경기도교육청,중학교,2,0,0,0,5150.0000000000,59,41461,0,0,0,0,0,0,15812,25649,1
"2021","5123973443",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,437,194999,0,0,0,0,14870,0,64798,130201,1
"2021","5149309922",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,626,239430,0,0,0,2673,0,0,109075,283740,1
"2021","5152717562",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,770,371946,0,0,0,0,0,0,206058,165888,1
"2021","5160298875",Y,경기도교육청,중학교,2,0,0,0,5150.0000000000,74,34299,0,0,0,0,0,0,18417,65744,1
"2021","5168753304",Y,경기도교육청,중학교,2,0,0,0,4330.0000000000,566,423160,0,0,0,11180,28634,0,113167,270179,1
"2021","5170754310",Y,경기도교육청,중학교,2,0,0,0,4650.0000000000,390,383803,0,0,0,0,0,0,106525,277278,1
"2021","5186463550",Y,경기도교육청,중학교,2,0,0,0,4280.0000000000,907,483199,0,0,0,5186,0,0,163235,314778,1
"2021","5203258746",Y,경기도교육청,중학교,2,0,0,0,5050.0000000000,102,71078,0,0,0,730,0,0,32145,156212,1
"2021","5221463151",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,617,461116,0,0,0,0,0,0,127323,333793,1
"2021","5234038615",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,245,145089,0,0,0,63128,0,0,17251,64710,1
"2021","5257349686",Y,경기도교육청,중학교,2,0,0,0,4280.0000000000,825,350195,0,0,0,8489,23719,0,152370,296538,1
"2021","5308878181",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,749,318690,0,0,0,23260,0,0,138662,180028,1
"2021","5310996778",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,700,321535,0,0,0,0,0,0,168580,281507,1
"2021","5316205555",Y,경기도교육청,중학교,2,0,0,0,4900.0000000000,264,143339,0,0,0,3545,0,0,55182,169107,1
"2021","5321069787",Y,경기도교육청,중학교,2,0,0,0,4650.0000000000,308,140370,0,0,0,15526,0,0,61075,79295,1
"2021","5345970997",Y,경기도교육청,중학교,2,0,0,0,4230.0000000000,1222,842162,0,0,0,0,0,0,226840,615322,1
"2021","5377526373",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,707,327107,0,0,0,0,0,0,142324,184783,1
"2021","5378258947",Y,경기도교육청,중학교,2,0,0,0,4530.0000000000,330,111065,0,0,0,27008,0,0,41550,69515,1
"2021","5381807832",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,1054,440668,0,0,0,0,0,0,266326,345793,1
"2021","5404716786",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,953,524304,0,0,0,35860,0,0,165993,322451,1
"2021","5420912677",Y,경기도교육청,중학교,2,0,0,0,4650.0000000000,0,0,0,0,0,15641,0,0,98958,152568,1
"2021","5421274791",Y,경기도교육청,중학교,2,0,0,0,4955.0000000000,580,267115,0,0,0,0,0,0,114129,152986,1
"2021","5435354484",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,405,171755,0,0,0,0,0,0,74730,450326,1
"2021","5442571775",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,782,566220,0,0,0,0,0,0,159411,618681,1
"2021","5443706493",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,687,321900,0,0,0,0,0,0,138460,179766,1
"2021","5459014934",Y,경기도교육청,중학교,2,0,0,0,4730.0000000000,257,128144,0,0,0,0,0,0,55756,72388,1
"2021","5516631760",Y,경기도교육청,중학교,2,0,0,0,4380.0000000000,553,268567,0,0,0,0,0,0,132879,240529,1
"2021","5531694353",Y,경기도교육청,중학교,2,0,0,0,4060.0000000000,842,603047,0,0,0,0,23345,0,299706,610657,1
"2021","5548642027",Y,경기도교육청,중학교,2,0,0,0,5050.0000000000,132,75975,0,0,0,0,0,0,18561,133426,1
"2021","5552330965",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,560,278454,0,0,0,0,0,0,56764,278374,1
"2021","5566472023",Y,경기도교육청,중학교,2,0,0,0,4380.0000000000,538,463739,0,0,0,27719,0,0,109243,326777,1
"2021","5595312046",Y,경기도교육청,중학교,2,0,0,0,5150.0000000000,36,36872,0,0,0,0,0,0,13672,103320,1
"2021","5607525770",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,652,451783,0,0,0,0,0,0,133083,318700,1
"2021","5636158364",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,413,337730,0,0,0,0,0,0,81636,256094,1
"2021","5636252404",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,319,142134,0,0,0,0,0,0,34723,107411,1
"2021","5660615980",Y,경기도교육청,중학교,2,0,0,0,4650.0000000000,391,189413,0,0,0,0,0,0,87921,203474,1
"2021","5666580889",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,759,518077,0,0,0,0,0,0,110661,407416,1
"2021","5679455168",Y,경기도교육청,중학교,2,0,0,0,4950.0000000000,180,173171,0,0,0,0,0,0,43068,130103,1
"2021","5704769747",Y,경기도교육청,중학교,2,0,0,0,4650.0000000000,373,166505,0,0,0,0,0,0,92244,74261,1
"2021","5718210090",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,1039,516138,0,0,0,0,22794,0,198873,294471,1
"2021","5749601060",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,701,401644,0,0,0,34990,0,0,132196,269448,1
"2021","5755858844",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,532,228454,0,0,0,0,0,0,92167,291251,1
"2021","5765406968",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,592,202815,0,0,0,0,0,0,88245,114570,1
"2021","5772740703",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,382,151248,0,0,0,0,0,0,48428,102820,1
"2021","5791799910",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,120,52497,0,0,0,0,0,0,22842,29655,1
"2021","5846422149",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,431,179430,0,0,0,0,10193,0,78070,101360,1
"2021","5887783151",Y,경기도교육청,중학교,2,0,0,0,4650.0000000000,307,148627,0,0,0,0,0,0,68741,209308,1
"2021","5893348878",Y,경기도교육청,중학교,2,0,0,0,4230.0000000000,872,404211,0,0,0,31814,0,0,139314,233083,1
"2021","5898091291",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,206,173626,0,0,0,0,0,0,50619,65721,1
"2021","5898117249",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,204,104635,0,0,0,0,0,0,45527,59108,1
"2021","5993599851",Y,경기도교육청,중학교,2,0,0,0,4800.0000000000,261,191426,0,0,0,3338,0,0,47779,140309,1
"2021","6037558357",Y,경기도교육청,중학교,2,0,0,0,4520.0000000000,614,436866,0,0,0,32074,0,0,105813,298979,1
"2021","6112478631",Y,경기도교육청,중학교,2,0,0,0,2300.0000000000,178,109896,0,0,0,0,11255,0,36458,73438,1
"2021","6133562461",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,714,457797,0,0,0,0,0,0,1914,2486,1
"2021","6159094254",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,742,504124,0,0,0,11103,18897,0,190026,284098,1
"2021","6163690235",Y,경기도교육청,중학교,2,0,0,0,4530.0000000000,329,161935,0,0,0,0,0,0,70458,91477,1
"2021","6179697859",Y,경기도교육청,중학교,2,0,0,0,3500.0000000000,49,138778,0,0,0,138778,0,0,11353,6003,1
"2021","6199627852",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,422,193030,0,0,0,20494,0,0,83987,279061,1
"2021","6228869549",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,554,261697,0,0,0,0,0,0,113864,246044,1
"2021","6233845657",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,466,558461,0,0,0,10599,0,0,103750,444112,1
"2021","6332061916",Y,경기도교육청,중학교,2,0,0,0,4530.0000000000,346,155920,0,0,0,0,0,0,67840,250005,1
"2021","6350859787",Y,경기도교육청,중학교,2,0,0,0,4350.0000000000,803,368136,0,0,0,0,0,0,162089,302155,1
"2021","6401947713",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,1071,673367,0,0,0,0,0,0,200218,473419,1
"2021","6437524293",Y,경기도교육청,중학교,2,0,0,0,4380.0000000000,475,112936,0,0,0,0,0,0,73701,267665,1
"2021","6461573080",Y,경기도교육청,중학교,2,0,0,0,4900.0000000000,48,21436,0,0,0,0,0,0,7408,14028,1
"2021","6476993371",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,190,73608,0,0,0,0,0,0,32027,41581,1
"2021","6483475522",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,781,483414,0,0,0,4000,0,0,158277,321137,1
"2021","6493724539",Y,경기도교육청,중학교,2,0,0,0,4280.0000000000,673,324685,0,0,0,0,0,0,145535,345611,1
"2021","6497137794",Y,경기도교육청,중학교,2,0,0,0,4300.0000000000,720,299113,0,0,0,0,0,0,112384,186729,1
"2021","6505531467",Y,경기도교육청,중학교,2,0,0,0,4500.0000000000,510,186302,0,0,0,0,0,0,108545,248057,1
"2021","6512945174",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,464,320679,0,0,0,0,0,0,87215,233464,1
"2021","6541384443",Y,경기도교육청,중학교,2,0,0,0,4400.0000000000,760,533748,0,0,0,0,0,0,129342,404406,1
"2021","6551926448",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,673,488238,0,0,0,0,0,0,133419,354819,1
"2021","6559481482",Y,경기도교육청,중학교,2,0,0,0,4650.0000000000,397,214762,0,0,0,0,0,0,81890,212166,1
"2021","6582269084",Y,경기도교육청,중학교,2,0,0,0,4380.0000000000,609,323377,0,0,0,0,20584,0,58854,244939,1
"2021","6582388043",Y,경기도교육청,중학교,2,0,0,0,4350.0000000000,805,344433,0,0,0,0,0,0,190816,153617,1
"2021","6602347625",Y,경기도교육청,중학교,2,0,0,0,4450.0000000000,616,107344,0,0,0,0,0,0,46172,61172,1
"2021","6609871839",Y,경기도교육청,중학교,2,0,0,0,3000.0000000000,37,25087,0,0,0,991,8606,0,8422,16665,1
"2021","6613665489",Y,경기도교육청,중학교,2,0,0,0,4480.0000000000,540,250180,0,0,0,7045,0,0,105785,137350,1
"2021","6652258843",Y,경기도교육청,중학교,2,0,0,0,4600.0000000000,478,335989,0,0,0,0,0,0,113299,222690,1
"2021","6665025610",Y,경기도교육청,중학교,2,0,0,0,4950.0000000000,137,88231,0,0,0,11853,0,0,38389,49842,1
