파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
세종특별자치시교육청_초등_예산_세입_2024.csv,49178507000,205914000,16933623000,0,356444000,539778000,초등
세종특별자치시교육청_초등_예산_세입_2023.csv,45620603000,150289000,17254197000,0,260238000,484883000,초등
세종특별자치시교육청_초등_예산_세입_2022.csv,36452166000,159037000,18677393000,0,167400000,559199000,초등
세종특별자치시교육청_중등_예산_세입_2022.csv,15823751000,20000000,2774483000,0,80102000,218000000,중등
세종특별자치시교육청_중등_예산_세입_2023.csv,16472753000,20000000,3259303000,0,130751000,231922000,중등
세종특별자치시교육청_중등_예산_세입_2024.csv,20203718000,20000000,4008338000,0,198497000,232517000,중등
세종특별자치시교육청_고등_예산_세입_2024.csv,32782539000,34620000,10796058000,0,271621000,292600000,고등
세종특별자치시교육청_고등_예산_세입_2023.csv,26547157000,26240000,8842282000,0,221733000,296348000,고등
세종특별자치시교육청_고등_예산_세입_2022.csv,23636132000,20400000,8752944000,0,174650000,316489000,고등
초등_합계,131251276000,515240000,52865213000,0,784082000,1583860000,초등
중등_합계,52500222000,60000000,10042124000,0,409350000,682439000,중등
고등_합계,82965828000,81260000,28391284000,0,668004000,905437000,고등
2024_합계,102164764000,260534000,31738019000,0,826562000,1064895000,전체
2023_합계,88640513000,196529000,29355782000,0,612722000,1013153000,전체
2022_합계,75912049000,199437000,30204820000,0,422152000,1093688000,전체
