파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급,학교 수
세종특별자치시교육청_초등_결산_세입_2023.csv,67712692030.0,382547070.0,10408742750.0,0.0,378528146.0,645114600.0,초등,53
세종특별자치시교육청_초등_결산_세입_2022.csv,58312854340.0,347100330.0,7765097820.0,0.0,218624904.0,1205371179.0,초등,52
세종특별자치시교육청_초등_결산_세입_2024.csv,91172192640.0,473602490.0,12030909790.0,0.0,713077865.0,579214573.0,초등,54
세종특별자치시교육청_중등_결산_세입_2024.csv,38740981800.0,138872730.0,3619629360.0,0.0,303959297.0,268686739.0,중등,27
세종특별자치시교육청_중등_결산_세입_2023.csv,32504054640.0,143011350.0,2054830520.0,0.0,221514548.0,273554786.0,중등,27
세종특별자치시교육청_중등_결산_세입_2022.csv,27777496990.0,123075990.0,1374273300.0,0.0,153262215.0,467234452.0,중등,27
세종특별자치시교육청_고등_결산_세입_2022.csv,36114953050.0,366943456.0,5801458880.0,0.0,221397111.0,683097722.0,고등,21
세종특별자치시교육청_고등_결산_세입_2023.csv,45896593740.0,307224885.0,6235849330.0,0.0,370578507.0,396936030.0,고등,21
세종특별자치시교육청_고등_결산_세입_2024.csv,50200037240.0,320408416.0,8400333450.0,0.0,491958656.0,356133357.0,고등,21
초등_평균,72605908841.69812,401878907.7358491,10095079126.10063,0.0,439853405.3836478,805962025.4716982,초등,159
중등_평균,33007511143.333332,134986690.0,2349577726.6666665,0.0,226245353.33333334,336491992.3333333,중등,81
고등_평균,44070528010.0,331525585.6666667,6812547220.0,0.0,361311424.6666667,478722369.6666667,고등,63
전체_평균,56087099581.08911,315903564.7425743,7341992910.132013,0.0,366419751.9141914,612420206.990099,전체,303
