SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
,사립,4,충청북도 청주시 상당구,,충청북도교육청,충청북도교육청,M100000001,7518410,N,0,복식부기,결산세출,352851200,684772920,993191030,286908280,1023057140,S110000141,4945045100,13122379.9,M100000001,12,특성화고등학교,N,대성여자상업고등학교,
고,사립,4,충청북도 충주시,4.0,충청북도교육청,충청북도교육청,M100000001,30654830,N,986643410,복식부기,결산세출,346673610,421883320,219224041,658265000,1362938850,S110000143,4253941860,13485708.3,M100000001,12,일반고등학교,N,충주대원고등학교,
,사립,4,충청북도 음성군,,충청북도교육청,충청북도교육청,M100000001,5404620,N,0,복식부기,결산세출,247315490,274259410,56419200,148854450,741598960,S110000144,3660172020,15417489.9,M100000001,12,일반고등학교,N,매괴고등학교,
고,사립,4,충청북도 보은군,4.0,충청북도교육청,충청북도교육청,M100000001,5184790,N,91693250,복식부기,결산세출,266198570,275433010,143412490,214443860,823069560,S110000151,2095443231,15785801.5,M100000001,12,일반고등학교,N,보은고등학교,
고,사립,4,충청북도 청주시 서원구,4.0,충청북도교육청,충청북도교육청,M100000001,3702740,N,881274370,복식부기,결산세출,420917842,283963112,716333001,640955533,1791457350,S110000161,4929016180,13011601.8,M100000001,12,일반고등학교,N,세광고등학교,
,사립,4,충청북도 제천시,,충청북도교육청,충청북도교육청,M100000001,43790,N,16360000,복식부기,결산세출,317168259,2454988090,279498163,343530890,1013924460,S110000162,4656928302,16976527.0,M100000001,12,일반고등학교,N,세명고등학교,
고,사립,4,충청북도 청주시 청원구,4.0,충청북도교육청,충청북도교육청,M100000001,15729870,N,215685110,복식부기,결산세출,634312910,159532510,382748489,671162340,1473836330,S110000164,4450423330,10558615.9,M100000001,12,일반고등학교,N,청주신흥고등학교,
,사립,4,충청북도 청주시 흥덕구,,충청북도교육청,충청북도교육청,M100000001,211896560,N,3437283690,복식부기,결산세출,181210250,230143630,54657890,464023931,623329320,S110000167,1656179640,58124787.4,M100000001,12,특성화고등학교,N,양업고등학교,
,사립,4,충청북도 영동군,,충청북도교육청,충청북도교육청,M100000001,0,N,441344990,복식부기,결산세출,521183107,148544080,267109960,417452080,402737830,S110000173,2114073730,18195973.7,M100000001,12,특성화고등학교,N,영동미래고등학교,
,사립,4,충청북도 청주시 서원구,,충청북도교육청,충청북도교육청,M100000001,118845600,N,0,복식부기,결산세출,485182627,856832277,209737583,256133500,1423820150,S110000181,4592299320,10520332.5,M100000001,12,일반고등학교,N,운호고등학교,
고,사립,4,충청북도 청주시 상당구,4.0,충청북도교육청,충청북도교육청,M100000001,34471000,N,469299180,미지정,결산세출,603632138,199747970,524643238,360977393,1872260103,S110000187,4711054570,10689507.4,M100000001,12,일반고등학교,N,일신여자고등학교,
,사립,4,충청북도 충주시,,충청북도교육청,충청북도교육청,M100000001,1461080,N,10623240,복식부기,결산세출,377608704,745753620,82510040,765753390,1185752207,S110000198,3261925130,13860748.7,M100000001,12,일반고등학교,N,충주중산고등학교,
고,사립,4,충청북도 청주시 상당구,4.0,충청북도교육청,충청북도교육청,M100000001,3916350,N,1990598480,복식부기,결산세출,377470860,699511360,220427520,248560440,1550987530,S110000211,4284182950,12401660.7,M100000001,12,일반고등학교,N,청석고등학교,
,사립,4,충청북도 청주시 청원구,,충청북도교육청,충청북도교육청,M100000001,8005510,N,1181259030,복식부기,결산세출,347074640,504329260,302463210,203522210,1597560550,S110000217,4638901970,11773614.5,M100000001,12,일반고등학교,N,청주대성고등학교,
,사립,4,충청북도 청주시 서원구,,충청북도교육청,충청북도교육청,M100000001,5960250,N,0,미지정,결산세출,510144166,2969675400,475696440,328342750,813795980,S110000223,4323402700,18269414.1,M100000001,12,특성화고등학교,N,청주여자상업고등학교,
,사립,4,충청북도 청주시 서원구,,충청북도교육청,충청북도교육청,M100000001,10470070,N,33754080,미지정,결산세출,338933001,572849940,42268160,133127700,1457720708,S110000235,4438639310,9370350.6,M100000001,12,일반고등학교,N,충북여자고등학교,
고,사립,4,충청북도 충주시,4.0,충청북도교육청,충청북도교육청,M100000001,654540,N,779640880,미지정,결산세출,191356950,310972150,60504800,335856200,803387450,S110000241,1935646510,19900988.6,M100000001,12,일반고등학교,N,충원고등학교,
,사립,4,충청북도 충주시,,충청북도교육청,충청북도교육청,M100000001,739100,N,1237394550,복식부기,결산세출,420328860,550472914,1653867050,206047520,778419579,S110000246,4165059830,20116806.7,M100000001,12,특성화고등학교,N,충주상업고등학교,
,사립,4,충청북도 충주시,,충청북도교육청,충청북도교육청,M100000001,7990170,N,526626260,미지정,결산세출,292655760,350555400,857811000,224176830,981400030,S110000249,4072944070,14836023.4,M100000001,12,특성화고등학교,N,한림디자인고등학교,
,사립,4,충청북도 청주시 서원구,,충청북도교육청,충청북도교육청,M100000001,1372874,N,0,미지정,결산세출,272441920,543447730,498130990,75411610,768587090,S110000257,4159277860,16078040.9,M100000001,12,특성화고등학교,N,청주IT과학고등학교,
,사립,4,충청북도 증평군,,충청북도교육청,충청북도교육청,M100000001,8440660,N,0,미지정,결산세출,247568530,922998410,88899610,163199050,1207210550,S110000258,2320532980,15893749.3,M100000001,12,일반고등학교,N,형석고등학교,
