FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE
사립,3,충청북도 괴산군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,복식부기,결산세입,31440284,4622562,0,8940750,17200000,S110000273,1123981110,M100000001,12,N,청안중학교,,
사립,3,충청북도 증평군,충청북도괴산증평교육지원청,충청북도교육청,M100000052,N,미지정,결산세입,4546309,26988171,0,51266120,5432000,S110000277,4262057800,M100000001,12,N,형석중학교,중,3.0
사립,3,충청북도 영동군,충청북도영동교육지원청,충청북도교육청,M100000071,N,복식부기,결산세입,14271136,8589577,0,13634360,5940529,S110000483,1565295120,M100000001,12,N,심천중학교,,
사립,3,충청북도 영동군,충청북도영동교육지원청,충청북도교육청,M100000071,N,미지정,결산세입,25754399,14830665,0,93957950,1864990,S110000487,3703619490,M100000001,12,N,영신중학교,,
사립,3,충청북도 영동군,충청북도영동교육지원청,충청북도교육청,M100000071,N,미지정,결산세입,12658768,1888070,0,13297760,82000,S110000489,1725301200,M100000001,12,N,정수중학교,,
사립,3,충청북도 영동군,충청북도영동교육지원청,충청북도교육청,M100000071,N,복식부기,결산세입,13943081,1486410,0,12375920,2141500,S110000490,1674488420,M100000001,12,N,추풍령중학교,중,3.0
사립,3,충청북도 음성군,충청북도음성교육지원청,충청북도교육청,M100000083,N,복식부기,결산세입,26859617,1878150,0,16699740,10000000,S110000617,1664016820,M100000001,12,N,매괴여자중학교,,
사립,3,충청북도 음성군,충청북도음성교육지원청,충청북도교육청,M100000083,N,복식부기,결산세입,18390013,351196,0,19991420,12128090,S110000620,1994734420,M100000001,12,N,생극중학교,중,3.0
사립,3,충청북도 음성군,충청북도음성교육지원청,충청북도교육청,M100000083,N,복식부기,결산세입,22386971,4245356,0,63667360,658907,S110000623,2161689480,M100000001,12,N,한일중학교,,
사립,3,충청북도 제천시,충청북도제천교육지원청,충청북도교육청,M100000091,N,복식부기,결산세입,29468809,21403197,0,228006730,208970210,S110000665,5467240690,M100000001,12,N,대제중학교,,
사립,3,충청북도 청주시 상당구,충청북도청주교육지원청,충청북도교육청,M100000109,N,복식부기,결산세입,47716750,28308265,0,59193350,12850000,S110000895,3861414310,M100000001,12,N,대성여자중학교,,
사립,3,충청북도 청주시 흥덕구,충청북도청주교육지원청,충청북도교육청,M100000109,N,미지정,결산세입,25972426,23544844,0,93049000,22219580,S110000896,4442668680,M100000001,12,N,대성중학교,중,3.0
사립,3,충청북도 청주시 서원구,충청북도청주교육지원청,충청북도교육청,M100000109,N,미지정,결산세입,102407898,39766041,0,241477940,36300000,S110000902,5029718320,M100000001,12,N,세광중학교,,
사립,3,충청북도 청주시 서원구,충청북도청주교육지원청,충청북도교육청,M100000109,N,복식부기,결산세입,124721362,30312277,0,122409270,223883270,S110000906,4523412390,M100000001,12,N,운호중학교,,
사립,3,충청북도 청주시 상당구,충청북도청주교육지원청,충청북도교육청,M100000109,N,미지정,결산세입,93141845,12193197,0,194245360,31850000,S110000909,4193650240,M100000001,12,N,일신여자중학교,,
사립,3,충청북도 청주시 서원구,충청북도청주교육지원청,충청북도교육청,M100000109,N,복식부기,결산세입,62353318,18242600,0,45266840,8000000,S110000923,3178095630,M100000001,12,N,충북여자중학교,,
사립,3,충청북도 충주시,충청북도충주교육지원청,충청북도교육청,M100000120,N,복식부기,결산세입,41052842,27602109,0,175656080,24675000,S110000981,6156722900,M100000001,12,N,충주미덕중학교,중,3.0
사립,3,충청북도 충주시,충청북도충주교육지원청,충청북도교육청,M100000120,N,복식부기,결산세입,40213680,29589247,0,26349080,520862800,S110000985,2991200470,M100000001,12,N,신명중학교,,
사립,3,충청북도 충주시,충청북도충주교육지원청,충청북도교육청,M100000120,N,복식부기,결산세입,19395540,30806160,0,71860850,37981000,S110000991,6583059660,M100000001,12,N,충주북여자중학교,,
