SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
,사립,4,충청북도 청주시 상당구,,충청북도교육청,충청북도교육청,M100000001,N,복식부기,결산세입,22962222,69065217,0,48513770,39870000,S110000141,9137020620,M100000001,12,특성화고등학교,N,대성여자상업고등학교
고,사립,4,충청북도 충주시,4.0,충청북도교육청,충청북도교육청,M100000001,N,미지정,결산세입,60272264,13025598,0,287259840,44769147,S110000143,8322406430,M100000001,12,일반고등학교,N,충주대원고등학교
,사립,4,충청북도 음성군,,충청북도교육청,충청북도교육청,M100000001,N,복식부기,결산세입,62872016,7028738,0,263965580,112882880,S110000144,5066706500,M100000001,12,일반고등학교,N,매괴고등학교
고,사립,4,충청북도 보은군,4.0,충청북도교육청,충청북도교육청,M100000001,N,복식부기,결산세입,100042264,7077260,0,219989030,119610660,S110000151,4017536810,M100000001,12,일반고등학교,N,보은고등학교
고,사립,4,충청북도 청주시 서원구,4.0,충청북도교육청,충청북도교육청,M100000001,N,미지정,결산세입,66853087,31896536,0,867749903,63028000,S110000161,8856270320,M100000001,12,일반고등학교,N,세광고등학교
,사립,4,충청북도 제천시,,충청북도교육청,충청북도교육청,M100000001,N,복식부기,결산세입,63354540,22588478,0,180135170,71200000,S110000162,7391914930,M100000001,12,일반고등학교,N,세명고등학교
고,사립,4,충청북도 청주시 청원구,4.0,충청북도교육청,충청북도교육청,M100000001,N,미지정,결산세입,167222115,23255953,0,330681640,341920533,S110000164,7533463740,M100000001,12,일반고등학교,N,청주신흥고등학교
,사립,4,충청북도 청주시 흥덕구,,충청북도교육청,충청북도교육청,M100000001,N,복식부기,결산세입,48704973,2461669,0,511669590,10500000,S110000167,2697529240,M100000001,12,특성화고등학교,N,양업고등학교
,사립,4,충청북도 영동군,,충청북도교육청,충청북도교육청,M100000001,N,복식부기,결산세입,3115835,10643001,0,41918140,2493369,S110000173,4162461015,M100000001,12,특성화고등학교,N,영동미래고등학교
,사립,4,충청북도 청주시 서원구,,충청북도교육청,충청북도교육청,M100000001,N,미지정,결산세입,510285072,22445082,0,347259640,21759210,S110000181,7396301150,M100000001,12,일반고등학교,N,운호고등학교
고,사립,4,충청북도 청주시 상당구,4.0,충청북도교육청,충청북도교육청,M100000001,N,복식부기,결산세입,349445669,30317568,0,600847940,70780000,S110000187,8250935400,M100000001,12,일반고등학교,N,일신여자고등학교
,사립,4,충청북도 충주시,,충청북도교육청,충청북도교육청,M100000001,N,복식부기,결산세입,72885327,15208015,0,374643610,24288220,S110000198,6477947510,M100000001,12,일반고등학교,N,충주중산고등학교
고,사립,4,충청북도 청주시 상당구,4.0,충청북도교육청,충청북도교육청,M100000001,N,복식부기,결산세입,70571893,11959013,0,452467050,18057950,S110000211,7072060540,M100000001,12,일반고등학교,N,청석고등학교
,사립,4,충청북도 청주시 청원구,,충청북도교육청,충청북도교육청,M100000001,N,미지정,결산세입,130503801,15445947,0,447729010,39451930,S110000217,7614089310,M100000001,12,일반고등학교,N,청주대성고등학교
,사립,4,충청북도 청주시 서원구,,충청북도교육청,충청북도교육청,M100000001,N,미지정,결산세입,128257259,19114694,0,45586000,20395600,S110000223,6181468850,M100000001,12,특성화고등학교,N,청주여자상업고등학교
,사립,4,충청북도 청주시 서원구,,충청북도교육청,충청북도교육청,M100000001,N,복식부기,결산세입,101642366,11953515,0,289342000,14300000,S110000235,7008909920,M100000001,12,일반고등학교,N,충북여자고등학교
고,사립,4,충청북도 충주시,4.0,충청북도교육청,충청북도교육청,M100000001,N,복식부기,결산세입,50531150,13710527,0,283362750,70621833,S110000241,3698235970,M100000001,12,일반고등학교,N,충원고등학교
,사립,4,충청북도 충주시,,충청북도교육청,충청북도교육청,M100000001,N,복식부기,결산세입,1412260370,21442582,0,194354990,29804240,S110000246,8012744760,M100000001,12,특성화고등학교,N,충주상업고등학교
,사립,4,충청북도 충주시,,충청북도교육청,충청북도교육청,M100000001,N,복식부기,결산세입,103384970,17037990,0,329241610,122175600,S110000249,6986504250,M100000001,12,특성화고등학교,N,한림디자인고등학교
,사립,4,충청북도 청주시 서원구,,충청북도교육청,충청북도교육청,M100000001,N,복식부기,결산세입,284049801,12097473,0,59221300,3271539,S110000257,6472172660,M100000001,12,특성화고등학교,N,청주IT과학고등학교
,사립,4,충청북도 증평군,,충청북도교육청,충청북도교육청,M100000001,N,복식부기,결산세입,47014674,6581730,0,217711410,302668910,S110000258,5245102600,M100000001,12,일반고등학교,N,형석고등학교
