SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
,공립,3,울산광역시 울주군,,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,15000000,8300000,0,181288000,0,S070000129,1349951000,H100000001,7,N,남창중학교,
중,공립,3,울산광역시 남구,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,5000000,5700000,0,294160000,0,S070000130,963756000,H100000001,7,N,대현중학교,
,공립,3,울산광역시 남구,,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,3000000,7000000,0,84203000,0,S070000131,1198211000,H100000001,7,N,동평중학교,
중,공립,3,울산광역시 울주군,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,3000000,1800000,0,17910000,0,S070000132,434232000,H100000001,7,N,두광중학교,
,공립,3,울산광역시 울주군,,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,7000000,10700000,0,228687000,0,S070000133,1050737000,H100000001,7,N,범서중학교,
,공립,3,울산광역시 남구,,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,3000000,2511000,0,74369000,0,S070000134,389489000,H100000001,7,N,삼호중학교,
중,공립,3,울산광역시 울주군,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,19000000,2500000,0,52496000,0,S070000135,349470000,H100000001,7,N,상북중학교,
,공립,3,울산광역시 울주군,,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,5000000,9000000,0,312160000,50400000,S070000136,826700000,H100000001,7,N,서생중학교,
,공립,3,울산광역시 남구,,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,3000000,7390000,0,151359000,0,S070000137,491298000,H100000001,7,N,신일중학교,
중,공립,3,울산광역시 남구,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,3000000,3700000,0,64110000,0,S070000138,1004650000,H100000001,7,N,신정중학교,
중,공립,3,울산광역시 울주군,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,7000000,2700000,0,48825000,0,S070000139,819232000,H100000001,7,N,신언중학교,
,공립,3,울산광역시 울주군,,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,5000000,3070000,0,145602000,0,S070000140,870833000,H100000001,7,N,언양중학교,
,공립,3,울산광역시 남구,,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,5500000,4530000,0,227804000,0,S070000141,925223000,H100000001,7,N,옥동중학교,
중,공립,3,울산광역시 남구,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,1000000,3600000,0,37648000,100000,S070000142,851842000,H100000001,7,N,옥현중학교,
중,공립,3,울산광역시 울주군,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,5000000,4100000,0,41903000,216640000,S070000143,734886000,H100000001,7,N,온산중학교,
,공립,3,울산광역시 남구,,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,5000000,5500000,0,68772000,0,S070000144,959196000,H100000001,7,N,울산서여자중학교,
중,공립,3,울산광역시 남구,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,2000000,10500000,0,66920000,0,S070000145,709345000,H100000001,7,N,월평중학교,
,공립,3,울산광역시 남구,,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,13000000,7000000,0,64302000,0,S070000146,1130189000,H100000001,7,N,울산중앙중학교,
중,공립,3,울산광역시 울주군,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,2000000,3000000,0,56540000,0,S070000147,358605000,H100000001,7,N,웅촌중학교,
중,공립,3,울산광역시 울주군,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,5000000,3166000,0,24530000,0,S070000148,502304000,H100000001,7,N,청량중학교,
,공립,3,울산광역시 남구,,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,5000000,3925000,0,279050000,0,S070000149,641531000,H100000001,7,N,울산강남중학교,
,공립,3,울산광역시 남구,,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,1500000,3000000,0,205129000,0,S070000150,358739000,H100000001,7,N,태화중학교,
,공립,3,울산광역시 남구,,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,7000000,5850000,0,65119000,0,S070000151,1262598000,H100000001,7,N,학성중학교,
중,공립,3,울산광역시 북구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,4000000,18050000,0,74696000,0,S070000331,753682000,H100000001,7,N,강동중학교,
중,공립,3,울산광역시 북구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,5000000,3050000,0,47250000,0,S070000332,709815000,H100000001,7,N,농소중학교,
중,공립,3,울산광역시 동구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,5000000,7500000,0,55904000,0,S070000333,653231000,H100000001,7,N,대송중학교,
중,공립,3,울산광역시 동구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,3000000,2500000,0,50537000,0,S070000334,718718000,H100000001,7,N,명덕여자중학교,
중,공립,3,울산광역시 중구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,0,3700000,0,247591000,0,S070000335,906038000,H100000001,7,N,무룡중학교,
,공립,3,울산광역시 동구,,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,3000000,4150000,0,136298000,0,S070000336,866107000,H100000001,7,N,방어진중학교,
중,공립,3,울산광역시 중구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,5000000,3500000,0,171072000,0,S070000337,1046453000,H100000001,7,N,성안중학교,
,공립,3,울산광역시 중구,,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,6000000,8800000,0,50525000,0,S070000339,803688000,H100000001,7,N,약사중학교,
,공립,3,울산광역시 중구,,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,5000000,3300000,0,180237000,0,S070000340,873886000,H100000001,7,N,외솔중학교,
중,공립,3,울산광역시 중구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,3000000,1100000,0,63678000,0,S070000341,584236000,H100000001,7,N,가온중학교,
,공립,3,울산광역시 중구,,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,1000000,2140000,0,53084000,0,S070000342,768378000,H100000001,7,N,울산제일중학교,
,공립,3,울산광역시 동구,,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,6000000,3500000,0,133740000,0,S070000344,834736000,H100000001,7,N,일산중학교,
중,공립,3,울산광역시 북구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,9000000,3830000,0,145682000,0,S070000345,994674000,H100000001,7,N,천곡중학교,
중,공립,3,울산광역시 중구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,10000000,2850000,0,34130000,0,S070000347,652921000,H100000001,7,N,학성여자중학교,
중,공립,3,울산광역시 북구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,2000000,3000000,0,50985000,0,S070000351,588033000,H100000001,7,N,화봉중학교,
중,공립,3,울산광역시 동구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,5000000,2140000,0,33340000,0,S070000352,581019000,H100000001,7,N,화진중학교,
,공립,3,울산광역시 북구,,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,13000000,3700000,0,200679000,0,S070000354,593329000,H100000001,7,N,효정중학교,
중,공립,3,울산광역시 중구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,12460000,3700000,0,59437000,0,S070000538,980320000,H100000001,7,N,유곡중학교,
중,공립,3,울산광역시 동구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,5500000,5964000,0,57877000,0,S070000539,900389000,H100000001,7,N,화암중학교,
,공립,3,울산광역시 북구,,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,4000000,3450000,0,37434000,0,S070000540,547866000,H100000001,7,N,이화중학교,
중,공립,3,울산광역시 울주군,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,12000000,7300000,0,186948000,0,S070000552,1042473000,H100000001,7,N,천상중학교,
,공립,3,울산광역시 남구,,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,5000000,5000000,0,160672000,0,S070000555,585907000,H100000001,7,N,무거중학교,
,공립,3,울산광역시 북구,,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,6000000,1800000,0,54068000,0,S070000558,590579000,H100000001,7,N,연암중학교,
중,공립,3,울산광역시 북구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,1500000,2100000,0,56320000,0,S070000559,575615000,H100000001,7,N,진장중학교,
,공립,3,울산광역시 남구,,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,4000000,4000000,0,89724000,0,S070000566,1087709000,H100000001,7,N,야음중학교,
,공립,3,울산광역시 남구,,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,10000000,4500000,0,54028000,0,S070000571,720395000,H100000001,7,N,문수중학교,
중,공립,3,울산광역시 북구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,8000000,14400000,0,273047000,0,S070000612,1510321000,H100000001,7,N,호계중학교,
,공립,3,울산광역시 동구,,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,5000000,5000000,0,55594000,0,S070000619,823663000,H100000001,7,N,남목중학교,
중,공립,3,울산광역시 중구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,5000000,5000000,0,163553000,0,S070000620,965643000,H100000001,7,N,남외중학교,
,공립,3,울산광역시 북구,,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,10000000,5600000,0,108196000,0,S070000621,1252139000,H100000001,7,N,매곡중학교,
중,공립,3,울산광역시 울주군,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,5600000,3600000,0,46430000,0,S070000624,474345000,H100000001,7,N,삼남중학교,
중,공립,3,울산광역시 울주군,3.0,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,10000000,7100000,0,220850000,0,S070000652,897613000,H100000001,7,N,구영중학교,
,공립,3,울산광역시 중구,,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,4000000,2600000,0,52514000,0,S070000653,410358000,H100000001,7,N,다운중학교,
중,공립,3,울산광역시 북구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,3000000,2400000,0,150794000,0,S070000656,842530000,H100000001,7,N,달천중학교,
,공립,3,울산광역시 북구,,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,5000000,3050000,0,162722000,0,S070000658,689107000,H100000001,7,N,상안중학교,
중,공립,3,울산광역시 중구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,10000000,7000000,0,131250000,0,S070000717,895798000,H100000001,7,N,울산중학교,
중,공립,3,울산광역시 북구,3.0,울산광역시강북교육지원청,울산광역시교육청,H100000058,Y,복식부기,,0,0,0,0,0,S070000728,0,H100000001,7,N,울산스포츠과학중학교,본교는 고등학교회계에서 중학교회계를 통합 운영함으로 제외함.
,공립,3,울산광역시 울주군,,울산광역시강남교육지원청,울산광역시교육청,H100000041,N,복식부기,예산세입,5000000,3100000,0,158315000,0,S070000737,825576000,H100000001,7,N,장검중학교,
,공립,3,울산광역시 북구,,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,예산세입,3000000,9000000,0,64924000,0,S070000771,1055258000,H100000001,7,N,고헌중학교,
