SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,4,울산광역시 남구,4.0,울산광역시교육청,울산광역시교육청,H100000001,7000000,N,10140868000,복식부기,예산세출,102449000,42370000,0,0,2508000,S070000087,5016000000,0.0,H100000001,7,일반고등학교,N,울산삼일고등학교,
,사립,4,울산광역시 남구,,울산광역시교육청,울산광역시교육청,H100000001,15753000,N,495331000,복식부기,예산세출,381434000,235000000,38725000,332207000,925421000,S070000089,4631523000,15011476.6,H100000001,7,일반고등학교,N,성광여자고등학교,
고,사립,4,울산광역시 중구,4.0,울산광역시교육청,울산광역시교육청,H100000001,5002000,N,289862000,복식부기,예산세출,304491000,252916000,6500000,207784000,1073181000,S070000090,4712704000,11401730.4,H100000001,7,일반고등학교,N,성신고등학교,
,사립,4,울산광역시 남구,,울산광역시교육청,울산광역시교육청,H100000001,10000000,N,33100000,복식부기,예산세출,363814000,153718000,28720000,255658000,768646000,S070000095,4331015000,13760812.5,H100000001,7,일반고등학교,N,우신고등학교,
,사립,4,울산광역시 울주군,,울산광역시교육청,울산광역시교육청,H100000001,35903000,N,323000000,복식부기,예산세출,511242000,90863000,143784000,234139000,868917000,S070000096,5052870000,15382877.1,H100000001,7,특성화고등학교,N,울산기술공업고등학교,
고,사립,4,울산광역시 울주군,4.0,울산광역시교육청,울산광역시교육청,H100000001,5000000,N,506427000,복식부기,예산세출,385286000,203634000,21874000,187027000,665175000,S070000097,3764938000,12316225.3,H100000001,7,일반고등학교,N,울산경의고등학교,
,사립,4,울산광역시 중구,,울산광역시교육청,울산광역시교육청,H100000001,0,N,640112000,복식부기,예산세출,332633000,190057000,86204000,125294000,1079649000,S070000098,4390527000,11944984.3,H100000001,7,일반고등학교,N,울산고등학교,
고,사립,4,울산광역시 울주군,4.0,울산광역시교육청,울산광역시교육청,H100000001,0,N,70000000,복식부기,예산세출,315035000,41211000,61568000,128272000,45950000,S070000108,2879448000,14880184.9,H100000001,7,일반고등학교,N,울산예술고등학교,
고,사립,4,울산광역시 남구,4.0,울산광역시교육청,울산광역시교육청,H100000001,5000000,N,0,복식부기,예산세출,509403000,416093000,26045000,187973000,627117000,S070000111,4527855000,16111217.4,H100000001,7,일반고등학교,N,울산제일고등학교,
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,10000000,N,0,복식부기,예산세출,330077000,250449000,418327000,252519000,1113940000,S070000120,4715450000,12120960.7,H100000001,7,일반고등학교,N,현대고등학교,
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,15000000,N,0,복식부기,예산세출,535672000,438990000,216507000,1376866000,1647180000,S070000123,4483888000,26168477.5,H100000001,7,특수목적고등학교,N,현대공업고등학교,
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,5000000,N,0,복식부기,예산세출,443838000,228174000,161518000,842395000,3897351000,S070000124,4762497000,19510892.5,H100000001,7,자율고등학교,N,현대청운고등학교,
