SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
고,사립,4,울산광역시 남구,4.0,울산광역시교육청,울산광역시교육청,H100000001,1000000,N,7839180000,복식부기,예산세출,99678000,31649000,0,0,551000,S070000087,4559877000,0.0,H100000001,7,일반고등학교,N,울산삼일고등학교
,사립,4,울산광역시 남구,,울산광역시교육청,울산광역시교육청,H100000001,5000000,N,75000000,복식부기,예산세출,364362000,221487000,34827000,497149000,998235000,S070000089,4450319000,13846622.9,H100000001,7,일반고등학교,N,성광여자고등학교
고,사립,4,울산광역시 중구,4.0,울산광역시교육청,울산광역시교육청,H100000001,0,N,76019000,복식부기,예산세출,339128000,294842000,17090000,179240000,1247499000,S070000090,4607196000,10613836.7,H100000001,7,일반고등학교,N,성신고등학교
고,사립,4,울산광역시 남구,4.0,울산광역시교육청,울산광역시교육청,H100000001,10000000,N,277997000,복식부기,예산세출,354528000,178289000,27500000,350277000,728520000,S070000095,3809302000,13625684.1,H100000001,7,일반고등학교,N,우신고등학교
,사립,4,울산광역시 울주군,,울산광역시교육청,울산광역시교육청,H100000001,20000000,N,251292000,복식부기,예산세출,518003000,149368000,197289000,216453000,910032000,S070000096,5042376000,17269061.5,H100000001,7,특성화고등학교,N,울산기술공업고등학교
고,사립,4,울산광역시 울주군,4.0,울산광역시교육청,울산광역시교육청,H100000001,5000000,N,0,복식부기,예산세출,425227000,239505000,21500000,169857000,823918000,S070000097,3772002000,11159527.6,H100000001,7,일반고등학교,N,울산경의고등학교
고,사립,4,울산광역시 중구,4.0,울산광역시교육청,울산광역시교육청,H100000001,0,N,44800000,복식부기,예산세출,393236000,227546000,94440000,88710000,1147640000,S070000098,4340706000,10337810.8,H100000001,7,일반고등학교,N,울산고등학교
고,사립,4,울산광역시 울주군,4.0,울산광역시교육청,울산광역시교육청,H100000001,0,N,4000000,복식부기,예산세출,379643000,68589000,43116000,188051000,62372000,S070000108,2877816000,14730028.5,H100000001,7,일반고등학교,N,울산예술고등학교
고,사립,4,울산광역시 남구,4.0,울산광역시교육청,울산광역시교육청,H100000001,5000000,N,0,복식부기,예산세출,478047000,223125000,24530000,202910000,626977000,S070000111,3934005000,14535963.0,H100000001,7,일반고등학교,N,울산제일고등학교
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,10000000,N,202154000,복식부기,예산세출,369736000,379522000,389132000,303582000,1310923000,S070000120,4520799000,12015807.4,H100000001,7,일반고등학교,N,현대고등학교
고,사립,4,울산광역시 동구,4.0,울산광역시교육청,울산광역시교육청,H100000001,15000000,N,900000000,복식부기,예산세출,575837000,562538000,136073000,1387748000,1751410000,S070000123,4363469000,29913811.7,H100000001,7,특수목적고등학교,N,현대공업고등학교
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,5000000,N,0,복식부기,예산세출,467154000,306330000,160626000,921412000,4091064000,S070000124,4627947000,19519433.6,H100000001,7,자율고등학교,N,현대청운고등학교
