SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,4,울산광역시 남구,4.0,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,10000000,48557000,0,0,950000,S070000087,15251688000,H100000001,7,일반고등학교,N,울산삼일고등학교,
,사립,4,울산광역시 남구,,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,10000000,22006000,0,376163000,22020000,S070000089,6625205000,H100000001,7,일반고등학교,N,성광여자고등학교,
고,사립,4,울산광역시 중구,4.0,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,0,42300000,0,330629000,124600000,S070000090,6354911000,H100000001,7,일반고등학교,N,성신고등학교,
,사립,4,울산광역시 남구,,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,10483000,28190000,0,305359000,1550000,S070000095,5599089000,H100000001,7,일반고등학교,N,우신고등학교,
,사립,4,울산광역시 울주군,,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,20000000,21290000,0,337913000,1200000,S070000096,6880315000,H100000001,7,특성화고등학교,N,울산기술공업고등학교,
고,사립,4,울산광역시 울주군,4.0,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,3000000,21368000,0,94058000,1500000,S070000097,5619435000,H100000001,7,일반고등학교,N,울산경의고등학교,
,사립,4,울산광역시 중구,,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,17000000,14800000,0,344550000,44800000,S070000098,6423326000,H100000001,7,일반고등학교,N,울산고등학교,
고,사립,4,울산광역시 울주군,4.0,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,10000000,7500000,0,403016000,7000000,S070000108,3113968000,H100000001,7,일반고등학교,N,울산예술고등학교,
고,사립,4,울산광역시 남구,4.0,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,20000000,42800000,0,124088000,4750000,S070000111,6107848000,H100000001,7,일반고등학교,N,울산제일고등학교,
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,20000000,31840000,0,577059000,286002000,S070000120,6175861000,H100000001,7,일반고등학교,N,현대고등학교,
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,20000000,80300000,0,1050764000,317295000,S070000123,7245744000,H100000001,7,특수목적고등학교,N,현대공업고등학교,
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,5000000,130400000,0,6125304000,4075069000,S070000124,5000000,H100000001,7,자율고등학교,N,현대청운고등학교,
