SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
고,사립,4,울산광역시 남구,4.0,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,15000000,9548000,0,39646000,1100000,S070000087,6869064000,H100000001,7,일반고등학교,N,울산삼일고등학교
,사립,4,울산광역시 남구,,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,10000000,16343000,0,391251000,13060000,S070000089,6114264000,H100000001,7,일반고등학교,N,성광여자고등학교
고,사립,4,울산광역시 중구,4.0,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,0,7944000,0,105360000,40000000,S070000090,8206040000,H100000001,7,일반고등학교,N,성신고등학교
,사립,4,울산광역시 남구,,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,10000000,20866000,0,225116000,1850000,S070000095,6018106000,H100000001,7,일반고등학교,N,우신고등학교
,사립,4,울산광역시 울주군,,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,20000000,17330000,0,378347000,1000000,S070000096,7456314000,H100000001,7,특성화고등학교,N,울산기술공업고등학교
고,사립,4,울산광역시 울주군,4.0,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,3000000,7900000,0,57454000,2346000,S070000097,5114413000,H100000001,7,일반고등학교,N,울산경의고등학교
,사립,4,울산광역시 중구,,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,0,9966000,0,337875000,46860000,S070000098,5981038000,H100000001,7,일반고등학교,N,울산고등학교
고,사립,4,울산광역시 울주군,4.0,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,5000000,7600000,0,768170000,3000000,S070000108,2361002000,H100000001,7,일반고등학교,N,울산예술고등학교
고,사립,4,울산광역시 남구,4.0,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,9000000,26800000,0,153504000,1443000,S070000111,7376298000,H100000001,7,일반고등학교,N,울산제일고등학교
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,10000000,25850000,0,623744000,208608000,S070000120,6083903000,H100000001,7,일반고등학교,N,현대고등학교
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,15000000,65000000,0,1025280000,201170000,S070000123,7245009000,H100000001,7,특수목적고등학교,N,현대공업고등학교
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,예산세입,10000000,129900000,0,6379320000,4183246000,S070000124,5000000,H100000001,7,자율고등학교,N,현대청운고등학교
