FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE
사립,3,울산광역시 동구,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,결산세입,680772351,26034285,0,124851080,276208880,S070000346,7316069480,H100000001,7,N,현대청운중학교,중,3.0
사립,3,울산광역시 동구,울산광역시강북교육지원청,울산광역시교육청,H100000058,N,복식부기,결산세입,25584116,24874845,0,57680340,104889000,S070000349,6757770590,H100000001,7,N,현대중학교,중,3.0
