SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
고,사립,4,울산광역시 남구,4.0,울산광역시교육청,울산광역시교육청,H100000001,5000000,N,611783000,복식부기,예산세출,371869000,138451000,77768000,14545000,324567000,S070000087,5390375000,48833507.0,H100000001,7,일반고등학교,N,울산삼일고등학교
,사립,4,울산광역시 남구,,울산광역시교육청,울산광역시교육청,H100000001,18128000,N,75000000,복식부기,예산세출,354043000,204751000,50205000,312075000,840712000,S070000089,4690004000,13692297.1,H100000001,7,일반고등학교,N,성광여자고등학교
고,사립,4,울산광역시 중구,4.0,울산광역시교육청,울산광역시교육청,H100000001,5002000,N,1869021000,복식부기,예산세출,273755000,235903000,11000000,301849000,813854000,S070000090,4848960000,14563317.1,H100000001,7,일반고등학교,N,성신고등학교
,사립,4,울산광역시 남구,,울산광역시교육청,울산광역시교육청,H100000001,10000000,N,72733000,복식부기,예산세출,306605000,178277000,41730000,198639000,708840000,S070000095,4759114000,13643343.5,H100000001,7,일반고등학교,N,우신고등학교
,사립,4,울산광역시 울주군,,울산광역시교육청,울산광역시교육청,H100000001,23116000,N,360000000,복식부기,예산세출,490388000,112432000,493585000,222364000,828054000,S070000096,5343052000,15872965.7,H100000001,7,특성화고등학교,N,울산기술공업고등학교
고,사립,4,울산광역시 울주군,4.0,울산광역시교육청,울산광역시교육청,H100000001,5500000,N,0,복식부기,예산세출,355734000,179971000,35620000,194371000,643064000,S070000097,3770853000,12002576.4,H100000001,7,일반고등학교,N,울산경의고등학교
,사립,4,울산광역시 중구,,울산광역시교육청,울산광역시교육청,H100000001,0,N,0,복식부기,예산세출,303386000,178085000,82066000,141830000,1035878000,S070000098,4634494000,11284493.8,H100000001,7,일반고등학교,N,울산고등학교
고,사립,4,울산광역시 울주군,4.0,울산광역시교육청,울산광역시교육청,H100000001,0,N,0,복식부기,예산세출,67839000,2354000,81499000,58386000,27075000,S070000108,2907619000,13103216.7,H100000001,7,일반고등학교,N,울산예술고등학교
고,사립,4,울산광역시 남구,4.0,울산광역시교육청,울산광역시교육청,H100000001,5000000,N,1487596000,복식부기,예산세출,480912000,124360000,75497000,171564000,623541000,S070000111,4598575000,17888995.3,H100000001,7,일반고등학교,N,울산제일고등학교
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,10000000,N,0,복식부기,예산세출,292073000,252806000,423510000,283163000,1015258000,S070000120,4675295000,12326427.3,H100000001,7,일반고등학교,N,현대고등학교
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,15000000,N,121570000,복식부기,예산세출,523322000,438291000,214365000,1335073000,1576135000,S070000123,4327703000,25151350.0,H100000001,7,특수목적고등학교,N,현대공업고등학교
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,10000000,N,0,복식부기,예산세출,425057000,238072000,160901000,825328000,4084644000,S070000124,4963464000,20089054.4,H100000001,7,자율고등학교,N,현대청운고등학교
