SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,4,울산광역시 남구,4.0,울산광역시교육청,울산광역시교육청,H100000001,619716000,N,15600000,복식부기,결산세출,403200286,132990220,75768030,57561370,343633000,S070000087,5350782810,49290505.0,H100000001,7,일반고등학교,N,울산삼일고등학교,
,사립,4,울산광역시 남구,,울산광역시교육청,울산광역시교육청,H100000001,6693000,N,1699184380,미지정,결산세출,294581660,556462330,60196250,519143460,970514490,S070000089,4944254950,18935210.3,H100000001,7,일반고등학교,N,성광여자고등학교,
고,사립,4,울산광역시 중구,4.0,울산광역시교육청,울산광역시교육청,H100000001,184151450,N,3474162870,미지정,결산세출,293015520,816839875,19594860,459366807,957170620,S070000090,4625117870,18866585.1,H100000001,7,일반고등학교,N,성신고등학교,
,사립,4,울산광역시 남구,,울산광역시교육청,울산광역시교육청,H100000001,5910000,N,395371430,미지정,결산세출,329920970,474883440,27281730,815325510,863356780,S070000095,5872767800,19097429.7,H100000001,7,일반고등학교,N,우신고등학교,
,사립,4,울산광역시 울주군,,울산광역시교육청,울산광역시교육청,H100000001,38550100,N,687949110,미지정,결산세출,470821660,544898430,888363890,845280920,995951580,S070000096,5263153020,19626953.0,H100000001,7,특성화고등학교,N,울산기술공업고등학교,
고,사립,4,울산광역시 울주군,4.0,울산광역시교육청,울산광역시교육청,H100000001,148696000,N,2735775530,미지정,결산세출,398986840,699346380,169623820,770406490,822954810,S070000097,3959683630,22466373.8,H100000001,7,일반고등학교,N,울산경의고등학교,
,사립,4,울산광역시 중구,,울산광역시교육청,울산광역시교육청,H100000001,97765000,N,823874510,미지정,결산세출,333812186,740361150,150234900,646754916,1297253340,S070000098,4662710850,15491622.7,H100000001,7,일반고등학교,N,울산고등학교,
고,사립,4,울산광역시 울주군,4.0,울산광역시교육청,울산광역시교육청,H100000001,503847000,N,1249582160,복식부기,결산세출,444861886,346210270,123940660,237576610,504788240,S070000108,2890558870,26255690.4,H100000001,7,일반고등학교,N,울산예술고등학교,
고,사립,4,울산광역시 남구,4.0,울산광역시교육청,울산광역시교육청,H100000001,17591000,N,1487596000,미지정,결산세출,537715091,557107360,47111980,548675500,741463050,S070000111,4711155780,20445427.3,H100000001,7,일반고등학교,N,울산제일고등학교,
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,42891220,N,2230935940,미지정,결산세출,345249471,729286358,522780160,1016805589,1263287900,S070000120,4829521770,19469429.8,H100000001,7,일반고등학교,N,현대고등학교,
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,23021000,N,649975020,복식부기,결산세출,530360930,1259750370,537222290,1668141589,1658496780,S070000123,4485554430,31801536.5,H100000001,7,특수목적고등학교,N,현대공업고등학교,
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,22933000,N,471038530,복식부기,결산세출,441364932,572670360,174550840,1084844981,3949064360,S070000124,4825330730,21654404.8,H100000001,7,자율고등학교,N,현대청운고등학교,
