SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,4,울산광역시 남구,4.0,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,결산세입,18076431,17664526,0,31952840,13038800,S070000087,6932484380,H100000001,7,일반고등학교,N,울산삼일고등학교,
,사립,4,울산광역시 남구,,울산광역시교육청,울산광역시교육청,H100000001,N,미지정,결산세입,18204157,44615222,0,265118970,19480000,S070000089,8722800010,H100000001,7,일반고등학교,N,성광여자고등학교,
고,사립,4,울산광역시 중구,4.0,울산광역시교육청,울산광역시교육청,H100000001,N,미지정,결산세입,43104811,72510597,0,111361050,57076000,S070000090,10697863130,H100000001,7,일반고등학교,N,성신고등학교,
,사립,4,울산광역시 남구,,울산광역시교육청,울산광역시교육청,H100000001,N,미지정,결산세입,21676158,24789364,0,175886640,1750000,S070000095,8616060950,H100000001,7,일반고등학교,N,우신고등학교,
,사립,4,울산광역시 울주군,,울산광역시교육청,울산광역시교육청,H100000001,N,미지정,결산세입,230400185,32344437,0,219762990,116061365,S070000096,9144622890,H100000001,7,특성화고등학교,N,울산기술공업고등학교,
고,사립,4,울산광역시 울주군,4.0,울산광역시교육청,울산광역시교육청,H100000001,N,미지정,결산세입,30244628,82315958,0,80926300,2608744,S070000097,9533321300,H100000001,7,일반고등학교,N,울산경의고등학교,
,사립,4,울산광역시 중구,,울산광역시교육청,울산광역시교육청,H100000001,N,미지정,결산세입,16741389,82687110,0,366914910,55381810,S070000098,8246001940,H100000001,7,일반고등학교,N,울산고등학교,
고,사립,4,울산광역시 울주군,4.0,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,결산세입,6907089,39708584,0,424933290,214711480,S070000108,5630882720,H100000001,7,일반고등학교,N,울산예술고등학교,
고,사립,4,울산광역시 남구,4.0,울산광역시교육청,울산광역시교육청,H100000001,N,미지정,결산세입,12424805,41287438,0,96549190,2050000,S070000111,8511271930,H100000001,7,일반고등학교,N,울산제일고등학교,
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,N,미지정,결산세입,17238681,68505151,0,382166150,327488000,S070000120,10254920620,H100000001,7,일반고등학교,N,현대고등학교,
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,결산세입,58679764,154565542,0,822932930,325029179,S070000123,9497396050,H100000001,7,특수목적고등학교,N,현대공업고등학교,
,사립,4,울산광역시 동구,,울산광역시교육청,울산광역시교육청,H100000001,N,복식부기,결산세입,7744652,137159220,0,5597124380,4080645000,S070000124,1725645940,H100000001,7,자율고등학교,N,현대청운고등학교,
