"공시년도","학교급명","시도교육청명","층화학교ID","70%추출","연간1인당보건실이용건수","보건실이용률","주간평균보건실이용학생수","전체보건실이용학생수","보건실이용_학교수"
"2021",고등학교,경기도교육청,"1761498250",Y,4.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,4507,1
"2021",고등학교,경기도교육청,"1762751898",Y,1.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1694,1
"2021",고등학교,경기도교육청,"1864865048",Y,1.1000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1094,1
"2021",고등학교,경기도교육청,"1877222219",Y,5.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1133,1
"2021",고등학교,경기도교육청,"1921292345",Y,14.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,6037,1
"2021",고등학교,경기도교육청,"1930092637",Y,1.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1308,1
"2021",고등학교,경기도교육청,"1949828475",Y,1.5000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1333,1
"2021",고등학교,경기도교육청,"1975380261",Y,2.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2275,1
"2021",고등학교,경기도교육청,"1986892936",Y,4.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1801,1
"2021",고등학교,경기도교육청,"1993706214",Y,2.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1519,1
"2021",고등학교,경기도교육청,"2034912084",Y,2.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2346,1
"2021",고등학교,경기도교육청,"2050981910",Y,2.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1865,1
"2021",고등학교,경기도교육청,"2097049476",Y,1.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1994,1
"2021",고등학교,경기도교육청,"2159927196",Y,3.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2606,1
"2021",고등학교,경기도교육청,"2175302176",Y,0.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,123,1
"2021",고등학교,경기도교육청,"2194297862",Y,5.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2707,1
"2021",고등학교,경기도교육청,"2215812538",Y,2.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2254,1
"2021",고등학교,경기도교육청,"2287347421",Y,2.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1715,1
"2021",고등학교,경기도교육청,"2294076375",Y,2.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2168,1
"2021",고등학교,경기도교육청,"2337170855",Y,1.9000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1179,1
"2021",고등학교,경기도교육청,"2416359898",Y,2.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2496,1
"2021",고등학교,경기도교육청,"2422051850",Y,3.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1724,1
"2021",고등학교,경기도교육청,"2437461732",Y,2.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2675,1
"2021",고등학교,경기도교육청,"2468963918",Y,4.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2374,1
"2021",고등학교,경기도교육청,"2473936561",Y,0.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,208,1
"2021",고등학교,경기도교육청,"2476325401",Y,2.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2166,1
"2021",고등학교,경기도교육청,"2500124443",Y,1.9000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1412,1
"2021",고등학교,경기도교육청,"2526699902",Y,3.5000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3172,1
"2021",고등학교,경기도교육청,"2591371840",Y,5.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3876,1
"2021",고등학교,경기도교육청,"2618418393",Y,1.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1494,1
"2021",고등학교,경기도교육청,"2638623839",Y,2.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2294,1
"2021",고등학교,경기도교육청,"2656744418",Y,1.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1226,1
"2021",고등학교,경기도교육청,"2679093780",Y,6.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1359,1
"2021",고등학교,경기도교육청,"2702991952",Y,4.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1683,1
"2021",고등학교,경기도교육청,"2714320088",Y,4.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1020,1
"2021",고등학교,경기도교육청,"2815116901",Y,4.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,750,1
"2021",고등학교,경기도교육청,"2862332250",Y,1.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1234,1
"2021",고등학교,경기도교육청,"2889755149",Y,6.5000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,4073,1
"2021",고등학교,경기도교육청,"2891376435",Y,2.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2300,1
"2021",고등학교,경기도교육청,"2911595623",Y,3.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2356,1
"2021",고등학교,경기도교육청,"2945363774",Y,3.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3086,1
"2021",고등학교,경기도교육청,"2946636354",Y,2.9000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2187,1
"2021",고등학교,경기도교육청,"2960540208",Y,1.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1168,1
"2021",고등학교,경기도교육청,"2980809188",Y,4.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2594,1
"2021",고등학교,경기도교육청,"2989394526",Y,1.1000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,892,1
"2021",고등학교,경기도교육청,"2993759698",Y,5.1000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,421,1
"2021",고등학교,경기도교육청,"3021300688",Y,2.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,671,1
"2021",고등학교,경기도교육청,"3068964994",Y,2.1000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2158,1
"2021",고등학교,경기도교육청,"3071493151",Y,6.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,6390,1
"2021",고등학교,경기도교육청,"3119339202",Y,2.5000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2781,1
"2021",고등학교,경기도교육청,"3223194560",Y,2.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2134,1
"2021",고등학교,경기도교육청,"3229192585",Y,2.1000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1424,1
"2021",고등학교,경기도교육청,"3274730698",Y,4.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2815,1
"2021",고등학교,경기도교육청,"3469195460",Y,5.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1291,1
"2021",고등학교,경기도교육청,"3471763036",Y,2.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1778,1
"2021",고등학교,경기도교육청,"3532532350",Y,2.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1395,1
"2021",고등학교,경기도교육청,"3550458528",Y,9.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1096,1
"2021",고등학교,경기도교육청,"3564308987",Y,1.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,879,1
"2021",고등학교,경기도교육청,"3605182316",Y,3.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2193,1
"2021",고등학교,경기도교육청,"3681246970",Y,1.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1370,1
"2021",고등학교,경기도교육청,"3734170760",Y,2.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2237,1
"2021",고등학교,경기도교육청,"3740726813",Y,0.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,546,1
"2021",고등학교,경기도교육청,"3742372158",Y,2.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2206,1
"2021",고등학교,경기도교육청,"3745857823",Y,4.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2987,1
"2021",고등학교,경기도교육청,"3749918573",Y,4.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3521,1
"2021",고등학교,경기도교육청,"3756586459",Y,1.9000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1863,1
"2021",고등학교,경기도교육청,"3769646656",Y,2.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2197,1
"2021",고등학교,경기도교육청,"3796444972",Y,2.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2089,1
"2021",고등학교,경기도교육청,"3816500451",Y,3.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1185,1
"2021",고등학교,경기도교육청,"3830754361",Y,2.1000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1981,1
"2021",고등학교,경기도교육청,"3877752977",Y,2.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2158,1
"2021",고등학교,경기도교육청,"3887858809",Y,2.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2216,1
"2021",고등학교,경기도교육청,"3901626112",Y,2.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1839,1
"2021",고등학교,경기도교육청,"3903822975",Y,2.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2005,1
"2021",고등학교,경기도교육청,"3923928917",Y,3.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2373,1
"2021",고등학교,경기도교육청,"3934172318",Y,2.1000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1697,1
"2021",고등학교,경기도교육청,"4003004657",Y,1.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1946,1
"2021",고등학교,경기도교육청,"4025442192",Y,1.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1688,1
"2021",고등학교,경기도교육청,"4027203369",Y,2.5000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2022,1
"2021",고등학교,경기도교육청,"4035008663",Y,2.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1843,1
"2021",고등학교,경기도교육청,"4047500348",Y,2.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2330,1
"2021",고등학교,경기도교육청,"4087259368",Y,5.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,4716,1
"2021",고등학교,경기도교육청,"4090188282",Y,2.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1104,1
"2021",고등학교,경기도교육청,"4116929898",Y,5.1000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,4967,1
"2021",고등학교,경기도교육청,"4150801339",Y,4.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1568,1
"2021",고등학교,경기도교육청,"4159280602",Y,3.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1223,1
"2021",고등학교,경기도교육청,"4212453460",Y,5.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3567,1
"2021",고등학교,경기도교육청,"4242822967",Y,2.5000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1257,1
"2021",고등학교,경기도교육청,"4249060518",Y,2.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3084,1
"2021",고등학교,경기도교육청,"4279485177",Y,4.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2880,1
"2021",고등학교,경기도교육청,"4281910726",Y,1.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1754,1
"2021",고등학교,경기도교육청,"4343836112",Y,2.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2002,1
"2021",고등학교,경기도교육청,"4365576318",Y,2.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2491,1
"2021",고등학교,경기도교육청,"4456542245",Y,5.5000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3994,1
"2021",고등학교,경기도교육청,"4465048034",Y,3.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3376,1
"2021",고등학교,경기도교육청,"4567736303",Y,1.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,786,1
"2021",고등학교,경기도교육청,"4571388995",Y,3.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3495,1
"2021",고등학교,경기도교육청,"4588864641",Y,1.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,800,1
"2021",고등학교,경기도교육청,"4597521727",Y,2.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1158,1
"2021",고등학교,경기도교육청,"4616332129",Y,2.5000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2104,1
"2021",고등학교,경기도교육청,"4618095521",Y,3.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2850,1
"2021",고등학교,경기도교육청,"4632223601",Y,2.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3011,1
"2021",고등학교,경기도교육청,"4676020971",Y,4.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,4300,1
"2021",고등학교,경기도교육청,"4721659796",Y,2.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2259,1
"2021",고등학교,경기도교육청,"4739649273",Y,12.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,7615,1
"2021",고등학교,경기도교육청,"4775912874",Y,2.1000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,734,1
"2021",고등학교,경기도교육청,"4817800635",Y,1.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1436,1
"2021",고등학교,경기도교육청,"4836621079",Y,2.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2178,1
"2021",고등학교,경기도교육청,"4863753006",Y,2.1000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1352,1
"2021",고등학교,경기도교육청,"4918134895",Y,1.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,936,1
"2021",고등학교,경기도교육청,"4921302875",Y,3.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1072,1
"2021",고등학교,경기도교육청,"4969249633",Y,1.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,600,1
"2021",고등학교,경기도교육청,"4990849769",Y,3.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2721,1
"2021",고등학교,경기도교육청,"4999163965",Y,4.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1980,1
"2021",고등학교,경기도교육청,"5004337328",Y,6.1000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3956,1
"2021",고등학교,경기도교육청,"5046174733",Y,2.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2024,1
"2021",고등학교,경기도교육청,"5072387770",Y,2.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2727,1
"2021",고등학교,경기도교육청,"5091799626",Y,3.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2794,1
"2021",고등학교,경기도교육청,"5097828820",Y,1.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,896,1
"2021",고등학교,경기도교육청,"5148011766",Y,1.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1334,1
"2021",고등학교,경기도교육청,"5182995498",Y,1.5000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1516,1
"2021",고등학교,경기도교육청,"5188554006",Y,4.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1000,1
"2021",고등학교,경기도교육청,"5214350287",Y,2.1000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1917,1
"2021",고등학교,경기도교육청,"5218378537",Y,1.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1285,1
"2021",고등학교,경기도교육청,"5220969611",Y,1.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1017,1
"2021",고등학교,경기도교육청,"5295503765",Y,6.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1473,1
"2021",고등학교,경기도교육청,"5342760140",Y,4.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3171,1
"2021",고등학교,경기도교육청,"5360434579",Y,2.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1920,1
"2021",고등학교,경기도교육청,"5373213992",Y,1.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1470,1
"2021",고등학교,경기도교육청,"5380470666",Y,4.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2810,1
"2021",고등학교,경기도교육청,"5382837153",Y,1.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1194,1
"2021",고등학교,경기도교육청,"5393970298",Y,1.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1534,1
"2021",고등학교,경기도교육청,"5411074773",Y,2.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1632,1
"2021",고등학교,경기도교육청,"5457533917",Y,1.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1137,1
"2021",고등학교,경기도교육청,"5496180245",Y,2.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1740,1
"2021",고등학교,경기도교육청,"5539434389",Y,2.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2384,1
"2021",고등학교,경기도교육청,"5544649466",Y,1.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1246,1
"2021",고등학교,경기도교육청,"5569909805",Y,4.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,4179,1
"2021",고등학교,경기도교육청,"5577513137",Y,5.1000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1603,1
"2021",고등학교,경기도교육청,"5599263858",Y,6.5000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3855,1
"2021",고등학교,경기도교육청,"5651611900",Y,2.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3027,1
"2021",고등학교,경기도교육청,"5756534436",Y,2.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2278,1
"2021",고등학교,경기도교육청,"5772180599",Y,1.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1730,1
"2021",고등학교,경기도교육청,"5831772866",Y,3.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3042,1
"2021",고등학교,경기도교육청,"5839104785",Y,1.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,922,1
"2021",고등학교,경기도교육청,"5848851007",Y,2.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1410,1
"2021",고등학교,경기도교육청,"5882632656",Y,3.5000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2571,1
"2021",고등학교,경기도교육청,"5888615124",Y,5.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1815,1
"2021",고등학교,경기도교육청,"5900249971",Y,3.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2091,1
"2021",고등학교,경기도교육청,"5936886356",Y,4.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,296,1
"2021",고등학교,경기도교육청,"6037067097",Y,0.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,570,1
"2021",고등학교,경기도교육청,"6056464928",Y,2.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1995,1
"2021",고등학교,경기도교육청,"6056567083",Y,1.9000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,800,1
"2021",고등학교,경기도교육청,"6061347391",Y,2.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1862,1
"2021",고등학교,경기도교육청,"6076508484",Y,8.5000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1010,1
"2021",고등학교,경기도교육청,"6093811418",Y,3.5000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2130,1
"2021",고등학교,경기도교육청,"6109125375",Y,2.5000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2000,1
"2021",고등학교,경기도교육청,"6109849601",Y,4.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1136,1
"2021",고등학교,경기도교육청,"6128609068",Y,1.9000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1321,1
"2021",고등학교,경기도교육청,"6131534583",Y,3.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2200,1
"2021",고등학교,경기도교육청,"6175647812",Y,5.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,4027,1
"2021",고등학교,경기도교육청,"6181415322",Y,2.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1848,1
"2021",고등학교,경기도교육청,"6212171136",Y,1.9000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1500,1
"2021",고등학교,경기도교육청,"6285481635",Y,3.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3322,1
"2021",고등학교,경기도교육청,"6299727661",Y,1.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,968,1
"2021",고등학교,경기도교육청,"6303634186",Y,3.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1485,1
"2021",고등학교,경기도교육청,"6324375995",Y,3.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2878,1
"2021",고등학교,경기도교육청,"6351576772",Y,2.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1784,1
"2021",고등학교,경기도교육청,"6369544255",Y,2.5000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2364,1
"2021",고등학교,경기도교육청,"6408910915",Y,2.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1821,1
"2021",고등학교,경기도교육청,"6531776737",Y,8.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,651,1
"2021",고등학교,경기도교육청,"6532984736",Y,2.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2139,1
"2021",고등학교,경기도교육청,"6560628936",Y,2.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2492,1
"2021",고등학교,경기도교육청,"6600496368",Y,3.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2949,1
"2021",고등학교,경기도교육청,"6614669439",Y,2.9000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1817,1
"2021",고등학교,경기도교육청,"6676143720",Y,3.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2150,1
"2021",고등학교,경기도교육청,"6680349411",Y,2.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2801,1
"2021",고등학교,경기도교육청,"6710385139",Y,13.2000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3216,1
"2021",고등학교,경기도교육청,"6723471976",Y,2.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1621,1
"2021",고등학교,경기도교육청,"6773109791",Y,3.6000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2438,1
"2021",고등학교,경기도교육청,"6784949762",Y,1.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1258,1
"2021",고등학교,경기도교육청,"6799264219",Y,2.7000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2909,1
"2021",고등학교,경기도교육청,"6850312340",Y,2.1000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2214,1
"2021",고등학교,경기도교육청,"6865250454",Y,3.5000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2658,1
"2021",고등학교,경기도교육청,"6872632731",Y,2.5000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1952,1
"2021",고등학교,경기도교육청,"6881289989",Y,1.9000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1310,1
"2021",고등학교,경기도교육청,"6922611595",Y,1.8000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2000,1
"2021",고등학교,경기도교육청,"6940679768",Y,2.4000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1324,1
"2021",고등학교,경기도교육청,"6953868328",Y,2.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,2221,1
"2021",고등학교,경기도교육청,"6981397849",Y,2.9000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1297,1
"2021",고등학교,경기도교육청,"6985410160",Y,1.3000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,1067,1
"2021",고등학교,경기도교육청,"7075733078",Y,4.0000000000000000000000000,0.00000000000000000000000000,0.00000000000000000000000,3010,1
