뉴스 식별자,criticality_score
1100401.202211011,0.7533302783966065
1100801.202211011,0.4235752987861633
1100751.202211091,0.7423650681972503
1100401.20221123,0.4208914268016815
1100401.2022113,0.4194720733165741
1100301.202211021,0.41815820217132565
1100901.20221129,0.7377927243709564
1100401.202211021,0.4173157203197479
1100101.202211011,0.8155328559875489
1100611.20221124,0.41315743803977967
1101101.202211011,0.4130600023269653
1100301.202211171,0.4116041350364685
1100701.20221102,0.41123674392700194
1100751.202211241,0.7284249663352966
1100901.20221128,0.40553735375404354
1100401.20221122,0.4043021249771118
1100101.202211231,0.6841919219493866
1100901.202211181,0.4022516655921936
1100751.202211011,0.7214173197746276
1100401.20221103,0.40025470733642576
1100901.202211021,0.4000130045413971
1100751.20221102,0.39993082165718075
1100701.202211241,0.7994902241230012
1100501.202211301,0.7392182302474976
1100751.202211131,0.7989250111579895
1100751.202211021,0.718543404340744
1100101.202211232,0.39791912913322447
1100701.20221111,0.3972956228256226
1100201.202211301,0.3968188333511352
1100901.202211111,0.39672980189323426
1100801.202211041,0.7167038559913635
1101101.202211301,0.8365716588497163
1100751.20221121,0.3960438358783722
1100101.2022111,0.3955354678630829
1100611.202211241,0.39529194116592403
1100101.202211102,0.3951309370994568
1100751.202211031,0.7147962868213653
1100751.202211061,0.7543317639827729
1100301.20221109,0.5140467345714569
1100201.202211071,0.39356542110443116
1100701.202211142,0.3935124385356903
1100301.202211301,0.793472580909729
1101001.202211241,0.3931388604640961
1100701.20221123,0.39301236748695373
1100901.202211011,0.39265543699264527
1100751.202211031,0.3924293982982635
1101101.202211111,0.39234558820724486
1100301.202211251,0.7122406244277955
1100701.202211221,0.39216577291488647
1100751.202211281,0.632029641866684
1101001.202211111,0.6316138637065887
1101101.20221103,0.3916045117378235
1100101.202211251,0.39154897212982176
1100801.20221116,0.39127191781997683
1100751.20221103,0.6311085355281829
1100751.202211031,0.39101920008659363
1100801.202211031,0.7107855260372162
1100301.202211171,0.39077730059623716
1101001.202211301,0.7906971561908722
1100751.20221124,0.790497546195984
1100611.202211251,0.39020148396492005
1100751.20221103,0.39015992760658263
1100751.20221102,0.7901350545883179
1100201.20221116,0.38999826192855835
1100751.20221123,0.6297005903720856
1100701.20221109,0.3896209287643433
1100301.202211111,0.3895046818256378
1100611.202211161,0.6294967603683471
1100751.202211071,0.38949245095252993
1100301.202211181,0.3893738615512848
1100301.202211081,0.6292616379261017
1101001.202211251,0.7091544032096863
1100501.202211031,0.3889926660060883
1101101.202211191,0.7089896440505982
1100751.202211251,0.38894063115119937
1100901.20221102,0.3888937819004059
1100501.202211251,0.38889002680778506
1100701.202211161,0.38884112119674685
1100201.202211242,0.38850706100463867
1100101.202211281,0.3881498622894287
1100751.202211141,0.6277901601791381
1100611.202211171,0.6677658414840698
1100751.202211211,0.6276807081699372
1100301.202211231,0.38762422084808346
1100751.202211301,0.7876058924198152
1100401.20221102,0.3873457002639771
1100501.202211031,0.7873203444480896
1100301.202211211,0.6673117434978485
1100301.202211241,0.7873116540908814
1100751.202211211,0.38730646848678585
1100751.202211031,0.3872663605213165
1100201.202211151,0.3872480499744415
1100611.202211041,0.3872240710258484
1100901.202211021,0.7071127235889435
1100301.202211081,0.38704489946365356
1100301.20221109,0.38644565820693966
1101101.20221103,0.3864283311367035
1100401.20221125,0.38617055296897884
1100301.202211301,0.38613325238227847
1100101.202211301,0.6259162974357605
1100801.20221112,0.3858386206626892
1101001.202211051,0.3856107580661774
1100301.202211081,0.3856056082248688
1100751.202211241,0.38558472275733946
1100301.202211241,0.3855351197719574
1100611.20221116,0.3851979124546051
1100751.202211031,0.38517997741699217
1100751.202211211,0.7851727354526521
1100101.202211021,0.6251275312900543
1100201.202211011,0.3850287187099457
1100751.202211031,0.385005669593811
1100301.202211181,0.384964542388916
1100751.202211161,0.6249365043640136
1100501.202211141,0.6648987746238708
1100801.202211302,0.7845450270175934
1100611.20221125,0.38452905893325806
1100401.2022111,0.3844835865497589
1100301.202211011,0.38440741181373594
1100201.202211221,0.7843337762355805
1100611.202211221,0.3842667925357819
1100901.202211301,0.3842027056217193
1100611.202211071,0.3840820598602295
1100611.202211171,0.383850656747818
1100201.202211291,0.38381938219070433
1100301.202211041,0.3837833690643311
1100751.202211161,0.38358400940895077
1100751.202211281,0.3835334587097168
1100701.20221117,0.5035293996334076
1100611.202211101,0.3834341812133789
1100401.2022113,0.383423523902893
1100751.202211031,0.38331587791442867
1100611.202211101,0.3832424211502075
1100751.202211211,0.7031325399875641
1100751.202211021,0.3830336201190948
1100701.202211022,0.7029497385025024
1100751.202211211,0.38260700583457946
1100611.202211091,0.6225973677635193
