뉴스 식별자,criticality_score
1100301.202305031,0.4286128449440002
1100901.202305171,0.42522010087966916
1100751.202305281,0.4213528382778168
1100101.202305171,0.42090900421142574
1100101.202305251,0.4203873324394226
1100751.202305171,0.41700685501098633
1100701.202305142,0.41643552660942074
1101101.202305171,0.6556453478336334
1100751.202305021,0.6551280570030212
1100101.202305231,0.414376323223114
1100751.202305081,0.6542450380325318
1100101.202305181,0.41393075466156004
1100611.20230518,0.733526599407196
1100751.20230517,0.7319206535816193
1101001.202305071,0.8111059594154358
1100401.20230516,0.4105324673652649
1100611.20230516,0.7304298281669617
1100201.202305292,0.4103125262260437
1100401.20230515,0.40976358532905577
1100701.202305292,0.40965518832206727
1100751.202305161,0.4085282492637634
1100301.202305021,0.7279169917106628
1101001.202305171,0.6471011710166931
1100751.202305011,0.7270843267440796
1100611.202305161,0.40669962644577023
1100701.202305311,0.6453705382347107
1100401.20230515,0.6848095989227294
1101001.202305301,0.4041048753261566
1100751.202305021,0.4039508986473084
1100751.202305231,0.40387315034866333
1100901.202305141,0.4034704077243805
1101101.202305082,0.40340676784515384
1100101.202305161,0.6427894663810729
1100201.20230512,0.402233784198761
1100301.202305241,0.40162840962409974
1100751.202305101,0.4011586833000183
1100801.202305171,0.7207591235637665
1100301.202305161,0.7206593096256256
1100401.202305281,0.3999050545692444
1100751.202305121,0.39984214782714844
1100701.202305291,0.39982020735740664
1100801.20230512,0.39981621980667115
1100301.202305021,0.399679194688797
1100751.20230525,0.39963964104652405
1100751.202305291,0.639466906785965
1100401.20230511,0.39943625807762145
1100901.202305081,0.39935754418373104
1100301.202305101,0.39876479387283326
1100301.202305021,0.39869931221008303
1100501.202305011,0.6386881184577942
1100901.202305221,0.398421882390976
1100101.202305091,0.678345046043396
1101001.202305091,0.3983202803134918
1100751.202305291,0.39805615425109864
1100701.202305151,0.39798527240753173
1100751.20230526,0.3979349184036255
1100301.202305151,0.3972309815883637
1100301.202305101,0.39716246008872985
1100501.202305311,0.7171254098415375
1100751.202305221,0.3965755033493042
1100201.202305021,0.39651842594146725
1100701.202305182,0.3963662552833557
