뉴스 식별자,criticality_score
1100101.20230306,0.42616055488586424
1100611.20230328,0.42213863611221314
1100751.202303201,0.4162648665904999
1100201.202303091,0.6556394290924072
1100101.202303122,0.4144815373420715
1100401.20230323,0.4135090935230255
1100201.20230309,0.4134995985031128
1100501.20230306,0.7334378719329834
1100101.202303221,0.412939749956131
1100301.202303161,0.4125926721096039
1100751.202303141,0.41144423961639404
1100301.202303171,0.5308838367462159
1100901.202303152,0.41060640692710876
1100101.202303302,0.41022925257682796
1101001.202303201,0.4095521557331085
1100301.202303221,0.6494429719448089
1100751.202303071,0.4093557465076446
1100751.202303281,0.8086544740200043
1100301.202303131,0.40760016918182373
1100701.202303202,0.4072670567035675
1100301.202303241,0.406460462808609
1100751.202303131,0.6462631595134735
1100901.20230322,0.4057517874240875
1100751.202303081,0.8056375789642335
1100801.202303032,0.805279861688614
1100201.2023031,0.4043091344833374
1100901.2023033,0.40420787215232845
1100751.202303211,0.4040338861942291
1100611.202303221,0.4039469647407532
1100751.202303051,0.6433757078647613
1100751.202303301,0.4031776356697082
1100751.202303141,0.642567468881607
1100901.202303151,0.7621129417419434
1100201.202303161,0.4018964874744415
1100701.202303192,0.40185006737709045
1100751.202303201,0.40163023352622984
1100801.20230316,0.4016233491897583
1100201.20230303,0.6815918958187103
1100301.202303251,0.52135528922081
1100301.202303231,0.4011759030818939
1100701.20230324,0.4009036946296692
1101101.202303201,0.6407781851291656
1100751.202303201,0.4002350914478302
1100801.20230321,0.39989232301712035
1100301.20230319,0.3995841729640961
1100751.202303061,0.3994498300552368
1100301.202303171,0.39924054622650146
1100901.20230324,0.3990613031387329
1100301.202303161,0.39903331875801085
1100101.202303191,0.7990221428871156
1100611.202303231,0.3986421811580658
1100201.20230316,0.39861569881439207
1100751.202303071,0.39833159923553463
1100751.20230314,0.3982828366756439
1100751.202303061,0.7979181277751923
1100751.202303161,0.6378205668926239
1100201.20230323,0.6375116300582886
1100501.202303131,0.3968334424495697
1100751.202303081,0.5166325449943543
1100611.202303051,0.3965669918060303
1100201.202303131,0.7964608299732209
1100701.202303021,0.6361121785640717
1100611.202303291,0.3960343050956726
1100751.20230303,0.6760342156887054
1100501.20230304,0.7957144606113434
1100301.202303171,0.39568674445152285
1100201.202303171,0.3955936360359192
1100401.20230316,0.5155870020389557
1100101.202303192,0.39543415188789366
1100401.202303011,0.7949177551269532
1100301.202303161,0.3948262202739715
1100751.202303061,0.5746207630634308
1100751.202303281,0.6345082890987396
1100611.202303311,0.3944464552402496
1100611.2023033,0.39443792581558224
1100751.202303071,0.6344374787807464
1100751.202303161,0.3944199013710022
1100901.202303011,0.3943425464630127
1100751.202303071,0.39417496204376223
1100101.202303172,0.7141152918338776
1100501.20230306,0.3940971958637237
1100501.20230315,0.6340934944152832
1100101.202303131,0.6339225482940674
1100301.20230314,0.753917899131775
1100701.20230301,0.3935411739349365
1100751.202303281,0.6333713006973266
1100701.2023032,0.3931268799304962
1100201.202303071,0.7929230499267579
1100301.202303241,0.3928907024860382
1100751.202303231,0.39277754902839657
1100611.202303161,0.6327158939838409
1100401.20230309,0.3922059524059296
1100701.202303151,0.3922034132480621
1100611.20230307,0.3921707797050476
1101101.20230314,0.39212049722671505
1100611.202303151,0.392108051776886
1101001.20230322,0.3920211482048035
1100751.202303151,0.7919688451290131
1100301.202303241,0.3919231402873993
1100501.202303031,0.3918438184261322
1100751.202303221,0.39174631118774417
1100701.20230308,0.39172116994857786
1100701.20230318,0.39150746941566467
1100101.202303091,0.7113756656646728
1100301.202303131,0.39134694814682003
1100401.20230316,0.6312887978553772
1100401.202303232,0.39118462085723876
1101001.202303061,0.3910697686672211
1100611.20230303,0.7909448850154878
1100701.2023032,0.39091777682304385
1101001.202303031,0.7908690679073335
1100201.202303051,0.4508418524265289
1100201.202303281,0.39073452830314637
1100751.202303231,0.39065610051155086
1100301.202303281,0.39063584089279174
1100501.202303221,0.39054462790489197
1100101.202303192,0.39048783659934994
1100101.20230331,0.3904165613651276
1101001.202303131,0.670407280921936
1100101.202303202,0.3903129744529724
1100701.20230301,0.3903079497814178
1100201.202303221,0.6302001070976258
1100101.20230315,0.3901280987262726
1100751.202303051,0.3900215256214142
1100201.202303231,0.5899462449550629
1101101.202303221,0.38982563495635986
1100751.202303281,0.7097188651561737
1100301.202303081,0.3296409201622009
1100801.20230303,0.7896183538436891
1101001.202303221,0.6895353662967681
1101001.202303091,0.5893753814697266
1100901.202303201,0.38928949713706973
1100301.202303071,0.3892453122138977
1100611.20230315,0.6290686619281769
1100101.2023033,0.7886720526218415
1100201.202303141,0.74865438580513
1100751.202303221,0.6285662126541137
1100611.202303191,0.38852962732315066
1100751.202303021,0.3884583520889282
1100501.20230308,0.3884321200847626
1100701.202303142,0.38833924412727355
1100501.202303201,0.38830128192901614
1100751.202303101,0.6282555413246155
1100101.202303212,0.3882347452640533
1100751.202303161,0.7080575048923492
1101101.202303191,0.3880376923084259
1100701.202303051,0.7879582810401917
1100751.202303161,0.6279418838024139
1100611.202303131,0.38789680480957034
1100501.202303291,0.3875275361537933
1100101.202303161,0.3874748396873474
1100701.20230313,0.38742881298065185
1100901.20230307,0.3873848068714142
1100901.202303231,0.38732692480087283
1100751.202303261,0.3872608530521393
1100101.202303261,0.38721706151962276
1100701.20230323,0.3871460723876953
1100611.202303151,0.3870547163486481
1100201.202303141,0.6269276511669158
1100751.20230306,0.7068162500858307
1100751.202303051,0.3867003786563873
1100751.202303261,0.626670194864273
1100401.2023031,0.3866463053226471
1100901.20230329,0.5065644085407257
1100301.20230324,0.3865277874469757
1100751.202303231,0.6265059542655944
1100751.202303201,0.7064338028430939
1100501.202303221,0.38639721751213074
1100101.20230311,0.38635823607444764
1100201.202303161,0.5863536942005158
1100701.20230324,0.386207925081253
1100301.202303241,0.3861301410198211
1100751.202303221,0.385946409702301
1100751.202303011,0.6259233963489532
1100201.20230314,0.3858641016483307
1101101.202303101,0.38552170872688296
1100501.202303281,0.3854286181926727
1100751.202303281,0.7053981482982635
1100301.202303291,0.3853310036659241
1100701.20230308,0.3852433669567108
1100101.202303221,0.3850928771495819
1101101.202303151,0.7849488067626954
1100751.202303221,0.6246389758586883
1100101.202303201,0.38459210872650146
1100751.202303121,0.6244643998146057
1101001.202303191,0.384347813129425
1100301.202303171,0.38432862639427184
1100101.20230307,0.3842253077030182
1100751.202303201,0.38411152839660645
1100611.202303231,0.3840739595890045
1100501.202303291,0.3840204584598541
1100751.202303101,0.6239149403572082
1100501.20230315,0.38390936136245724
1101001.202303081,0.3837765383720398
1100701.20230303,0.7837404358386995
1100751.202303201,0.7835218536853791
1100301.20230319,0.3833951997756958
1100701.202303021,0.3833868134021759
1100751.20230322,0.38334261059761043
1100101.202303091,0.38332465767860413
1100901.202303141,0.3832956004142761
1100751.202303261,0.38317216515541075
1100611.20230324,0.38315701961517334
1100301.202303131,0.5031230449676514
1100801.202303221,0.3831099021434784
1101001.202303031,0.7831032502651215
1100401.202303221,0.3830462443828583
1100751.202303091,0.5829654562473296
1100701.202303131,0.3828844714164734
1100611.202303081,0.38284155607223513
1100751.202303181,0.3826609182357788
1100201.202303081,0.7424961948394776
1100611.20230306,0.3824724304676056
1100701.202303191,0.382429050207138
1100501.202303291,0.382419912815094
1100901.20230306,0.3824046957492828
1100751.202303091,0.5823355484008789
1100901.20230316,0.38228714346885684
1100301.202303031,0.3821878659725189
1100501.20230303,0.7821627604961396
1100901.20230319,0.38211004614830013
1101001.202303011,0.38207809209823607
1100501.202303291,0.3818744587898254
1101001.202303201,0.3818592417240143
1100751.202303281,0.38172522068023684
1100751.202303171,0.78149405002594
1100701.202303231,0.3812196063995361
1100901.202303221,0.3810285258293152
1100901.20230303,0.381010537147522
1100101.202303171,0.3809862899780273
1100101.202303031,0.3809779393672943
1100301.202303151,0.3809698390960693
1101101.202303271,0.7809405672550203
1100751.202303161,0.38074288845062254
1100201.202303131,0.3807328033447266
1100501.202303092,0.780721949338913
1101101.202303171,0.38071107745170596
1100401.20230316,0.38070678591728213
1100751.202303161,0.38070220828056334
1100701.20230331,0.3806178617477417
1100301.20230328,0.38061689615249633
1100701.20230325,0.3804929423332214
1100751.202303021,0.6204136025905609
