정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,48009000
,교직원보수,0
,기타 교직원 보수,30038220
,교직원 복지 및 역량강화,17970780
학생복지/교육격차 해소,학생복지/교육격차 해소,727639940
,급식 관리,534746160
,기숙사 관리,0
,보건관리,69901670
,교육격차 해소,38157000
,학생복지,84835110
기본적 교육활동,기본적 교육활동,451012950
,교과 활동,371901870
,창의적 체험활동,65111080
,자유학기(년) 활동,14000000
선택적 교육활동,선택적 교육활동,222852560
,방과후학교 운영,0
,직업교육,0
,국제교육,0
,독서활동,53385510
,교기육성,168717050
,기타 선택적 교육활동,750000
교육활동 지원,교육활동 지원,569619150
,교무업무 운영,56754000
,생활지도 운영,16881190
,연구학교 운영,38901280
,학습지원실 운영,16338770
,교육여건 개선,440743910
학교 일반운영,학교 일반운영,337478040
,학교기관운영,120735730
,시설 장비 유지,214254060
,학교운영 협력,2488250
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,2715150
,반환금,2715150
,예비비,0
세출합계,세출합계,2359326790
