정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,7180203761
,교직원보수,5236094720
,기타 교직원 보수,1387393640
,교직원 복지 및 역량강화,556715401
학생복지/교육격차 해소,학생복지/교육격차 해소,4196724140
,급식 관리,2367878270
,기숙사 관리,1394040910
,보건관리,150809660
,교육격차 해소,1115900
,학생복지,282879400
기본적 교육활동,기본적 교육활동,661100384
,교과 활동,227297882
,창의적 체험활동,433802502
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,276024145
,방과후학교 운영,104007500
,직업교육,0
,국제교육,102276492
,독서활동,68540153
,교기육성,0
,기타 선택적 교육활동,1200000
교육활동 지원,교육활동 지원,757051405
,교무업무 운영,215720336
,생활지도 운영,20161340
,연구학교 운영,0
,학습지원실 운영,269279649
,교육여건 개선,251890080
학교 일반운영,학교 일반운영,1390502868
,학교기관운영,273718606
,시설 장비 유지,1111946992
,학교운영 협력,4837270
학교시설 확충,학교시설 확충,68245100
,시설확충 및 개선,68245100
학교 재무활동,학교 재무활동,13310
,반환금,13310
,예비비,0
세출합계,세출합계,14529865113
