정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,7004679000
,교직원보수,5255171000
,기타 교직원 보수,1263925000
,교직원 복지 및 역량강화,485583000
학생복지/교육격차 해소,학생복지/교육격차 해소,2819796000
,급식 관리,1286973000
,기숙사 관리,1323000000
,보건관리,69668000
,교육격차 해소,0
,학생복지,140155000
기본적 교육활동,기본적 교육활동,254299000
,교과 활동,136429000
,창의적 체험활동,117870000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,149181000
,방과후학교 운영,84653000
,직업교육,0
,국제교육,0
,독서활동,64528000
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,313767000
,교무업무 운영,142160000
,생활지도 운영,12139000
,연구학교 운영,0
,학습지원실 운영,136618000
,교육여건 개선,22850000
학교 일반운영,학교 일반운영,1123191000
,학교기관운영,234463000
,시설 장비 유지,881978000
,학교운영 협력,6750000
학교시설 확충,학교시설 확충,227000000
,시설확충 및 개선,227000000
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,11891913000
