정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,6704987270
,교직원보수,4975584310
,기타 교직원 보수,1280832440
,교직원 복지 및 역량강화,448570520
학생복지/교육격차 해소,학생복지/교육격차 해소,2949693545
,급식 관리,1498645300
,기숙사 관리,982298800
,보건관리,176133825
,교육격차 해소,36858080
,학생복지,255757540
기본적 교육활동,기본적 교육활동,264206245
,교과 활동,122540250
,창의적 체험활동,141665995
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,148990449
,방과후학교 운영,86161440
,직업교육,0
,국제교육,0
,독서활동,62829009
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,344924672
,교무업무 운영,150213500
,생활지도 운영,16299858
,연구학교 운영,0
,학습지원실 운영,116828724
,교육여건 개선,61582590
학교 일반운영,학교 일반운영,1038843858
,학교기관운영,187037531
,시설 장비 유지,842758437
,학교운영 협력,9047890
학교시설 확충,학교시설 확충,197122093
,시설확충 및 개선,197122093
학교 재무활동,학교 재무활동,1649800
,반환금,1649800
,예비비,0
세출합계,세출합계,11650417932
