정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,6944201120
,교직원보수,5207161410
,기타 교직원 보수,1243780750
,교직원 복지 및 역량강화,493258960
학생복지/교육격차 해소,학생복지/교육격차 해소,3716689084
,급식 관리,2113346704
,기숙사 관리,1236485000
,보건관리,169612710
,교육격차 해소,29034000
,학생복지,168210670
기본적 교육활동,기본적 교육활동,506545130
,교과 활동,261827538
,창의적 체험활동,244717592
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,198431531
,방과후학교 운영,108058000
,직업교육,0
,국제교육,12186561
,독서활동,78186970
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,498827482
,교무업무 운영,205462286
,생활지도 운영,16370650
,연구학교 운영,0
,학습지원실 운영,203113606
,교육여건 개선,73880940
학교 일반운영,학교 일반운영,1293543757
,학교기관운영,240026772
,시설 장비 유지,1046564295
,학교운영 협력,6952690
학교시설 확충,학교시설 확충,46200000
,시설확충 및 개선,46200000
학교 재무활동,학교 재무활동,4721290
,반환금,4721290
,예비비,0
세출합계,세출합계,13209159394
