파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,학교급
충청남도교육청_공립_고등_예산_세출_2024.csv,4875809000.0,61765568000.0,30383974000.0,16180977000.0,9252474000.0,40199079000.0,565200000.0,178640000.0,453479799.6999999,고등
충청남도교육청_공립_고등_예산_세출_2023.csv,5055092000.0,61388917000.0,26113760000.0,15658564000.0,9413066000.0,35899308000.0,338198000.0,136524000.0,437672255.9,고등
충청남도교육청_공립_고등_예산_세출_2022.csv,4951613000.0,39590478000.0,19860884000.0,19494350000.0,12705225000.0,32597199000.0,320200000.0,140229000.0,390618613.6,고등
충청남도교육청_공립_중등_예산_세출_2024.csv,1887988000.0,45266818000.0,24499667000.0,11335445000.0,7804509000.0,32736320000.0,14814000.0,165894000.0,872526275.7,중등
충청남도교육청_공립_중등_예산_세출_2023.csv,1734824000.0,46519945000.0,24322079000.0,10695456000.0,9163011000.0,29157872000.0,19000000.0,158026000.0,881085583.2,중등
충청남도교육청_공립_중등_예산_세출_2022.csv,1477234000.0,19407908000.0,20066959000.0,9495404000.0,8977814000.0,27154493000.0,13960000.0,156413000.0,660764027.5,중등
충청남도교육청_공립_초등_예산_세출_2024.csv,5028735000.0,120929805000.0,51283163000.0,54093149000.0,19254976000.0,83403067000.0,10000000.0,510790000.0,3435462675.6000004,초등
충청남도교육청_공립_초등_예산_세출_2023.csv,4730551000.0,119935315000.0,52711543000.0,60809537000.0,22549673000.0,75431787000.0,38500000.0,747238000.0,3129758852.8999996,초등
충청남도교육청_공립_초등_예산_세출_2022.csv,4012436000.0,61618165000.0,41635658000.0,48837137000.0,20764680000.0,67791679000.0,40875000.0,344623000.0,2397392408.3,초등
고등_합계,14882514000.0,162744963000.0,76358618000.0,51333891000.0,31370765000.0,108695586000.0,1223598000.0,455393000.0,1281770669.1999998,고등
중등_합계,5100046000.0,111194671000.0,68888705000.0,31526305000.0,25945334000.0,89048685000.0,47774000.0,480333000.0,2414375886.4,중등
초등_합계,13771722000.0,302483285000.0,145630364000.0,163739823000.0,62569329000.0,226626533000.0,89375000.0,1602651000.0,8962613936.8,초등
2024_합계,11792532000.0,227962191000.0,106166804000.0,81609571000.0,36311959000.0,156338466000.0,590014000.0,855324000.0,4761468751.0,전체
2023_합계,11520467000.0,227844177000.0,103147382000.0,87163557000.0,41125750000.0,140488967000.0,395698000.0,1041788000.0,4448516692.0,전체
2022_합계,10441283000.0,120616551000.0,81563501000.0,77826891000.0,42447719000.0,127543371000.0,375035000.0,641265000.0,3448775049.4,전체
