파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
경기도교육청_초등_예산_세입_2024.csv,1068526056.9948187,12600032.568467801,299768441.8948927,0.0,7252727.609178387,8668407.84603997,초등
경기도교육청_초등_예산_세입_2022.csv,873800772.7952168,9620143.497757848,274151444.6935725,0.0,4041477.5784753365,10164512.705530643,초등
경기도교육청_초등_예산_세입_2023.csv,941363188.5671864,11163030.438010393,297261913.8827023,0.0,5457855.233853007,9560703.04380104,초등
경기도교육청_중등_예산_세입_2024.csv,1507861695.652174,18391641.67916042,154194893.5532234,0.0,8727244.377811095,9114754.12293853,중등
경기도교육청_중등_예산_세입_2023.csv,1345876397.8819969,14801655.068078669,141770925.8698941,0.0,6757546.142208775,8882154.311649017,중등
경기도교육청_중등_예산_세입_2022.csv,1295524240.42879,12445228.177641654,126159747.32006125,0.0,6544078.101071975,11003813.169984685,중등
경기도교육청_고등_예산_세입_2024.csv,2927544232.6530614,71705571.42857143,697369071.4285715,0.0,31072991.836734693,25106018.36734694,고등
경기도교육청_고등_예산_세입_2022.csv,2517178244.855967,68975386.83127572,574585537.037037,0.0,22246783.950617284,24064703.703703705,고등
경기도교육청_고등_예산_세입_2023.csv,2628903954.825462,56415342.91581109,641698689.9383984,0.0,24278983.572895277,20773716.632443532,고등
초등_평균,961230006.1190739,11127735.501412014,290393933.49038917,0.0,5584020.140502243,9464541.198457217,초등
중등_평균,1383087444.6543205,15212841.641626915,140708522.24772626,0.0,7342956.207030616,9666907.201524077,중등
고등_평균,2691208810.7781634,65698767.05855275,637884432.8013357,0.0,25866253.12008242,23314812.901164725,고등
