파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
부산광역시교육청_중등_결산_세입_2023.csv,375982364355,2338594714,14905138130,0,2708112296,6708603957,중등
부산광역시교육청_중등_결산_세입_2022.csv,400391607220,1536465816,13534090625,0,1877998216,2706654171,중등
부산광역시교육청_중등_결산_세입_2024.csv,412795392217,1990984744,17932874138,0,3352699430,5522987239,중등
부산광역시교육청_고등_결산_세입_2022.csv,720498277817,12207266253,52991744904,0,7412270608,15750026047,고등
부산광역시교육청_고등_결산_세입_2023.csv,696111875473,14216701134,60239806163,0,8122786700,14573773727,고등
부산광역시교육청_고등_결산_세입_2024.csv,773761228202,13069585423,68729793080,0,9424473324,24168667048,고등
부산광역시교육청_초등_결산_세입_2023.csv,505322535210,4757605551,99688525564,0,4671323753,4476925957,초등
부산광역시교육청_초등_결산_세입_2022.csv,533266544924,5349581414,88774181250,0,2124612492,5670533953,초등
부산광역시교육청_초등_결산_세입_2024.csv,576533149131,5856745520,110200598745,0,6481198628,4223305472,초등
중등_합계,1189169363792,5866045274,46372102893,0,7938809942,14938245367,중등
고등_합계,2190371381492,39493552810,181961344147,0,24959530632,54492466822,고등
초등_합계,1615122229265,15963932485,298663305559,0,13277134873,14370765382,초등
2023_합계,1577416775038,21312901399,174833469857,0,15502222749,25759303641,전체
2022_합계,1654156429961,19093313483,155300016779,0,11414881316,24127214171,전체
2024_합계,1763089769550,20917315687,196863265963,0,19258371382,33914959759,전체
