파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,학교급,학교 수
부산광역시교육청_고등_결산_세출_2024.csv,330606942251.0,152466486535.0,104776894588.0,37448853652.0,55997028613.0,63989412533.0,100466494519.0,2369524990.0,1883534832.8999996,고등,141
부산광역시교육청_고등_결산_세출_2023.csv,337330425511.0,135882347682.0,85917224491.0,36999809341.0,55137070404.0,55248727675.0,59845913515.0,3353191297.0,1702670932.1000001,고등,141
부산광역시교육청_고등_결산_세출_2022.csv,339471708140.0,135619438955.0,74359715403.0,32056664231.0,80764785444.0,52729821316.0,73640450955.0,5679387258.0,1732345351.3000002,고등,141
부산광역시교육청_중등_결산_세출_2024.csv,89013275210.0,125150166255.0,68422904910.0,20413073021.0,49851151811.0,50998136283.0,28352192975.0,1620986236.0,1197459303.0,중등,170
부산광역시교육청_중등_결산_세출_2022.csv,92377363314.0,108263573836.0,52837123182.0,19773825711.0,70356666352.0,43580286762.0,25221660901.0,925902205.0,1108506759.6,중등,170
부산광역시교육청_중등_결산_세출_2023.csv,91092254040.0,115844901027.0,55149941728.0,18764957613.0,46169543072.0,44707699985.0,24888960240.0,501557092.0,1102947470.1999998,중등,170
부산광역시교육청_초등_결산_세출_2024.csv,15641117534.0,218483425631.0,120963950030.0,153088875154.0,76943497465.0,99222624991.0,10285725580.0,486327279.0,2053167510.1,초등,304
부산광역시교육청_초등_결산_세출_2022.csv,20572056160.0,200046808514.0,93802357808.0,124953797061.0,104162756157.0,79228061509.0,8389144445.0,376879242.0,1798977577.3999999,초등,304
부산광역시교육청_초등_결산_세출_2023.csv,17965693266.0,203264876363.0,101530719485.0,138391121532.0,63201673380.0,85457883474.0,5246804180.0,224190333.0,1778419437.6000001,초등,305
고등_평균,335803025300.6667,141322757724.0,88351278160.66667,35501775741.333336,63966294820.333336,57322653841.333336,77984286329.66667,3800701181.6666665,1772850372.1,고등,423
중등_평균,90827630854.66667,116419547039.33333,58803323273.333336,19650618781.666668,55459120411.666664,46428707676.666664,26154271372.0,1016148511.0,1136304510.9333334,중등,510
초등_평균,18059519440.422783,207260655499.2278,105428069031.40964,138810804403.74588,81416003813.7875,87966772350.02191,7970904449.616649,362314166.4282585,1876747026.3614457,초등,913
전체_평균,110972433741.69447,167054427940.46967,88633863790.37866,82217405816.82231,70246319393.79144,69469006850.24594,29037631245.757854,1330837039.222102,1648375429.600379,전체,1846
