파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
부산광역시교육청_중등_결산_세입_2023.csv,2211660966.7941175,13756439.494117647,87677283.11764705,0.0,15930072.329411766,39462376.21764706,중등
부산광역시교육청_중등_결산_세입_2022.csv,2355244748.352941,9038034.211764706,79612297.79411764,0.0,11047048.329411766,15921495.123529412,중등
부산광역시교육청_중등_결산_세입_2024.csv,2428208189.5117645,11711674.964705883,105487494.92941177,0.0,19721761.352941178,32488160.229411766,중등
부산광역시교육청_고등_결산_세입_2022.csv,5109916863.950355,86576356.40425532,375827978.0425532,0.0,52569295.09219858,111702312.39007092,고등
부산광역시교육청_고등_결산_세입_2023.csv,4936963655.83688,100827667.61702128,427232667.822695,0.0,57608416.312056735,103360097.35460994,고등
부산광역시교육청_고등_결산_세입_2024.csv,5487668285.120567,92692095.19858156,487445340.9929078,0.0,66840236.34042553,171408986.15602836,고등
부산광역시교육청_초등_결산_세입_2023.csv,1656795197.409836,15598706.724590164,326847624.8,0.0,15315815.583606558,14678445.760655738,초등
부산광역시교육청_초등_결산_세입_2022.csv,1754166266.1973684,17597307.282894738,292020333.05921054,0.0,6988856.881578947,18653072.21381579,초등
부산광역시교육청_초등_결산_세입_2024.csv,1896490622.1414473,19265610.263157893,362501969.5559211,0.0,21319732.32894737,13892452.210526315,초등
중등_평균,2331704634.8862743,11502049.556862747,90925691.94705881,0.0,15566294.003921568,29290677.19019608,중등
고등_평균,5178182934.969268,93365373.07328606,430168662.286052,0.0,59005982.581560284,128823798.63356973,고등
초등_평균,1769150695.2495506,17487208.090214264,327123309.1383772,0.0,14541468.264710957,15741323.39499928,초등
