정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,21420000
,교직원보수,0
,기타 교직원 보수,18180000
,교직원 복지 및 역량강화,3240000
학생복지/교육격차 해소,학생복지/교육격차 해소,257225000
,급식 관리,180654000
,기숙사 관리,0
,보건관리,12809000
,교육격차 해소,0
,학생복지,63762000
기본적 교육활동,기본적 교육활동,75648000
,교과 활동,20100000
,창의적 체험활동,55548000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,7850000
,방과후학교 운영,0
,직업교육,0
,국제교육,0
,독서활동,7850000
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,59366000
,교무업무 운영,31940000
,생활지도 운영,3600000
,연구학교 운영,0
,학습지원실 운영,7026000
,교육여건 개선,16800000
학교 일반운영,학교 일반운영,128906000
,학교기관운영,50133000
,시설 장비 유지,76273000
,학교운영 협력,2500000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,2500000
,반환금,0
,예비비,2500000
세출합계,세출합계,552915000
