정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,27369100
,교직원보수,0
,기타 교직원 보수,18708380
,교직원 복지 및 역량강화,8660720
학생복지/교육격차 해소,학생복지/교육격차 해소,371050920
,급식 관리,206708010
,기숙사 관리,0
,보건관리,47834590
,교육격차 해소,0
,학생복지,116508320
기본적 교육활동,기본적 교육활동,213992310
,교과 활동,96114070
,창의적 체험활동,117878240
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,202485370
,방과후학교 운영,5578360
,직업교육,0
,국제교육,0
,독서활동,13513040
,교기육성,160443970
,기타 선택적 교육활동,22950000
교육활동 지원,교육활동 지원,335117830
,교무업무 운영,38732090
,생활지도 운영,13679470
,연구학교 운영,45453750
,학습지원실 운영,8370630
,교육여건 개선,228881890
학교 일반운영,학교 일반운영,210849650
,학교기관운영,112952510
,시설 장비 유지,93677940
,학교운영 협력,4219200
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,5230000
,반환금,5230000
,예비비,0
세출합계,세출합계,1366095180
