정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,23939080
,교직원보수,0
,기타 교직원 보수,19228060
,교직원 복지 및 역량강화,4711020
학생복지/교육격차 해소,학생복지/교육격차 해소,340252920
,급식 관리,171921550
,기숙사 관리,0
,보건관리,42287830
,교육격차 해소,0
,학생복지,126043540
기본적 교육활동,기본적 교육활동,144926510
,교과 활동,91918070
,창의적 체험활동,53008440
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,152755330
,방과후학교 운영,3998780
,직업교육,0
,국제교육,0
,독서활동,10550000
,교기육성,138206550
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,448820150
,교무업무 운영,35130960
,생활지도 운영,13385590
,연구학교 운영,0
,학습지원실 운영,7025700
,교육여건 개선,393277900
학교 일반운영,학교 일반운영,225432500
,학교기관운영,107370970
,시설 장비 유지,115872680
,학교운영 협력,2188850
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,12336000
,반환금,12336000
,예비비,0
세출합계,세출합계,1348462490
