정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,5175360
,교직원보수,0
,기타 교직원 보수,1300000
,교직원 복지 및 역량강화,3875360
학생복지/교육격차 해소,학생복지/교육격차 해소,130773080
,급식 관리,40328330
,기숙사 관리,0
,보건관리,11833600
,교육격차 해소,0
,학생복지,78611150
기본적 교육활동,기본적 교육활동,144881500
,교과 활동,100441890
,창의적 체험활동,44439610
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,58466480
,방과후학교 운영,49507320
,직업교육,0
,국제교육,0
,독서활동,5301420
,교기육성,0
,기타 선택적 교육활동,3657740
교육활동 지원,교육활동 지원,141340930
,교무업무 운영,3530060
,생활지도 운영,11590000
,연구학교 운영,4090000
,학습지원실 운영,7519100
,교육여건 개선,114611770
학교 일반운영,학교 일반운영,127356330
,학교기관운영,37489390
,시설 장비 유지,87160720
,학교운영 협력,2706220
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,607993680
