정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,15452000
,교직원보수,0
,기타 교직원 보수,0
,교직원 복지 및 역량강화,15452000
학생복지/교육격차 해소,학생복지/교육격차 해소,362266000
,급식 관리,294767000
,기숙사 관리,0
,보건관리,38685000
,교육격차 해소,0
,학생복지,28814000
기본적 교육활동,기본적 교육활동,125660000
,교과 활동,58310000
,창의적 체험활동,67350000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,105039000
,방과후학교 운영,39500000
,직업교육,0
,국제교육,0
,독서활동,16220000
,교기육성,45919000
,기타 선택적 교육활동,3400000
교육활동 지원,교육활동 지원,59768000
,교무업무 운영,5550000
,생활지도 운영,12700000
,연구학교 운영,0
,학습지원실 운영,7698000
,교육여건 개선,33820000
학교 일반운영,학교 일반운영,199031000
,학교기관운영,82848000
,시설 장비 유지,114003000
,학교운영 협력,2180000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,3187000
,반환금,0
,예비비,3187000
세출합계,세출합계,870403000
