정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,11018000
,교직원보수,0
,기타 교직원 보수,698000
,교직원 복지 및 역량강화,10320000
학생복지/교육격차 해소,학생복지/교육격차 해소,507740000
,급식 관리,387437000
,기숙사 관리,0
,보건관리,48846000
,교육격차 해소,0
,학생복지,71457000
기본적 교육활동,기본적 교육활동,161994000
,교과 활동,58200000
,창의적 체험활동,103794000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,318936000
,방과후학교 운영,212500000
,직업교육,0
,국제교육,0
,독서활동,16940000
,교기육성,88296000
,기타 선택적 교육활동,1200000
교육활동 지원,교육활동 지원,69600000
,교무업무 운영,22800000
,생활지도 운영,21520000
,연구학교 운영,7500000
,학습지원실 운영,17780000
,교육여건 개선,0
학교 일반운영,학교 일반운영,235509000
,학교기관운영,85274000
,시설 장비 유지,145955000
,학교운영 협력,4280000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,3000000
,반환금,0
,예비비,3000000
세출합계,세출합계,1307797000
