파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
부산광역시교육청_사립_고등_결산_세입_2024.csv,588149314016,9765232278,46024364015,0,6861157120,18353647720,고등
부산광역시교육청_사립_고등_결산_세입_2023.csv,533133984443,9269524739,41297583433,0,5947292873,8398523120,고등
부산광역시교육청_사립_고등_결산_세입_2022.csv,546132370175,8279618443,36330407117,0,5830032206,11975047580,고등
부산광역시교육청_사립_초등_결산_세입_2024.csv,11927155220,332581466,30148978052,0,2301565125,1097786214,초등
부산광역시교육청_사립_중등_결산_세입_2022.csv,158710003751,729381514,4950376935,0,439117713,1183311461,중등
부산광역시교육청_사립_중등_결산_세입_2023.csv,150067212615,1359833355,6121483290,0,599653460,5642958689,중등
부산광역시교육청_사립_초등_결산_세입_2022.csv,6115568010,173238330,24491505180,0,135008893,1616101852,초등
부산광역시교육청_사립_중등_결산_세입_2024.csv,159734096778,1067516181,7092298458,0,733284062,4601891471,중등
부산광역시교육청_사립_초등_결산_세입_2023.csv,5278805890,58952000,27640799511,0,1726179928,1312969091,초등
고등_합계,1667415668634,27314375460,123652354565,0,18638482199,38727218420,고등
초등_합계,23321529120,564771796,82281282743,0,4162753946,4026857157,초등
중등_합계,468511313144,3156731050,18164158683,0,1772055235,11428161621,중등
2024_합계,759810566014,11165329925,83265640525,0,9896006307,24053325405,전체
2023_합계,688480002948,10688310094,75059866234,0,8273126261,15354450900,전체
2022_합계,710957941936,9182238287,65772289232,0,6404158812,14774460893,전체
