파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,학교급
부산광역시교육청_사립_고등_결산_세출_2022.csv,4455522943.666667,947068698.6666666,486287101.24,205420093.09333333,574397198.6,368475071.74666667,894264116.7333333,62350853.6,16966323.528,고등
부산광역시교육청_사립_고등_결산_세출_2023.csv,4438349381.413333,933981681.2666667,521912341.84,253393125.88,397434037.04,381978672.96,761518819.8,40248072.13333333,17260272.034666672,고등
부산광역시교육청_사립_고등_결산_세출_2024.csv,4375258848.72,1066492732.6,630091665.92,239080465.04,403782164.1333333,432442782.73333335,1253972700.3866668,27093605.2,18942250.862666667,고등
부산광역시교육청_사립_초등_결산_세출_2023.csv,2042687501.8333333,1167316413.0,658224642.6666666,644997024.0,420531561.0,339836560.1666667,545380221.6666666,1012776.6666666666,15280062.133333333,초등
부산광역시교육청_사립_초등_결산_세출_2022.csv,2009020403.3333333,1077774643.8333333,523031762.3333333,429472759.6666667,416769300.0,337971628.3333333,432030271.5,2004760.0,14510251.166666666,초등
부산광역시교육청_사립_중등_결산_세출_2024.csv,2516074151.714286,548734310.3142858,338744289.2,97062073.88571429,294106973.7714286,293166565.1142857,625197606.7142857,44120578.25714286,16033782.654285714,중등
부산광역시교육청_사립_중등_결산_세출_2023.csv,2529301774.285714,526148841.54285717,285555061.9714286,83222550.02857143,224045649.68571427,262365158.94285715,624631622.2857143,12993625.2,15364107.202857144,중등
부산광역시교육청_사립_초등_결산_세출_2024.csv,2159986475.5,1253329210.1666667,810828832.0,777941220.5,301061393.3333333,383402046.5,1155232115.0,3320010.0,18759623.583333332,초등
부산광역시교육청_사립_중등_결산_세출_2022.csv,2517301687.714286,504315440.6,262016689.37142858,77806377.88571429,324255027.1142857,261558180.77142859,613242845.4571428,21481781.457142856,14954459.3,중등
고등_평균,4423043724.599999,982514370.8444444,546097036.3333334,232631228.00444445,458537799.9244445,394298842.48,969918545.64,43230843.64444444,17722948.808444444,고등
초등_평균,2070564793.5555553,1166140089.0,664028412.3333334,617470334.7222222,379454084.77777773,353736745.0,710880869.3888888,2112515.5555555555,16183312.294444442,초등
중등_평균,2520892537.904762,526399530.81904763,295438680.18095237,86030333.93333334,280802550.1904762,272363301.60952383,621024024.8190476,26198661.63809524,15450783.052380955,중등
