정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,31660000
,교직원보수,0
,기타 교직원 보수,22260000
,교직원 복지 및 역량강화,9400000
학생복지/교육격차 해소,학생복지/교육격차 해소,257717000
,급식 관리,226355000
,기숙사 관리,0
,보건관리,15027000
,교육격차 해소,0
,학생복지,16335000
기본적 교육활동,기본적 교육활동,131881000
,교과 활동,62245000
,창의적 체험활동,69636000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,27610000
,방과후학교 운영,16000000
,직업교육,0
,국제교육,0
,독서활동,11610000
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,74650000
,교무업무 운영,23650000
,생활지도 운영,3400000
,연구학교 운영,0
,학습지원실 운영,6100000
,교육여건 개선,41500000
학교 일반운영,학교 일반운영,167243000
,학교기관운영,47285000
,시설 장비 유지,114208000
,학교운영 협력,5750000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,3000000
,반환금,0
,예비비,3000000
세출합계,세출합계,693761000
