정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,33097790
,교직원보수,0
,기타 교직원 보수,27259740
,교직원 복지 및 역량강화,5838050
학생복지/교육격차 해소,학생복지/교육격차 해소,355151700
,급식 관리,263057310
,기숙사 관리,0
,보건관리,51601000
,교육격차 해소,0
,학생복지,40493390
기본적 교육활동,기본적 교육활동,374120060
,교과 활동,265637040
,창의적 체험활동,108483020
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,281725700
,방과후학교 운영,134010260
,직업교육,0
,국제교육,0
,독서활동,17584830
,교기육성,14537090
,기타 선택적 교육활동,115593520
교육활동 지원,교육활동 지원,112536830
,교무업무 운영,19518350
,생활지도 운영,20997690
,연구학교 운영,10480000
,학습지원실 운영,7901000
,교육여건 개선,53639790
학교 일반운영,학교 일반운영,234777070
,학교기관운영,54733450
,시설 장비 유지,173233010
,학교운영 협력,6810610
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,11011000
,반환금,11011000
,예비비,0
세출합계,세출합계,1402420150
