정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,8840000
,교직원보수,0
,기타 교직원 보수,4440000
,교직원 복지 및 역량강화,4400000
학생복지/교육격차 해소,학생복지/교육격차 해소,41629000
,급식 관리,21535000
,기숙사 관리,0
,보건관리,4086000
,교육격차 해소,0
,학생복지,16008000
기본적 교육활동,기본적 교육활동,36189000
,교과 활동,19119000
,창의적 체험활동,17070000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,20730000
,방과후학교 운영,14995000
,직업교육,0
,국제교육,0
,독서활동,5735000
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,42859000
,교무업무 운영,19480000
,생활지도 운영,2250000
,연구학교 운영,0
,학습지원실 운영,2990000
,교육여건 개선,18139000
학교 일반운영,학교 일반운영,73163000
,학교기관운영,28088000
,시설 장비 유지,40664000
,학교운영 협력,4411000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,1426000
,반환금,0
,예비비,1426000
세출합계,세출합계,224836000
