정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,15724000
,교직원보수,0
,기타 교직원 보수,9480000
,교직원 복지 및 역량강화,6244000
학생복지/교육격차 해소,학생복지/교육격차 해소,67349000
,급식 관리,55357000
,기숙사 관리,0
,보건관리,11752000
,교육격차 해소,0
,학생복지,240000
기본적 교육활동,기본적 교육활동,46708000
,교과 활동,20852000
,창의적 체험활동,25856000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,49865000
,방과후학교 운영,43803000
,직업교육,0
,국제교육,0
,독서활동,6062000
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,50068000
,교무업무 운영,18600000
,생활지도 운영,4468000
,연구학교 운영,0
,학습지원실 운영,9500000
,교육여건 개선,17500000
학교 일반운영,학교 일반운영,104288000
,학교기관운영,51392000
,시설 장비 유지,49976000
,학교운영 협력,2920000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,1813000
,반환금,0
,예비비,1813000
세출합계,세출합계,335815000
