정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,15460000
,교직원보수,0
,기타 교직원 보수,8460000
,교직원 복지 및 역량강화,7000000
학생복지/교육격차 해소,학생복지/교육격차 해소,51087000
,급식 관리,41199000
,기숙사 관리,0
,보건관리,7888000
,교육격차 해소,0
,학생복지,2000000
기본적 교육활동,기본적 교육활동,35268000
,교과 활동,20333000
,창의적 체험활동,14935000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,18104000
,방과후학교 운영,11640000
,직업교육,0
,국제교육,0
,독서활동,6464000
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,42460000
,교무업무 운영,19750000
,생활지도 운영,1660000
,연구학교 운영,0
,학습지원실 운영,8800000
,교육여건 개선,12250000
학교 일반운영,학교 일반운영,109058000
,학교기관운영,62537000
,시설 장비 유지,44071000
,학교운영 협력,2450000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,2900000
,반환금,900000
,예비비,2000000
세출합계,세출합계,274337000
