정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,11920000
,교직원보수,0
,기타 교직원 보수,5460000
,교직원 복지 및 역량강화,6460000
학생복지/교육격차 해소,학생복지/교육격차 해소,58192000
,급식 관리,31887000
,기숙사 관리,0
,보건관리,6232000
,교육격차 해소,0
,학생복지,20073000
기본적 교육활동,기본적 교육활동,33130000
,교과 활동,18325000
,창의적 체험활동,14805000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,17603000
,방과후학교 운영,12485000
,직업교육,0
,국제교육,0
,독서활동,5118000
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,41709000
,교무업무 운영,18140000
,생활지도 운영,3308000
,연구학교 운영,0
,학습지원실 운영,2690000
,교육여건 개선,17571000
학교 일반운영,학교 일반운영,77184000
,학교기관운영,28188000
,시설 장비 유지,44336000
,학교운영 협력,4660000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,1828000
,반환금,382000
,예비비,1446000
세출합계,세출합계,241566000
