정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,15454060
,교직원보수,0
,기타 교직원 보수,9865960
,교직원 복지 및 역량강화,5588100
학생복지/교육격차 해소,학생복지/교육격차 해소,87598420
,급식 관리,70159660
,기숙사 관리,0
,보건관리,16199710
,교육격차 해소,0
,학생복지,1239050
기본적 교육활동,기본적 교육활동,118865520
,교과 활동,83806710
,창의적 체험활동,35058810
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,165010820
,방과후학교 운영,160336850
,직업교육,0
,국제교육,0
,독서활동,4673970
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,75574110
,교무업무 운영,20016620
,생활지도 운영,4767640
,연구학교 운영,0
,학습지원실 운영,9488040
,교육여건 개선,41301810
학교 일반운영,학교 일반운영,118699950
,학교기관운영,65830090
,시설 장비 유지,49945760
,학교운영 협력,2924100
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,7382000
,반환금,7382000
,예비비,0
세출합계,세출합계,588584880
